word	Sundanese-su	emotion	emotion-intensity-score
straightforward	lugas	trust	0.711
determination	kateguhan	trust	0.711
justice	kaadilan	trust	0.711
sanctuary	daerah anu ditangtayungan pikeun ngamumule tutuwuhan jeung sasatoanana	trust	0.703
nurture	nurture	trust	0.703
innocent	murni	trust	0.703
admire	muja	trust	0.703
assurance	jaminan	trust	0.703
morality	moralitas	trust	0.703
prepared	disiapkeun	trust	0.703
friendliness	friendliness	trust	0.703
reliable	bisa dipercaya	trust	0.703
mentor	mentor	trust	0.703
guardianship	guardianship	trust	0.703
fulfilled	kaeusi	trust	0.703
reverence	reverence	trust	0.703
proof	bukti	trust	0.703
admiration	rasa reueus	trust	0.703
mother	indung	trust	0.703
protected	ditangtayungan	trust	0.703
motherhood	keibuan	trust	0.703
marriage	perkawinan	trust	0.695
skillful	skillful	trust	0.695
indestructible	indestructible	trust	0.695
guardian	wali	trust	0.695
accountable	tanggung jawab	trust	0.695
courage	kawani	trust	0.695
bodyguard	pangawal	trust	0.695
agreeable	bisa disatujuan	trust	0.695
scientist	nu ahli di sahiji elmu	trust	0.695
allied	ngagabung jadi babarengan	trust	0.695
compassionate	ruku '	trust	0.695
humanitarian	kamanusaan	trust	0.695
approving	nyatujuan	trust	0.695
united	ngahiji	trust	0.695
pact	pakta	trust	0.695
certified	Certified	trust	0.695
morals	moral	trust	0.695
esteem	diri	trust	0.688
secure	aman	trust	0.688
perfection	kasampurnaan	trust	0.688
guidance	pitunjuk	trust	0.688
competent	mampuh	trust	0.688
authenticity	kaaslian	trust	0.688
valor	NO TRANSLATION	trust	0.688
justifiable	justifiable	trust	0.688
humanity	umat manusa	trust	0.688
solidity	solidity	trust	0.688
adviser	panasehat	trust	0.688
pledge	jangji	trust	0.688
believed	percanten	trust	0.688
understanding	pangertian	trust	0.688
monogamy	monogami	trust	0.688
expertise	kaahlian	trust	0.680
diplomatic	diplomatik	trust	0.680
confidential	rasiah	trust	0.680
hope	harepan	trust	0.680
protector	papayung	trust	0.680
agreeing	agreeing	trust	0.680
diligence	karajinan	trust	0.680
official	resmi	trust	0.680
affirm	ngeceskeun	trust	0.680
indivisible	indivisible	trust	0.680
grandfather	aki	trust	0.680
humble	sederhana	trust	0.680
strongest	NO TRANSLATION	trust	0.680
advocacy	advokasi	trust	0.680
elders	sesepuh	trust	0.680
goodness	kahadean	trust	0.680
commendable	bisa kapuji	trust	0.680
inspire	mere ilham	trust	0.680
approve	satuju	trust	0.680
confide	mercayakeun	trust	0.680
professional	tanaga ahli	trust	0.680
familiarity	familiarity	trust	0.680
leader	pingpinan	trust	0.680
confirmed	negeskeun	trust	0.680
acceptance	kaayaan katarima	trust	0.680
benevolence	benevolence	trust	0.672
dignity	martabat	trust	0.672
harmoniously	harmoniously	trust	0.672
mastery	WS Rendra	trust	0.672
unwavering	unwavering	trust	0.672
accredited	accredited	trust	0.672
healing	nyageurkeun	trust	0.672
encyclopedia	énsiklopédi	trust	0.672
accepted	NO TRANSLATION	trust	0.672
sanctify	sanctify	trust	0.672
cohesive	cohesive	trust	0.672
covenant	covenant	trust	0.672
believes	NO TRANSLATION	trust	0.672
faultless	faultless	trust	0.672
safe	tengtrem	trust	0.672
intelligent	pinter	trust	0.672
merit	jasa	trust	0.664
impeccable	impeccable	trust	0.664
affirmatively	affirmatively	trust	0.664
spiritual	rohani	trust	0.664
advocate	nyarankeun	trust	0.664
team	regu	trust	0.664
heroic	gagah rongkah	trust	0.664
communicate	ngayakeun hubungan	trust	0.664
disciple	murid	trust	0.664
expert	ahli	trust	0.664
proficient	pinter	trust	0.664
specialist	ahli di sahiji elmu	trust	0.664
ambassador	duta ageng	trust	0.664
accept	narima	trust	0.664
attestation	attestation	trust	0.664
supporting	ngarojong	trust	0.664
reliance	reliance	trust	0.664
authority	wibawa	trust	0.664
accountability	akuntabilitas	trust	0.664
guidebook	buku pitunjuk	trust	0.664
fulfillment	hal nu minuhan	trust	0.664
strengthening	strengthening	trust	0.661
familiar	dalit	trust	0.656
facts	fakta	trust	0.656
achieve	ngahontal	trust	0.656
warranty	garansi	trust	0.656
structure	struktur	trust	0.656
steadfast	steadfast	trust	0.656
favorable	hade	trust	0.656
counsel	pituah	trust	0.656
relationship	hubungan	trust	0.656
scientific	ilmiah	trust	0.656
gentleman	bapa	trust	0.656
strength	kakuatan	trust	0.656
elder	kokolot	trust	0.656
supports	NO TRANSLATION	trust	0.656
holiness	kasucian	trust	0.656
excellent	alus teuing	trust	0.656
proficiency	kamahéran	trust	0.656
constancy	constancy	trust	0.656
defended	salamet	trust	0.656
accepts	NO TRANSLATION	trust	0.648
rely	mercayakeun	trust	0.648
heroism	heroism	trust	0.648
peaceful	damai	trust	0.648
competency	kompetensi	trust	0.648
assuredly	assuredly	trust	0.648
brother	adi	trust	0.648
counselor	panasehat	trust	0.648
successful	hasil	trust	0.648
unconditionally	NO TRANSLATION	trust	0.648
protective	ngalindungan	trust	0.648
saint	urang suci	trust	0.648
harmony	tengtrem	trust	0.648
matrimony	matrimony	trust	0.648
noble	mulya	trust	0.648
inspiration	ilham	trust	0.648
academic	akademis	trust	0.648
assist	mantuan	trust	0.648
agreed	disatuju	trust	0.648
uphold	uphold	trust	0.648
comrade	babaturan	trust	0.648
lovable	pang bogohna	trust	0.648
advisable	sasaena	trust	0.648
solidarity	solidaritas	trust	0.648
worthy	aya gunana	trust	0.643
durability	kakuatan keur nahan	trust	0.641
coexist	narajang sakaligus	trust	0.641
assure	ngajamin	trust	0.641
establish	ngadegkeun	trust	0.641
benefactor	berehan	trust	0.641
relationships	NO TRANSLATION	trust	0.641
leading	ngarah	trust	0.641
loving	asih pisan	trust	0.641
teacher	guru	trust	0.641
judiciary	yudikatif	trust	0.641
conscientious	conscientious	trust	0.641
confidence	kapercayaan	trust	0.641
lawful	sah nurut hukum	trust	0.641
mamma	NO TRANSLATION	trust	0.641
ordained	ordained	trust	0.641
champion	juara	trust	0.641
unity	persatuan	trust	0.641
legal	sah	trust	0.641
kind	hade	trust	0.641
credence	credence	trust	0.641
real	asli	trust	0.641
doctor	dokter	trust	0.641
intimate	conggah	trust	0.634
hopeful	loba harepanana	trust	0.633
fortitude	fortitude	trust	0.633
physician	dokter	trust	0.633
brotherly	brotherly	trust	0.633
aspiration	aspirasi	trust	0.633
convincing	nu ngayakinkeun	trust	0.633
sanctification	sanctification	trust	0.633
deepest	NO TRANSLATION	trust	0.633
homage	ajenan	trust	0.633
courageous	wani	trust	0.633
soundness	soundness	trust	0.633
legitimacy	legitimasi	trust	0.633
endorse	ngesahkeun	trust	0.633
fidelity	kasatiaan	trust	0.633
bless	ngandoi	trust	0.633
judicial	yudisial	trust	0.633
important	penting	trust	0.633
saintly	saintly	trust	0.633
conscience	gerentes ati	trust	0.633
therapeutic	terapi	trust	0.633
authorize	ngesahkeun	trust	0.633
devotional	devotional	trust	0.633
practiced	latihan	trust	0.633
backbone	tulang tonggong	trust	0.633
approved	disatujuan	trust	0.633
evident	dibuktikeun	trust	0.625
encourage	nyurung	trust	0.625
caretaker	caretaker	trust	0.625
regard	hal	trust	0.625
angel	malaikat	trust	0.625
engaged	aktipitas	trust	0.625
blessing	berkah	trust	0.625
professorship	professorship	trust	0.625
majestic	megah	trust	0.625
communication	komunikasi	trust	0.625
purify	purify	trust	0.625
authorization	mieun kuwasa	trust	0.625
wonderful	alus pisan	trust	0.625
achievement	prestasi	trust	0.625
fireman	nu paehan seuneu	trust	0.625
certify	ngajamin	trust	0.625
civilized	ngartos tata titi	trust	0.625
profound	profound	trust	0.625
accurate	pas	trust	0.625
assured	assured	trust	0.625
positivity	positivity	trust	0.625
beliefs	NO TRANSLATION	trust	0.625
good	alus	trust	0.617
absolution	absolution	trust	0.617
commend	muji	trust	0.617
cherish	cherish	trust	0.617
fundamental	pang dasarna	trust	0.617
advice	pituah	trust	0.617
objective	obyektip	trust	0.617
optimism	optimism	trust	0.617
testament	surat wasiat	trust	0.617
qualities	qualities	trust	0.617
haven	Haven	trust	0.617
heroine	Srikandi	trust	0.617
constantly	terus-terusan	trust	0.617
appreciation	panghargaan	trust	0.617
triumphant	triumphant	trust	0.617
accord	atos	trust	0.617
reassure	nengtremkeun ati	trust	0.617
truce	eureun perang saheulaanan	trust	0.617
thoughtful	wijaksana	trust	0.617
teach	ngawulang	trust	0.617
god	Allah	trust	0.617
corroborate	corroborate	trust	0.617
believer	pangagem	trust	0.617
unimpeachable	unimpeachable	trust	0.617
surety	surety	trust	0.617
attentive	pinuh perhatian	trust	0.617
gospel	ajaran	trust	0.617
bedrock	bedrock	trust	0.617
approvement	approvement	trust	0.617
planning	rarancang	trust	0.617
rational	kaasup di akal	trust	0.617
passionate	napsu	trust	0.617
happy	bagja	trust	0.609
babysitter	babysitter	trust	0.609
brilliant	abar	trust	0.609
praise	pujian	trust	0.609
definitive	definitif	trust	0.609
considerate	pinuh perhatian	trust	0.609
patron	patron	trust	0.609
scripture	Injil	trust	0.609
heal	ngajadikeun cageur	trust	0.609
praiseworthy	praiseworthy	trust	0.609
steward	lalaki nu ngaladenan di kapal udara	trust	0.609
awareness	kasadaran	trust	0.609
officer	perwira	trust	0.609
purification	purifikasi	trust	0.609
excel	Excel	trust	0.609
civilization	peradaban	trust	0.609
liking	liking	trust	0.609
comfort	ngarareunahan	trust	0.609
magnificence	magnificence	trust	0.609
notary	notaris	trust	0.609
progression	progression	trust	0.609
mediator	mediator	trust	0.609
blessings	berkah	trust	0.609
vetted	NO TRANSLATION	trust	0.609
recommend	nyarankeun	trust	0.609
brave	wani	trust	0.602
experienced	ngalaman	trust	0.602
steady	ajeg	trust	0.602
enlightenment	pencerahan	trust	0.602
brighten	brighten	trust	0.602
nun	NO TRANSLATION	trust	0.602
fulfill	minuhan	trust	0.602
witness	saksi	trust	0.602
humility	humility	trust	0.602
sympathetic	karunya	trust	0.602
helpful	suka nulung	trust	0.602
symmetry	simétri	trust	0.602
unquestionable	unquestionable	trust	0.602
peace	katentreman	trust	0.602
transcendence	transcendence	trust	0.602
serenity	serenity	trust	0.602
embrace	nangkeup	trust	0.602
inspired	diideuan	trust	0.602
mainstay	andalan	trust	0.602
unconditional	teu aya saratna	trust	0.602
guarded	dijaga	trust	0.602
identify	mikawanohan	trust	0.602
marry	kawin	trust	0.594
grant	ngabulkeun	trust	0.594
depend	ngagantung	trust	0.594
complimentary	complimentary	trust	0.594
spouse	salaki	trust	0.594
tranquility	tranquility	trust	0.594
vigilant	waspada	trust	0.594
ministry	kementerian	trust	0.594
fairly	cukup	trust	0.594
philanthropic	philanthropic	trust	0.594
openly	kabuka	trust	0.594
generous	berehan	trust	0.594
strengthen	nguatkeun	trust	0.594
gratitude	rasa syukur	trust	0.594
befriend	befriend	trust	0.594
substantiate	substantiate	trust	0.594
praised	muji	trust	0.594
admiral	laksamana	trust	0.594
regent	bupati	trust	0.594
sage	sage	trust	0.594
assessment	taksiran	trust	0.594
enlighten	enlighten	trust	0.594
eminence	Nyiar	trust	0.594
commendation	pujian	trust	0.594
efficient	episien	trust	0.594
nurse	parawat	trust	0.594
visionary	visioner	trust	0.594
generosity	seneng sidekahan	trust	0.594
vigilance	vigilance	trust	0.594
endowment	endowment	trust	0.594
council	dewan	trust	0.594
sweetheart	sweetheart	trust	0.589
attest	ngabuktoskeun	trust	0.586
prestige	gengsi	trust	0.586
serene	hening	trust	0.586
unfailing	unfailing	trust	0.586
testimony	kasaksian	trust	0.586
checklist	Daptar pariksa	trust	0.586
inheritance	warisan	trust	0.586
monk	lalaki nu nyicing di pasraman	trust	0.586
godly	godly	trust	0.586
compliance	hal nu minuhan	trust	0.586
rooted	rooted	trust	0.586
constitutional	konstitusional	trust	0.586
conservation	konservasi	trust	0.586
bylaw	bylaw	trust	0.586
helper	nu nulungan	trust	0.586
joyful	galumbira	trust	0.586
collectively	koléktif	trust	0.586
meritorious	berjasa	trust	0.586
acclaim	acclaim	trust	0.586
diplomacy	diplomasi	trust	0.586
educational	atikan	trust	0.586
husbandry	Peternakan	trust	0.586
share	ngabagikeun	trust	0.586
enjoying	ngarasakeun	trust	0.586
firmness	firmness	trust	0.586
convince	ngayakinkeun	trust	0.586
designation	designation	trust	0.586
tribe	seler bangsa	trust	0.586
victory	kameunangan	trust	0.586
magnificent	hebat	trust	0.586
lovely	denok	trust	0.586
seniority	senioritas	trust	0.586
angelic	angelic	trust	0.586
ambition	ambisi	trust	0.586
father	bapa	trust	0.586
mate	mate	trust	0.586
sobriety	sobriety	trust	0.586
revere	revere	trust	0.586
delegate	utusan	trust	0.586
navigator	Navigator	trust	0.578
watchdog	watchdog	trust	0.578
obey	nurut	trust	0.578
cheerfulness	cheerfulness	trust	0.578
inviting	ngondang	trust	0.578
judge	hakim	trust	0.578
irrefutable	irrefutable	trust	0.578
philanthropist	philanthropist	trust	0.578
careful	ati-ati	trust	0.578
communion	komuni	trust	0.578
coexisting	coexisting	trust	0.578
impartiality	impartiality	trust	0.578
unquestioned	unquestioned	trust	0.578
upright	orientasi tegak	trust	0.578
authoritative	nulis	trust	0.578
structural	struktural	trust	0.578
convinced	yakin	trust	0.578
smile	imut	trust	0.578
commandant	commandant	trust	0.578
dutiful	dutiful	trust	0.578
shelter	panyumputan	trust	0.578
revival	revival	trust	0.578
professor	propesor	trust	0.578
adore	muja	trust	0.578
legalized	legalized	trust	0.578
punctual	pas waktuna	trust	0.570
counsellor	panasehat	trust	0.570
complement	pelengkap	trust	0.570
corroboration	corroboration	trust	0.570
immaculate	suci beresih	trust	0.570
relative	dulur	trust	0.570
apostle	rasul	trust	0.570
earned	NO TRANSLATION	trust	0.570
connective	konéktif	trust	0.570
insure	nanggungkeun ka kantor asuransi	trust	0.570
plausible	masuk akal	trust	0.570
consult	menta nasehat	trust	0.570
modest	modest	trust	0.570
measured	diukur	trust	0.570
pilot	pilot	trust	0.570
collaborator	kolaborator	trust	0.570
advise	mamatahan	trust	0.570
cuddle	cuddle	trust	0.570
ordinance	ordinance	trust	0.570
compass	kompas	trust	0.570
guide	juru jalan	trust	0.570
everlasting	langgeng	trust	0.570
adhering	adhering	trust	0.570
determinate	determinate	trust	0.570
heavenly	sawarga	trust	0.570
principal	poko	trust	0.570
abundance	kaayaan luber	trust	0.570
matron	matron	trust	0.570
unequivocal	unequivocal	trust	0.570
volunteers	sukarelawan	trust	0.570
pedigree	silsilah	trust	0.570
unquestionably	unquestionably	trust	0.570
pertinent	pertinent	trust	0.562
devout	taat	trust	0.562
curable	curable	trust	0.562
insight	pangaweruhan	trust	0.562
congregation	perkumpulan ulama Katolik	trust	0.562
admit	ngaku	trust	0.562
pleasant	pikaresepeun	trust	0.562
vigorous	vigorous	trust	0.562
fort	benteng	trust	0.562
remarkable	teu biasa	trust	0.562
content	eusi	trust	0.562
spotless	beresih	trust	0.562
uplift	uplift	trust	0.562
compensate	marurugi	trust	0.562
lovemaking	lovemaking	trust	0.562
jury	juri	trust	0.562
jurist	jurist	trust	0.562
soothing	soothing	trust	0.562
ordination	ordinasi	trust	0.562
cohesion	Kohési	trust	0.562
frankness	frankness	trust	0.562
strong	kuat	trust	0.562
miracle	kaajaiban	trust	0.562
concordance	concordance	trust	0.562
applaud	keprok	trust	0.562
prize	hadiah	trust	0.562
apostolic	Apostolik	trust	0.562
succeeding	succeeding	trust	0.562
vitality	vitalitas	trust	0.562
treasurer	bendahara	trust	0.562
save	nyalametkeun	trust	0.562
earn	ngahasilkeun	trust	0.562
midwife	bidan	trust	0.555
discretion	kawijaksanaan	trust	0.555
worship	netepan	trust	0.555
constant	ajeg	trust	0.555
foresight	tetempoan	trust	0.555
vote	sora	trust	0.555
cultivate	ngokolakeun	trust	0.555
impartial	teu kaditu teu kadieu	trust	0.555
illumination	panerangan	trust	0.555
ambulance	ambulan	trust	0.555
privacy	kalaluasaan	trust	0.555
succeed	ngagentos	trust	0.555
providing	nyadiakeun	trust	0.555
veteran	peteran	trust	0.555
patience	kasabaran	trust	0.555
prophet	nabi	trust	0.555
coach	palatih	trust	0.555
intuition	harewosan ati	trust	0.555
reconciliation	rekonsiliasi	trust	0.555
defender	bek	trust	0.555
coalesce	coalesce	trust	0.555
mediate	nyapih	trust	0.555
precedence	precedence	trust	0.555
congruence	congruence	trust	0.555
buddy	sobat	trust	0.555
reunion	reuni	trust	0.555
restorative	réstoratif	trust	0.555
destined	Linggarjati	trust	0.555
physicist	fisikawan	trust	0.555
influential	boga pangaruh	trust	0.555
exalt	exalt	trust	0.555
greatness	hal nu hebat pisan	trust	0.555
inclusion	citakan	trust	0.555
auditor	auditor publik	trust	0.555
meditate	tapa	trust	0.555
betrothed	betrothed	trust	0.555
proud	reueus	trust	0.547
provide	nyadiakeun	trust	0.547
conciliation	conciliation	trust	0.547
ancestral	ancestral	trust	0.547
liberty	kamerdikaan	trust	0.547
durable	awet	trust	0.547
impenetrable	impenetrable	trust	0.547
prudent	prudent	trust	0.547
invocation	namah	trust	0.547
engaging	ngalakonan	trust	0.547
statement	parnyataan	trust	0.547
rejoice	gumbira	trust	0.547
cheer	surak	trust	0.547
eyewitness	urang nu weruh sorangan ayana kajadian	trust	0.547
prevalent	kaprah	trust	0.547
securities	jaminan	trust	0.547
friendly	marahmay	trust	0.547
salvation	kasalametan	trust	0.547
independence	kamerdikaan	trust	0.547
govern	marentah	trust	0.547
forgive	ngahampurakeun	trust	0.547
commanding	commanding	trust	0.547
convent	convent	trust	0.547
reinforcement	hal nu bisa nguatkeun	trust	0.547
law	hukum	trust	0.547
registry	pendaptaran	trust	0.547
temperate	sedeng	trust	0.547
promises	NO TRANSLATION	trust	0.547
readiness	kesiapan	trust	0.547
heritage	warisan	trust	0.547
chronicle	catetan sajarah	trust	0.539
uncensured	NO TRANSLATION	trust	0.539
ensemble	ensemble	trust	0.539
institute	institut	trust	0.539
applause	keprok	trust	0.539
architecture	gawena undagi	trust	0.539
obvious	atra	trust	0.539
recovery	kacageureun	trust	0.539
inimitable	inimitable	trust	0.539
relevant	relevan	trust	0.539
responsive	daek ngadengekeun	trust	0.539
choices	NO TRANSLATION	trust	0.539
instructions	parentah	trust	0.539
define	mere batesan	trust	0.539
delightful	pikaresepeun pisan	trust	0.539
antidote	ubar keur nawarkeun racun	trust	0.539
admitting	admitting	trust	0.539
psalms	psalms	trust	0.539
stamina	kaayaan awak	trust	0.539
majority	rereana	trust	0.539
inoculation	inokulasi	trust	0.539
perfect	sampurna	trust	0.539
obedience	kapatuhan	trust	0.539
memorable	memorable	trust	0.539
chastity	chastity	trust	0.539
proctor	proctor	trust	0.539
watchman	NO TRANSLATION	trust	0.539
regularity	aya aturanana	trust	0.539
forefathers	forefathers	trust	0.539
immovable	immovable	trust	0.539
eager	hayang pisan	trust	0.539
aspiring	aspiring	trust	0.539
obliging	obliging	trust	0.539
reinforcements	bala	trust	0.539
tantamount	tantamount	trust	0.539
exalted	Maha Agung	trust	0.539
hospital	rumah sakit	trust	0.531
retirement	mangsa pangsiun	trust	0.531
strive	digawe tisusut tidungdung	trust	0.531
edification	edification	trust	0.531
candid	jujur	trust	0.531
deed	akte	trust	0.531
school	sakola	trust	0.531
cradle	ayunan	trust	0.531
transcript	transcript	trust	0.531
accompaniment	iringan	trust	0.531
doubtless	doubtless	trust	0.531
rescue	nyalametkeun	trust	0.531
seal	ngecap	trust	0.531
expedient	expedient	trust	0.531
ballot	kartu keur mere sora	trust	0.531
deliverance	deliverance	trust	0.531
heavens	langit	trust	0.531
fraternal	fraternal	trust	0.531
dependent	kagantung	trust	0.531
answerable	bisa kajawab	trust	0.531
center	pusat	trust	0.531
analyst	analis	trust	0.531
firstborn	firstborn	trust	0.531
bloom	mekar	trust	0.531
inseparable	leupas	trust	0.531
bride	panganten awewe	trust	0.531
evergreen	evergreen	trust	0.531
princely	princely	trust	0.531
immunization	imunisasi	trust	0.531
refuge	enggon panyumputan	trust	0.531
verily	verily	trust	0.531
omniscient	omniscient	trust	0.531
terms	istilah	trust	0.531
sponsor	seponsor	trust	0.531
approbation	approbation	trust	0.527
correctness	correctness	trust	0.523
elevation	luhurna	trust	0.523
neighbor	tatangga	trust	0.523
unbroken	unbroken	trust	0.523
countenance	countenance	trust	0.523
hug	nangkeup	trust	0.523
nobility	bangsawan	trust	0.523
paragon	paragon	trust	0.523
coronation	upacara ngistrenan raja	trust	0.523
celebration	ria-ria	trust	0.523
graduation	kalulusan	trust	0.523
commonwealth	Pasamakmuran	trust	0.523
dictionary	kamus	trust	0.523
powerful	kawasa	trust	0.523
notable	kasohor	trust	0.523
account	rekening	trust	0.523
winning	meunang	trust	0.523
honeymoon	peuting mimiti	trust	0.523
improvement	kamajuan	trust	0.523
ourselves	NO TRANSLATION	trust	0.523
chaplain	pendeta	trust	0.523
ratify	ngasahkeun	trust	0.523
connoisseur	connoisseur	trust	0.523
award	panghargaan	trust	0.523
taught	diajarkeun	trust	0.523
adoration	adoration	trust	0.523
salutary	salutary	trust	0.523
captivate	captivate	trust	0.523
liberate	ngabebaskeun	trust	0.523
unimpeached	unimpeached	trust	0.523
laureate	laureate	trust	0.523
benedictory	benedictory	trust	0.523
feeling	rarasaan	trust	0.518
freely	kalawan bébas	trust	0.516
compliment	NO TRANSLATION	trust	0.516
amen	amin	trust	0.516
reverie	reverie	trust	0.516
organization	organisasi	trust	0.516
framework	kerangka	trust	0.516
sentinel	sentinel	trust	0.516
advent	Advent	trust	0.516
inform	ngawehweruhkeun	trust	0.516
committee	panitia	trust	0.516
passwords	NO TRANSLATION	trust	0.516
minded	dipikiran	trust	0.516
obstetrician	obstetrician	trust	0.516
enchanted	dihapunten	trust	0.516
formative	formative	trust	0.516
tribunal	tribunal	trust	0.516
association	perkumpulan	trust	0.516
remedy	ubar	trust	0.516
credit	kiridit	trust	0.516
nobleman	nobleman	trust	0.516
predominant	utama	trust	0.516
measure	ngukur	trust	0.516
perpetuity	perpetuity	trust	0.516
fully	pinuh	trust	0.516
deserve	boga hak	trust	0.516
tender	empuk	trust	0.516
pray	dua	trust	0.516
confession	pangakuan	trust	0.516
management	manajemén	trust	0.516
volunteer	jelema nu ngagawe jeung sukarela	trust	0.509
instruct	ngalatih	trust	0.508
virgin	parawan	trust	0.508
constable	pulisi	trust	0.508
reward	balesan	trust	0.508
amour	NO TRANSLATION	trust	0.508
priest	pendeta	trust	0.508
policy	kawijakan	trust	0.508
confessional	Confessional	trust	0.508
savor	savor	trust	0.508
custodian	custodian	trust	0.508
vouch	ngajamin	trust	0.508
tolerance	kasabaran	trust	0.508
unsurpassed	unsurpassed	trust	0.508
venerable	venerable	trust	0.508
forgiving	forgiving	trust	0.508
intact	lengkep	trust	0.508
diversity	diversity	trust	0.508
accolade	accolade	trust	0.508
philosopher	filsuf	trust	0.508
lieutenant	letnan	trust	0.508
shepherd	tukang ngangon	trust	0.508
courtship	pacaran	trust	0.508
sovereign	daulat	trust	0.508
medical	medis	trust	0.508
housewife	ibu rumah tangga	trust	0.508
automatic	otomatis	trust	0.508
patronage	patronage	trust	0.508
enable	bisa jadi	trust	0.508
admissible	bisa ditarima	trust	0.508
beautification	beautification	trust	0.508
synchronize	nyingkronkeun	trust	0.500
info	info	trust	0.500
pontiff	pontiff	trust	0.500
retain	nahan	trust	0.500
warden	sipir	trust	0.500
majesty	paduka	trust	0.500
infallibility	infallibility	trust	0.500
guru	guru	trust	0.500
apologetic	nyuhunkeun hampura	trust	0.500
darling	Darling	trust	0.500
doctrine	doktrin	trust	0.500
related	patali	trust	0.500
treasure	banda	trust	0.500
infinity	jumlahna henteu aya artina	trust	0.500
romantic	layeut	trust	0.500
optimist	optimist	trust	0.500
timing	timing	trust	0.500
undying	undying	trust	0.500
personal	pribadi	trust	0.500
gateway	lawang saketeng	trust	0.500
instruction	parentah	trust	0.500
backer	backer	trust	0.500
watchful	waspada	trust	0.500
badge	lancana	trust	0.500
birth	kalahiran	trust	0.500
religions	NO TRANSLATION	trust	0.500
pious	alim	trust	0.500
indelible	indelible	trust	0.500
superman	kupling	trust	0.500
guard	ngajaga	trust	0.500
vindication	bukti nu nguatkeun	trust	0.500
nerds	NO TRANSLATION	trust	0.500
alive	hirup	trust	0.500
constitute	mangrupakeun	trust	0.492
jubilant	jubilant	trust	0.492
endow	endow	trust	0.492
improve	ngaronjatkeun	trust	0.492
contributor	pangdeudeul	trust	0.492
formality	nu nurut adat cahara	trust	0.492
salute	ajenan	trust	0.492
inevitable	dilawan	trust	0.492
proverbs	NO TRANSLATION	trust	0.492
umpire	umpire	trust	0.492
grow	tumuwuh	trust	0.492
fellow	sasama	trust	0.492
popularity	popularitas	trust	0.492
judgement	NO TRANSLATION	trust	0.492
spokesman	juru carios	trust	0.492
synonymous	sinonim	trust	0.492
hosannah	NO TRANSLATION	trust	0.492
church	gereja	trust	0.492
hardy	Hardy	trust	0.492
privy	privy	trust	0.492
psalm	Jabur	trust	0.492
efforts	NO TRANSLATION	trust	0.492
attraction	kakuatan keur narik ati	trust	0.492
grandchildren	incu	trust	0.492
elegance	kamewahan	trust	0.492
laudatory	laudatory	trust	0.492
sheriff	sheriff	trust	0.492
radiance	radiance	trust	0.492
harbor	palabuhan	trust	0.492
aspire	aspire	trust	0.492
musical	musik	trust	0.492
chairman	ketua	trust	0.492
moderator	priyogi	trust	0.492
laudation	laudation	trust	0.484
clean	beresih	trust	0.484
arbiter	arbiter	trust	0.484
crowning	crowning	trust	0.484
depth	jerona	trust	0.484
forecast	ramalan	trust	0.484
colonel	kolonel	trust	0.484
hire	nyewa	trust	0.484
found	kapanggih	trust	0.484
armor	baju wesi	trust	0.484
approbate	NO TRANSLATION	trust	0.484
favorite	karesep	trust	0.484
voucher	bon	trust	0.484
affection	kaasih	trust	0.484
path	jalan	trust	0.484
referee	wasit	trust	0.484
police	pulisi	trust	0.484
countryman	countryman	trust	0.484
romance	kabogohan	trust	0.484
diagnosis	carana nangtukeun rupa panyakitna	trust	0.484
concord	Concord	trust	0.484
enjoy	ngaraosan	trust	0.484
ranger	ranger	trust	0.484
confess	ngaku	trust	0.484
income	pangasilan	trust	0.484
assembly	papanggihan	trust	0.484
sweet	amis	trust	0.484
like	siga	trust	0.484
apologize	nyuhunkeun hampura	trust	0.477
sermon	hutbah	trust	0.477
pastor	pastor	trust	0.477
matter	masalah	trust	0.477
glory	kamulyaan	trust	0.477
lamb	domba	trust	0.477
lover	lover	trust	0.477
putative	putative	trust	0.477
expect	ngaharepkeun	trust	0.477
purely	murni	trust	0.477
follow	ngiringan	trust	0.477
parliament	dewan perwakilan rakyat	trust	0.477
counted	NO TRANSLATION	trust	0.477
nursery	pabinihan	trust	0.477
episcopal	episcopal	trust	0.477
veracity	veracity	trust	0.477
mathematical	matematik	trust	0.477
frank	terus terang	trust	0.477
policeman	pulisi lalaki	trust	0.477
word	kecap	trust	0.477
consul	konsul	trust	0.477
landmark	panunjuk	trust	0.477
calculator	kalkulator	trust	0.477
sterling	sterling	trust	0.477
signature	tekenan	trust	0.477
votive	votive	trust	0.477
preponderance	preponderance	trust	0.477
sacrifice	pangorbanan	trust	0.477
underwrite	underwrite	trust	0.469
bridesmaid	pangiring panganten	trust	0.469
commission	komisi	trust	0.469
passion	napsu	trust	0.469
prefer	leuwih seneng	trust	0.469
recruits	recruits	trust	0.469
cashier	kasir	trust	0.469
judicious	judicious	trust	0.469
immerse	neuleumkeun	trust	0.469
uncritical	uncritical	trust	0.469
effective	epektip	trust	0.469
dove	japati	trust	0.469
tutelage	tutelage	trust	0.469
associate	babaturan deukeut	trust	0.469
flagship	andalannya	trust	0.469
religion	agama	trust	0.469
gain	meunang	trust	0.469
instructor	palatih	trust	0.469
judgment	pamadegan	trust	0.469
title	gelar	trust	0.469
regal	regal	trust	0.469
author	nu ngarang	trust	0.469
top	puncak	trust	0.469
tribune	Tribun	trust	0.469
