word	Belarusian-be	emotion	emotion-intensity-score
bier	NO TRANSLATION	sadness	0.500
explode	выбухаць	sadness	0.500
dolor	NO TRANSLATION	sadness	0.500
derogation	прымяншэнне	sadness	0.491
rob	рабаваць	sadness	0.491
recession	спад	sadness	0.485
shriek	віск	sadness	0.485
hospital	бальніца	sadness	0.484
disturbance	парушэнне	sadness	0.484
insult	абразу	sadness	0.484
adversity	пошасці	sadness	0.484
beg	маліць	sadness	0.484
resign	сыходзіць у адстаўку	sadness	0.484
moan	стагнаць	sadness	0.484
arsenic	мыш'як	sadness	0.484
nasty	адваротны	sadness	0.484
inadequate	неадэкватны	sadness	0.484
sabotage	сабатаж	sadness	0.484
frailty	далікатнасць	sadness	0.484
broke	зламаў	sadness	0.484
coward	баязлівец	sadness	0.484
wrongful	супрацьпраўны	sadness	0.484
repress	рэпрэсаваць	sadness	0.484
evasion	ухіленне	sadness	0.484
wince	здрыгануцца	sadness	0.484
worn	зношаныя	sadness	0.484
offense	злачынства	sadness	0.484
reprisal	расправа	sadness	0.484
criticism	крытыка	sadness	0.484
weariness	стомленасць	sadness	0.484
infectious	інфекцыйны	sadness	0.483
dishonest	несумленны	sadness	0.482
decay	распад	sadness	0.482
dissolution	растварэнне	sadness	0.480
lowest	найнізкі	sadness	0.478
unhealthy	нездаровы	sadness	0.474
irritation	раздражненне	sadness	0.470
unfortunate	няшчасны	sadness	0.469
illegal	нелегальны	sadness	0.469
sedition	крамола	sadness	0.469
penal	крымінальны	sadness	0.469
uneasiness	абмежаванасць	sadness	0.469
measles	адзёр	sadness	0.469
ail	Айыл	sadness	0.469
unfavorable	неспрыяльны	sadness	0.469
dashed	пункцірнай	sadness	0.469
fallout	выпадаць	sadness	0.469
collusion	таемная змова	sadness	0.469
vulnerability	ўразлівасць	sadness	0.469
leftout	NO TRANSLATION	sadness	0.469
recidivism	рэцыдыў	sadness	0.469
penalty	штраф	sadness	0.469
criticize	крытыкаваць	sadness	0.469
segregate	дзяліцца:	sadness	0.469
uncaring	няўважлівы	sadness	0.469
domination	дамінаванне	sadness	0.469
perversion	вычварэнства	sadness	0.469
pernicious	згубны	sadness	0.469
convict	катаржнік	sadness	0.469
expulsion	высылка	sadness	0.469
conflict	канфлікт	sadness	0.469
disapproval	незадавальненне	sadness	0.469
collapse	калапс	sadness	0.469
frustrate	зрываць	sadness	0.469
moody	пануры	sadness	0.469
frayed	зношаны	sadness	0.467
infamy	мярзоту	sadness	0.464
plunder	рабунак	sadness	0.461
depreciated	амартызаваць	sadness	0.460
wane	меншаць	sadness	0.456
badly	дрэнна	sadness	0.455
unlawful	незаконнае	sadness	0.455
bittersweet	гаркавата-салодкі	sadness	0.453
fell	ўпаў	sadness	0.453
vulgarity	вульгарнасць	sadness	0.453
upheaval	пераварот	sadness	0.453
criticise	крытыкаваць	sadness	0.453
foreclose	прадвызначаць	sadness	0.453
revolver	наган	sadness	0.453
wrongly	зменліва	sadness	0.453
surrender	здача	sadness	0.453
disapprove	не ўхваляць	sadness	0.453
tribulation	няшчасце	sadness	0.453
despotism	дэспатызм	sadness	0.453
wreck	скрыпун	sadness	0.453
memorials	ўспаміны	sadness	0.453
gone	прайшло	sadness	0.453
confiscate	канфіскаваць	sadness	0.453
inhospitable	не дужа гасцінны	sadness	0.453
refugee	бежанец	sadness	0.453
secluded	адасоблены	sadness	0.453
frown	нахмурыцца	sadness	0.453
worse	горш	sadness	0.453
inability	няздольнасць	sadness	0.453
avalanche	лавіна	sadness	0.453
perplexity	разгубленасць	sadness	0.453
doldrums	дурны настрой	sadness	0.453
scarcity	дэфіцыт	sadness	0.453
discriminate	дыскрымінаваць	sadness	0.453
invade	ўрывацца	sadness	0.453
lowly	непатрабавальны	sadness	0.448
lone	самотны	sadness	0.446
guillotine	гільяціна	sadness	0.446
encumbrance	абцяжаранне	sadness	0.441
annulment	скасаванне	sadness	0.440
badday	NO TRANSLATION	sadness	0.439
confinement	пазбаўленне волі	sadness	0.439
bummer	гультай	sadness	0.439
delirious	бредовый	sadness	0.439
bum	задніца	sadness	0.438
rejects	адхіляе	sadness	0.438
futile	бескарысны	sadness	0.438
departure	выезд	sadness	0.438
disconnected	адлучаны	sadness	0.438
lunacy	непрытомнасць	sadness	0.438
coercion	прымус	sadness	0.438
fugitive	уцякач	sadness	0.438
disapproved	адхіленыя	sadness	0.438
paucity	малалікасць	sadness	0.438
blues	блюз	sadness	0.438
ghetto	гета	sadness	0.438
cancellation	адмена	sadness	0.438
imprudent	неасцярожны	sadness	0.438
forbid	забараніць	sadness	0.438
sympathize	спачуваць	sadness	0.438
problem	праблема	sadness	0.438
abscess	абсцэс	sadness	0.438
insolvency	неплацежаздольнасць	sadness	0.438
indigent	немаёмным	sadness	0.438
apathetic	апатычным	sadness	0.438
pensive	задуменны	sadness	0.438
lethargy	млявасць	sadness	0.438
disagreement	рознагалоссе	sadness	0.438
stigma	стыгма	sadness	0.438
detainee	затрыманы	sadness	0.438
farewell	развітальны	sadness	0.438
insignificant	нязначны	sadness	0.438
diminish	паменшыць	sadness	0.438
dislocated	дыслакаваных	sadness	0.438
emotional	эмацыйны	sadness	0.438
unattainable	недасяжны	sadness	0.438
animosity	злосць	sadness	0.438
deflate	выпампоўваць	sadness	0.438
appendicitis	апендыцыт	sadness	0.438
restriction	абмежаванне	sadness	0.438
underpaid	нізкааплатных	sadness	0.438
disapproving	неўхваляльны	sadness	0.438
absent	адсутны	sadness	0.438
darkened	прыцемненыя	sadness	0.438
disqualified	дыскваліфікаваны	sadness	0.435
bothering	турбуючы	sadness	0.435
tripping	адключэнне	sadness	0.429
sunk	пагружаны	sadness	0.426
retribution	аддзяку	sadness	0.424
draining	асушванне	sadness	0.424
varicella	ветраная воспа	sadness	0.424
lastday	NO TRANSLATION	sadness	0.424
haunted	часта наведвальны	sadness	0.422
dispassionate	абыякавы	sadness	0.422
deviation	адхіленне	sadness	0.422
thief	злодзей	sadness	0.422
cyst	кіста	sadness	0.422
beggar	жабрак	sadness	0.422
falling	падзенне	sadness	0.422
neuralgia	неўралгія	sadness	0.422
unequal	няроўны	sadness	0.422
jarring	дысананс	sadness	0.422
bad	дрэнны	sadness	0.422
rip	пачывай з мірам	sadness	0.422
handicap	Гандыкапы	sadness	0.422
cardiomyopathy	кардыяміяпатыя	sadness	0.422
cutting	рэзка	sadness	0.422
unwelcome	нежаданы	sadness	0.422
scarce	дэфіцытны	sadness	0.422
wrongdoing	правіну	sadness	0.422
insolvent	неплацежаздольнасці	sadness	0.422
difficulties	цяжкасці	sadness	0.421
invader	захопнік	sadness	0.420
drab	аднастайны	sadness	0.420
fall	падзенне	sadness	0.418
illegitimate	незаконнанароджаны	sadness	0.416
expel	высылаць	sadness	0.414
meaningless	бессэнсоўны	sadness	0.409
darkness	цемра	sadness	0.409
syncope	прытомнасць	sadness	0.407
stroke	ход	sadness	0.406
hoax	падман	sadness	0.406
darken	цямнець	sadness	0.406
precarious	ненадзейны	sadness	0.406
subjected	падвяргаецца	sadness	0.406
feudalism	феадалізм	sadness	0.406
fury	апантанасць	sadness	0.406
bitch	сука	sadness	0.406
enmity	варожасць	sadness	0.406
wildfire	лясны пажар	sadness	0.406
obnoxious	адваротны	sadness	0.406
confine	абмяжоўваць	sadness	0.406
fatigued	стомлены	sadness	0.406
fault	прыдзірацца	sadness	0.406
unsatisfied	нездаволены	sadness	0.405
spank	плясканне	sadness	0.403
deluge	патоп	sadness	0.402
sigh	ўздыхаць	sadness	0.402
spinster	незамужняя жанчына	sadness	0.400
blue	сіні	sadness	0.400
needalife	NO TRANSLATION	sadness	0.398
owing	абавязаны	sadness	0.398
embarrass	бянтэжыць	sadness	0.394
pitfall	пастка	sadness	0.394
pointless	бессэнсоўны	sadness	0.394
seriousness	сур'ёзнасць	sadness	0.394
monsoon	Мусон	sadness	0.391
debt	доўг	sadness	0.391
exhausted	змучаны	sadness	0.391
stretcher	насілкі	sadness	0.391
condescension	паблажлівасць	sadness	0.391
dwarfed	карлікавы	sadness	0.391
inefficient	неэфектыўны	sadness	0.391
ravenous	драпежны	sadness	0.391
rue	рута	sadness	0.391
banshee	сірэна паветранай трывогі	sadness	0.391
daemon	дэман	sadness	0.391
feeble	слабы	sadness	0.391
coldness	халоднасць	sadness	0.391
ifonly	ifonly	sadness	0.391
insulting	абразлівы	sadness	0.391
trickery	падман	sadness	0.391
noose	аркан	sadness	0.391
punch	перфаратар	sadness	0.391
reproach	папракаць	sadness	0.391
ineptitude	няўмельства	sadness	0.391
refused	адмовіўся	sadness	0.391
cage	клетка	sadness	0.391
brute	скаціна	sadness	0.391
subvert	звяргаць	sadness	0.384
jealousy	рэўнасць	sadness	0.382
geriatric	герыятрычны	sadness	0.379
miss	міс	sadness	0.379
struggle	барацьба	sadness	0.379
inexcusable	недаравальны	sadness	0.379
descent	спуск	sadness	0.377
entangled	заблытаны	sadness	0.377
ashes	попел	sadness	0.377
exhaustion	знясіленне	sadness	0.375
blackness	чарната	sadness	0.375
funk	спалох	sadness	0.375
disqualify	дыскваліфікаваць	sadness	0.375
slump	рэзкае падзенне	sadness	0.375
inconsiderate	няўважлівы	sadness	0.375
noncompliance	няўзгодненасць	sadness	0.375
goodbye	да пабачэння	sadness	0.375
sucks	адстой	sadness	0.375
landslide	апоўзень	sadness	0.375
overcast	хмарны	sadness	0.375
rabid	шалёны	sadness	0.375
inferior	найнізкі	sadness	0.375
murky	цёмны	sadness	0.375
prostitution	прастытуцыя	sadness	0.375
scar	рубец	sadness	0.375
dispel	рассеяць	sadness	0.375
parting	растанне	sadness	0.375
wasting	марнаваць	sadness	0.375
withdraw	адклікаць	sadness	0.375
oust	выцясняць	sadness	0.375
sympathy	сімпатыя	sadness	0.375
delay	затрымка	sadness	0.373
unattractive	непрывабны	sadness	0.373
apologize	прасіць прабачэння	sadness	0.370
crazy	вар'ят	sadness	0.368
bastard	вырадак	sadness	0.366
deteriorated	пагоршыўся	sadness	0.365
inter	паміж	sadness	0.364
empty	пусты	sadness	0.364
mocking	абсмейванне	sadness	0.363
adder	суматар	sadness	0.361
hindering	замінаючы	sadness	0.359
flounder	камбала	sadness	0.359
hunter	паляўнічы	sadness	0.359
unable	няздатны	sadness	0.359
fruitless	бясплодны	sadness	0.359
arraignment	прад'яўленне абвінавачвання	sadness	0.359
tremor	тремор	sadness	0.359
taunt	шпілька	sadness	0.359
fainting	прытомнасць	sadness	0.359
plaintive	жаласны	sadness	0.359
defendant	адказчык	sadness	0.359
disconnect	адключаць	sadness	0.359
servile	халопскі	sadness	0.359
unsuccessful	няўдалы	sadness	0.359
unemployed	беспрацоўны	sadness	0.359
austere	аскетычны	sadness	0.359
lockup	тупік	sadness	0.359
numbness	неадчувальнасць	sadness	0.359
wrangling	спрачацца	sadness	0.359
misunderstanding	непаразуменне	sadness	0.359
obesity	атлусценне	sadness	0.359
idiocy	ідыятызм	sadness	0.359
consecration	асвячэнне	sadness	0.359
perpetrator	парушальнік	sadness	0.359
doubt	сумнеў	sadness	0.359
affront	абразу	sadness	0.359
unpopular	непапулярны	sadness	0.359
inefficiency	неэфектыўнасць	sadness	0.359
corse	NO TRANSLATION	sadness	0.359
fuss	мітусіцца	sadness	0.359
unrest	беспарадкі	sadness	0.351
intervention	ўмяшанне	sadness	0.348
wimpy	маладушны	sadness	0.348
waste	адходы	sadness	0.348
absentee	адсутны	sadness	0.348
spoiler	спойлер	sadness	0.348
flaw	загана	sadness	0.347
blindly	слепа	sadness	0.344
thrash	малаціць	sadness	0.344
furrow	разора	sadness	0.344
militia	міліцыя	sadness	0.344
litigate	судзіцца	sadness	0.344
stained	запэцканы	sadness	0.344
uninspired	невдохновленный	sadness	0.344
uninvited	няпрошаны	sadness	0.344
detention	затрыманне	sadness	0.344
surgery	хірургія	sadness	0.344
lawsuit	судовы працэс	sadness	0.344
specter	прывід	sadness	0.344
desert	пустыня	sadness	0.344
attenuation	згасанне	sadness	0.344
forfeit	страчваць	sadness	0.344
plea	маленне	sadness	0.344
cumbersome	грувасткі	sadness	0.344
resigned	падаў у адстаўку	sadness	0.344
lagging	адсталы	sadness	0.344
intercede	Пасрэднічаю	sadness	0.344
myopia	блізарукасць	sadness	0.339
unaccountable	невытлумачальны	sadness	0.339
mishap	няшчасце	sadness	0.338
probation	выпрабавальны тэрмін	sadness	0.336
disagreeing	нязгоды	sadness	0.333
severance	разрыў	sadness	0.333
bacteria	бактэрыі	sadness	0.328
adrift	дрэйфаваць	sadness	0.328
squall	лямантаваць	sadness	0.328
nether	ніжні	sadness	0.328
leave	адпачынак	sadness	0.328
incompetent	некампетэнтны	sadness	0.328
endless	бясконцы	sadness	0.328
unacceptable	непрымальны	sadness	0.328
bondage	залежнасць	sadness	0.328
dependence	залежнасць	sadness	0.328
sterile	стэрыльны	sadness	0.328
unacknowledged	непрызнаны	sadness	0.328
disallowed	забаронена	sadness	0.328
nepotism	сямейнасць	sadness	0.328
soreness	хваравітасць	sadness	0.328
scold	лаяць	sadness	0.327
flaccid	млявы	sadness	0.324
hobo	валацуга	sadness	0.323
fragile	крохкае	sadness	0.319
stingy	скупы	sadness	0.319
sue	ўзбуджаць справу	sadness	0.318
scarcely	ледзь	sadness	0.318
mistake	памылка	sadness	0.312
committal	ўчыненне	sadness	0.312
fatty	тоўсты	sadness	0.312
wan	NO TRANSLATION	sadness	0.312
thresh	малаціць	sadness	0.312
skid	намець	sadness	0.312
hamstring	калечыць	sadness	0.312
nonsensical	бессэнсоўны	sadness	0.312
ulcer	язва	sadness	0.312
defy	ігнараваць	sadness	0.312
nostalgia	настальгія	sadness	0.312
inhibit	перашкаджаць	sadness	0.312
clouded	дымчаты	sadness	0.312
evanescence	эфемернасць	sadness	0.312
conceal	хаваць	sadness	0.311
blemish	загана	sadness	0.310
resisting	супрацівяцца	sadness	0.309
sympathetic	чульлівы	sadness	0.307
bugaboo	пудзіла	sadness	0.304
confess	спавядацца	sadness	0.303
opium	опіум	sadness	0.303
alas	нажаль	sadness	0.302
setback	рэгрэс	sadness	0.297
halting	запінаўся	sadness	0.297
incase	у выпадку	sadness	0.297
inappropriate	неадпаведныя	sadness	0.297
toocold	NO TRANSLATION	sadness	0.297
migraine	мігрэнь	sadness	0.297
incompatible	несумяшчальны	sadness	0.297
dull	цьмяны	sadness	0.297
discontinuity	разрыў	sadness	0.297
wrinkled	зморшчаны	sadness	0.297
suppress	душыць	sadness	0.297
weak	слабы	sadness	0.297
mislead	ўводзіць у зман	sadness	0.297
subsidence	ссяданне	sadness	0.297
hermit	пустэльнік	sadness	0.296
moving	перасоўванне	sadness	0.295
shrink	сціскацца	sadness	0.295
shiver	дрыжаць	sadness	0.291
tramp	валацуга	sadness	0.288
constraint	абмежаванне	sadness	0.288
unimportant	няважны	sadness	0.288
rubble	друз	sadness	0.282
excluding	выключаў	sadness	0.281
revoke	адклікаць	sadness	0.281
negro	негр	sadness	0.281
shortage	недахоп	sadness	0.281
wearily	стомлена	sadness	0.281
grey	шэры	sadness	0.281
senseless	бессэнсоўны	sadness	0.281
overdue	пратэрмінаваны	sadness	0.281
flinch	здрыгануцца	sadness	0.281
adverse	неспрыяльны	sadness	0.281
remove	выдаленне	sadness	0.281
grumpy	раздражняльны	sadness	0.281
flop	правал	sadness	0.281
scrapie	змацаваць	sadness	0.281
confession	прызнанне	sadness	0.281
timid	нясмелы	sadness	0.281
down	ўніз	sadness	0.281
unseat	пазбаўляць месцы	sadness	0.281
apathy	апатыя	sadness	0.281
taint	зараза	sadness	0.281
black	чорны	sadness	0.281
knell	прадвесціць	sadness	0.275
jurisprudence	юрыспрудэнцыя	sadness	0.273
humbled	паніжаны	sadness	0.273
confusion	блытаніна	sadness	0.273
soldier	салдат	sadness	0.273
throb	пульсацыя	sadness	0.273
gray	шэры	sadness	0.269
obstacle	перашкода	sadness	0.266
lax	друзлы	sadness	0.266
eternity	вечнасць	sadness	0.266
leaving	сыход	sadness	0.266
unrealistic	нерэальны	sadness	0.266
mixedemotions	mixedemotions	sadness	0.266
slur	марашка	sadness	0.266
drifted	дрэйфавалі	sadness	0.266
remiss	недаравальна	sadness	0.266
shack	халупа	sadness	0.266
inconvenient	нязручны	sadness	0.263
restrict	абмяжоўваць	sadness	0.259
misrepresentation	ўвядзенне ў зман	sadness	0.259
stagnant	застойны	sadness	0.259
disservice	шкоду	sadness	0.258
backwater	затока	sadness	0.255
nosun	NO TRANSLATION	sadness	0.255
wilderness	пустыня	sadness	0.255
wasteful	марнатраўны	sadness	0.250
labored	абцяжаранае	sadness	0.250
uneducated	неадукаваны	sadness	0.250
incomplete	няпоўны	sadness	0.250
older	старэйшы	sadness	0.250
speculation	спекуляцыя	sadness	0.250
undying	несмяротны	sadness	0.250
pine	хвоя	sadness	0.250
tempest	бура	sadness	0.250
humbug	надзімаць	sadness	0.250
bang	бах	sadness	0.250
gullible	легкаверны	sadness	0.250
unexplained	невытлумачальны	sadness	0.250
communism	камунізм	sadness	0.250
error	памылка	sadness	0.250
anchorage	анкероўкі	sadness	0.250
rainyday	rainyday	sadness	0.242
demonstrative	дэманстратыўны	sadness	0.242
melodrama	меладрама	sadness	0.242
necessity	неабходнасць	sadness	0.236
boredom	скука	sadness	0.235
misty	туманны	sadness	0.234
warp	дэфармавацца	sadness	0.234
trash	смецце	sadness	0.234
burke	замяць	sadness	0.234
hollow	полы	sadness	0.234
void	несапраўдным	sadness	0.234
healing	вылячэнне	sadness	0.234
cloudy	хмарны	sadness	0.234
blockade	блакада	sadness	0.234
depart	адыходзіць	sadness	0.234
uninteresting	нецікавы	sadness	0.234
cancel	адмяніць	sadness	0.234
sentence	прапанова	sadness	0.234
foggy	туманны	sadness	0.234
pale	бледны	sadness	0.234
case	выпадак	sadness	0.228
rainy	дажджлівы	sadness	0.227
onerous	цяжкі	sadness	0.223
bottom	дно	sadness	0.223
uninterested	аб'ектыўны	sadness	0.223
fasting	галаданне	sadness	0.220
indifference	абыякавасць	sadness	0.219
boooo	NO TRANSLATION	sadness	0.219
coping	спраўляючыся	sadness	0.219
discolored	обесцвеченных	sadness	0.219
blunder	пралік	sadness	0.219
thirst	смага	sadness	0.219
dole	дапамога па беспрацоўі	sadness	0.219
pious	набожны	sadness	0.219
cocaine	какаін	sadness	0.218
tough	жорсткі	sadness	0.212
lower	ніжэй	sadness	0.203
sprain	расцяжэнне звязак	sadness	0.203
arid	засушлівы	sadness	0.203
fat	тлушч	sadness	0.203
revolution	рэвалюцыя	sadness	0.203
chilly	зябка	sadness	0.203
chargeable	аплата	sadness	0.203
sluggish	марудлівы	sadness	0.203
yucky	адваротны	sadness	0.203
hoary	шаноўны	sadness	0.203
wanting	жадаючы	sadness	0.202
progression	прагрэсія	sadness	0.201
closure	закрыццё	sadness	0.195
unbeaten	непераўзыдзены	sadness	0.193
veal	цяляціна	sadness	0.188
retirement	выбыццё	sadness	0.188
oddity	дзівацтва	sadness	0.188
heartfelt	прачула	sadness	0.188
meh	Мех	sadness	0.188
invalid	несапраўдны	sadness	0.188
tease	дражніць	sadness	0.188
splitting	расшчапленне	sadness	0.188
interrupted	перарваны	sadness	0.188
rumor	слых	sadness	0.188
cataract	катаракта	sadness	0.188
rack	стэлаж	sadness	0.188
halter	недоуздок	sadness	0.188
cold	прастуда	sadness	0.188
concerned	занепакоены	sadness	0.184
sarcasm	сарказм	sadness	0.181
strip	паласа	sadness	0.179
esteem	павага	sadness	0.172
feeling	пачуццё	sadness	0.172
overload	перагрузка	sadness	0.172
divided	падзелены	sadness	0.172
memories	памяці	sadness	0.172
sap	жывіца	sadness	0.172
eschew	цурацца	sadness	0.172
cupping	прымяненне бляшанак	sadness	0.172
destination	прызначэння	sadness	0.170
nosnow	nosnow	sadness	0.169
limited	абмежаваны	sadness	0.167
rain	дождж	sadness	0.163
willful	наўмысны	sadness	0.160
untitled	без назвы	sadness	0.157
weeds	пустазелле	sadness	0.156
stint	скупіцца	sadness	0.156
cross	перасякацца	sadness	0.156
pare	NO TRANSLATION	sadness	0.155
snort	пырханне	sadness	0.154
inconsequential	неістотны	sadness	0.152
procession	шэсце	sadness	0.152
tax	падатак	sadness	0.142
lesbian	лесбіянка	sadness	0.141
emo	эма	sadness	0.141
overpriced	завышана	sadness	0.141
tolerate	цярпець	sadness	0.141
mug	гуртка	sadness	0.141
weight	вага	sadness	0.141
touchy	крыўдлівы	sadness	0.140
kennel	будка	sadness	0.130
grounded	заземлены	sadness	0.130
late	позна	sadness	0.125
theocratic	тэакратычнай	sadness	0.125
clouds	аблокі	sadness	0.125
terrific	надзвычайны	sadness	0.125
commemorate	памяць	sadness	0.125
meek	лагодны	sadness	0.125
stillness	нерухомасць	sadness	0.125
sisterhood	сястрынскага абшчына	sadness	0.125
socialist	сацыяліст	sadness	0.125
unpaid	неаплачаны	sadness	0.125
margin	запас	sadness	0.125
default	дэфолт	sadness	0.121
lace	шнурок	sadness	0.118
unpublished	неапублікаваны	sadness	0.116
interested	зацікаўлены	sadness	0.114
fortress	крэпасць	sadness	0.110
fleece	руно	sadness	0.109
rating	рэйтынг	sadness	0.109
lush	пышны	sadness	0.109
harry	руйнаваць	sadness	0.109
priesthood	сьвятарства	sadness	0.109
orchestra	аркестр	sadness	0.109
ultimate	канчатковы	sadness	0.109
sanctify	асвячаць	sadness	0.108
income	даход	sadness	0.100
sonnet	санет	sadness	0.094
winning	выйгрыш	sadness	0.094
quiet	ціхі	sadness	0.094
boo	асвістваць	sadness	0.094
vainly	дарэмна	sadness	0.091
wet	вільготны	sadness	0.078
hug	абдымкі	sadness	0.078
hut	хаціна	sadness	0.078
ovation	авацыя	sadness	0.078
humble	сьціплы	sadness	0.078
motivating	матывіровачную	sadness	0.078
opera	опера	sadness	0.078
treat	лячыць	sadness	0.076
hymn	гімн	sadness	0.064
honest	сумленны	sadness	0.062
relics	рэліквіі	sadness	0.061
couch	кушэтка	sadness	0.060
waffle	вафельны	sadness	0.047
shell	абалонка	sadness	0.045
musical	музычны	sadness	0.045
savor	смакаваць	sadness	0.034
vote	галасаванне	sadness	0.031
napkin	салфетка	sadness	0.031
sing	спяваць	sadness	0.017
music	музыка	sadness	0.016
mother	маці	sadness	0.016
nutritious	пажыўны	sadness	0.015
lovely	выдатны	sadness	0.009
art	мастацтва	sadness	0.000
romance	раманс	sadness	0.000
liquor	шчолак	sadness	0.000
sweetheart	ўмілаваная	sadness	0.000
surprise	сюрпрыз	surprise	0.930
flabbergast	ашаламляльны	surprise	0.906
explode	выбухаць	surprise	0.906
explosion	выбух	surprise	0.898
explosive	выбуховае рэчыва	surprise	0.883
ambush	засада	surprise	0.883
eruption	вывяржэнне	surprise	0.883
frighten	Палохаюць	surprise	0.875
startle	спалохаць	surprise	0.875
surprisingly	дзіўна	surprise	0.875
shockingly	ўзрушаюча	surprise	0.875
surprising	дзіўны	surprise	0.867
frightened	спалоханы	surprise	0.867
surprised	здзіўлены	surprise	0.867
thrilling	захапляльны	surprise	0.859
miracle	цуд	surprise	0.859
outburst	выбух	surprise	0.859
blast	выбух	surprise	0.852
alarm	сігнал трывогі	surprise	0.852
astonishingly	NO TRANSLATION	surprise	0.852
jolt	трэсці	surprise	0.844
thunderstruck	аглушаны	surprise	0.844
shock	шок	surprise	0.844
fright	спалох	surprise	0.836
bang	бах	surprise	0.836
unexpectedly	нечакана	surprise	0.836
catastrophe	катастрофа	surprise	0.836
dazzle	асляпленне	surprise	0.836
emergency	неспадзяваны	surprise	0.828
bewilderment	здзіўленне	surprise	0.828
suddenly	раптам	surprise	0.828
startling	дзіўны	surprise	0.828
astound	дзівіць	surprise	0.820
stunned	агаломшаны	surprise	0.820
jackpot	куш	surprise	0.812
earthquake	землятрус	surprise	0.812
disaster	бедства	surprise	0.812
astonish	дзівіць	surprise	0.805
astonishment	здзіўленне	surprise	0.805
climax	кульмінацыя	surprise	0.805
aghast	ашаломлены	surprise	0.805
scare	папалохаць	surprise	0.797
awestruck	ахоплены глыбокай павагай	surprise	0.797
bomb	бомба	surprise	0.789
erupt	прарэзвалі	surprise	0.789
exclaim	усклікаць	surprise	0.789
amazement	здзіўленне	surprise	0.781
detonate	дэтанаваць	surprise	0.773
alarming	трывожны	surprise	0.773
miraculous	цудатворны	surprise	0.773
invade	ўрывацца	surprise	0.773
raid	набег	surprise	0.773
abduction	адвядзенне	surprise	0.773
kidnap	выкрадаць	surprise	0.766
stupefy	ашаламляльны	surprise	0.758
overwhelming	пераважны	surprise	0.758
dumfound	dumfound	surprise	0.758
unpredictable	непрадказальны	surprise	0.758
unimaginable	няўяўны	surprise	0.750
erratic	няўстойлівы	surprise	0.750
accident	аварыя	surprise	0.750
outrageous	абуральны	surprise	0.750
flinch	здрыгануцца	surprise	0.742
blitz	бліцкрыг	surprise	0.742
petrify	камянелі	surprise	0.742
slaughter	забой жывёлы	surprise	0.742
horror	жах	surprise	0.742
amaze	паражаць	surprise	0.742
bewilder	бянтэжыць	surprise	0.742
wreck	скрыпун	surprise	0.742
stupefaction	ступар	surprise	0.734
excitement	хваляванне	surprise	0.734
frenetic	апантаны	surprise	0.734
frantic	апантаны	surprise	0.734
crash	аварыя	surprise	0.734
sudden	раптоўна	surprise	0.727
riotous	буяны	surprise	0.727
vanished	знік	surprise	0.727
moonstruck	памяшаны	surprise	0.727
outcry	выкрык	surprise	0.727
bewildered	збянтэжаны	surprise	0.719
awe	NO TRANSLATION	surprise	0.719
sabotage	сабатаж	surprise	0.719
shriek	віск	surprise	0.719
breathless	задыханы	surprise	0.719
scream	гарлапаніць	surprise	0.719
manslaughter	ненаўмысным забойстве	surprise	0.719
rupture	разрыў	surprise	0.719
unanticipated	неспадзяваны	surprise	0.719
amazedness	amazedness	surprise	0.719
uncontrollable	некантралюемы	surprise	0.711
unexpected	нечаканы	surprise	0.711
electrify	электрыфікаваныя	surprise	0.711
stun	аглушае	surprise	0.711
shot	стрэл	surprise	0.711
avalanche	лавіна	surprise	0.711
gasp	удушша	surprise	0.711
unforeseen	неспадзяваны	surprise	0.703
slam	пляскаць	surprise	0.703
surge	хваля	surprise	0.703
intruder	парушальнік	surprise	0.703
abrupt	круты	surprise	0.703
suspense	невядомасць	surprise	0.703
devastation	спусташэнне	surprise	0.703
dumfounder	NO TRANSLATION	surprise	0.695
volatility	лятучасць	surprise	0.695
excite	ўзбуджаць	surprise	0.695
unprecedented	беспрэцэдэнтны	surprise	0.695
stab	удар нажом	surprise	0.695
urgent	тэрміновы	surprise	0.695
yell	лямантаваць	surprise	0.695
strike	забастоўка	surprise	0.695
disturbance	парушэнне	surprise	0.688
carnage	разня	surprise	0.688
spectacular	эфектны	surprise	0.688
incredible	неймаверны	surprise	0.688
recklessness	неразважлівасць	surprise	0.680
slap	аплявуха	surprise	0.680
monstrous	жахлівы	surprise	0.680
clamor	нараканьні	surprise	0.680
thrill	ўзбуджэнне	surprise	0.680
accidentally	выпадкова	surprise	0.672
accidental	выпадковы	surprise	0.672
striking	дзіўны	surprise	0.672
captivate	захапляць	surprise	0.672
exhilaration	весялосць	surprise	0.672
terrorist	тэрарыст	surprise	0.672
inexplicable	невытлумачальны	surprise	0.672
exciting	ўзбуджальны	surprise	0.672
topple	скідаць	surprise	0.664
dire	NO TRANSLATION	surprise	0.664
volcano	вулкан	surprise	0.664
revolution	рэвалюцыя	surprise	0.664
freakish	капрызны	surprise	0.664
incendiary	запальны	surprise	0.656
revolt	паўстанне	surprise	0.656
sneak	Ябеда	surprise	0.656
unspeakable	невымоўны	surprise	0.656
bloodshed	кровапраліцце	surprise	0.656
cyclone	цыклон	surprise	0.648
violent	гвалтоўны	surprise	0.648
disruption	парушэнне	surprise	0.648
spellbound	зачараваны	surprise	0.648
unsuspecting	не падазрае	surprise	0.648
mutiny	бунт	surprise	0.648
attacking	нападаючы	surprise	0.648
