word	Xhosa-xh	emotion	emotion-intensity-score
flounder	iintlazi ezisibaca	sadness	0.359
hunter	ngumzingeli	sadness	0.359
unable	akakwazi	sadness	0.359
fruitless	ziqhamo	sadness	0.359
arraignment	ukulungiswa	sadness	0.359
tremor	ukuthuthumela	sadness	0.359
taunt	ngcikivo	sadness	0.359
fainting	ukuphelelwa amandla	sadness	0.359
plaintive	ulwaphulo	sadness	0.359
defendant	ummangalelwa	sadness	0.359
disconnect	nqakraza	sadness	0.359
servile	servile	sadness	0.359
unsuccessful	ayiphumelelanga	sadness	0.359
unemployed	bengasebenzi	sadness	0.359
austere	austere	sadness	0.359
lockup	tshixela	sadness	0.359
numbness	bhinqa	sadness	0.359
wrangling	ukudibana	sadness	0.359
misunderstanding	ukungaqondi	sadness	0.359
obesity	ukunyanya	sadness	0.359
idiocy	idiocy	sadness	0.359
consecration	ku ngcwalisa	sadness	0.359
perpetrator	umenzi wobubi	sadness	0.359
doubt	tha ndabuza	sadness	0.359
affront	ukuxhatshazwa	sadness	0.359
unpopular	nga thandwanga	sadness	0.359
inefficiency	ukungasebenzi	sadness	0.359
corse	NO TRANSLATION	sadness	0.359
fuss	ngxabano	sadness	0.359
unrest	ngxakini	sadness	0.351
intervention	ngoncedo	sadness	0.348
wimpy	wimpy	sadness	0.348
waste	inkunkuma	sadness	0.348
absentee	engekhoyo	sadness	0.348
spoiler	umphangi	sadness	0.348
flaw	iphoso	sadness	0.347
blindly	ngempumputhe	sadness	0.344
thrash	thrash	sadness	0.344
furrow	umsele	sadness	0.344
militia	maqela	sadness	0.344
litigate	ku phikisa	sadness	0.344
stained	zicocekile	sadness	0.344
uninspired	nga fumani	sadness	0.344
uninvited	engavunywanga	sadness	0.344
detention	valelwe	sadness	0.344
surgery	utyando	sadness	0.344
lawsuit	ityala	sadness	0.344
specter	cacisa	sadness	0.344
desert	entlango	sadness	0.344
attenuation	ukulinda	sadness	0.344
forfeit	lahleka	sadness	0.344
plea	sicelo	sadness	0.344
cumbersome	nzima	sadness	0.344
resigned	rhoxisa	sadness	0.344
lagging	ukuyeka	sadness	0.344
intercede	ku thintela	sadness	0.344
myopia	myopia	sadness	0.339
unaccountable	ezingenakubalwa	sadness	0.339
mishap	ukuxhamla	sadness	0.338
probation	uvavanyo	sadness	0.336
disagreeing	vu melani	sadness	0.333
severance	ukuhlukana	sadness	0.333
bacteria	ibhaktheriya	sadness	0.328
adrift	i-adrift	sadness	0.328
squall	i-squall	sadness	0.328
nether	ngaphaya	sadness	0.328
leave	kuhamba	sadness	0.328
incompetent	zi ngakwazi	sadness	0.328
endless	elingapheliyo	sadness	0.328
unacceptable	ayamkelekanga	sadness	0.328
bondage	khoboka	sadness	0.328
dependence	kuxhomekeka	sadness	0.328
sterile	oyinyumba	sadness	0.328
unacknowledged	nga fumani	sadness	0.328
disallowed	nga vunywanga	sadness	0.328
nepotism	ukungabikho	sadness	0.328
soreness	buhlungu	sadness	0.328
scold	kha thazela	sadness	0.327
flaccid	i-flaccid	sadness	0.324
hobo	hobo	sadness	0.323
fragile	ephosakeleyo	sadness	0.319
stingy	buhlungu	sadness	0.319
sue	sue	sadness	0.318
scarcely	kunzima	sadness	0.318
mistake	mpazamo	sadness	0.312
committal	kuthunyelwa	sadness	0.312
fatty	amanqatha	sadness	0.312
wan	NO TRANSLATION	sadness	0.312
thresh	hlaziya	sadness	0.312
skid	skid	sadness	0.312
hamstring	i-hamstring	sadness	0.312
nonsensical	nonsensical	sadness	0.312
ulcer	isilonda	sadness	0.312
defy	ukulahlwa	sadness	0.312
nostalgia	i-nostalgia	sadness	0.312
inhibit	ukuvimbela	sadness	0.312
clouded	zihlutha	sadness	0.312
evanescence	evanescence	sadness	0.312
conceal	kufihla	sadness	0.311
blemish	i siphene	sadness	0.310
resisting	xhathisa	sadness	0.309
sympathetic	u velwano	sadness	0.307
bugaboo	bugaboo	sadness	0.304
confess	zivuma	sadness	0.303
opium	opium	sadness	0.303
alas	alas	sadness	0.302
setback	ukubuyisela	sadness	0.297
halting	ukumisa	sadness	0.297
incase	mhlawumbi	sadness	0.297
inappropriate	nga lunganga	sadness	0.297
toocold	NO TRANSLATION	sadness	0.297
migraine	migraine	sadness	0.297
incompatible	nga faniyo	sadness	0.297
dull	ngca	sadness	0.297
discontinuity	ukuyeka	sadness	0.297
wrinkled	ebomvu	sadness	0.297
suppress	ku thintela	sadness	0.297
weak	buthathaka	sadness	0.297
mislead	hlekisa	sadness	0.297
subsidence	inkxaso	sadness	0.297
hermit	yokumisa	sadness	0.296
moving	ukuhamba	sadness	0.295
shrink	behla	sadness	0.295
shiver	thu thuzela	sadness	0.291
tramp	ukunyathela	sadness	0.288
constraint	imithintelo	sadness	0.288
unimportant	ezingabalulekanga	sadness	0.288
rubble	uhlahlo	sadness	0.282
excluding	ngaphandle	sadness	0.281
revoke	ku rhoxisa	sadness	0.281
negro	negro	sadness	0.281
shortage	ukunqongophala	sadness	0.281
wearily	utyhafile	sadness	0.281
grey	ngwevu	sadness	0.281
senseless	ngqiqweni	sadness	0.281
overdue	kudlulileyo	sadness	0.281
flinch	flinch	sadness	0.281
adverse	ezimbi	sadness	0.281
remove	ukususa	sadness	0.281
grumpy	ihlutha	sadness	0.281
flop	fukelwa	sadness	0.281
scrapie	ukutshiza	sadness	0.281
confession	ukuvuma	sadness	0.281
timid	utyhafile	sadness	0.281
down	phantsi	sadness	0.281
unseat	ukuyivula	sadness	0.281
apathy	ukungakhathaleli	sadness	0.281
taint	kutyhafa	sadness	0.281
black	mnyama	sadness	0.281
knell	i-knell	sadness	0.275
jurisprudence	lawula	sadness	0.273
humbled	tho bekile	sadness	0.273
confusion	kudideka	sadness	0.273
soldier	ijoni	sadness	0.273
throb	umqala	sadness	0.273
gray	ngwevu	sadness	0.269
obstacle	ngumqobo	sadness	0.266
lax	lax	sadness	0.266
eternity	ngonaphakade	sadness	0.266
leaving	ukushiya	sadness	0.266
unrealistic	ngqiqweni	sadness	0.266
mixedemotions	i mixto	sadness	0.266
slur	slur	sadness	0.266
drifted	ikhutshwe	sadness	0.266
remiss	ukukhutshwa	sadness	0.266
shack	umthi	sadness	0.266
inconvenient	i ngxaki	sadness	0.263
restrict	ukukhawulela	sadness	0.259
misrepresentation	ukuthetha kakubi	sadness	0.259
stagnant	ekhoyo	sadness	0.259
disservice	ukunyuswa	sadness	0.258
backwater	ngasemva kwamanzi	sadness	0.255
nosun	NO TRANSLATION	sadness	0.255
wilderness	entlango	sadness	0.255
wasteful	inkunkuma	sadness	0.250
labored	sebenza	sadness	0.250
uneducated	nga fundanga	sadness	0.250
incomplete	nga pheleli	sadness	0.250
older	badala	sadness	0.250
speculation	ukucinga	sadness	0.250
undying	ukuphazamiseka	sadness	0.250
pine	ipini	sadness	0.250
tempest	neqhwithi	sadness	0.250
humbug	i-humbug	sadness	0.250
bang	bang	sadness	0.250
gullible	ukuguquka	sadness	0.250
unexplained	zichazwe	sadness	0.250
communism	kobuthixo	sadness	0.250
error	mpazamo	sadness	0.250
anchorage	i-anchorage	sadness	0.250
rainyday	Usuku olunethayo	sadness	0.242
demonstrative	bonisa	sadness	0.242
melodrama	melodrama	sadness	0.242
necessity	mfuneko	sadness	0.236
boredom	ukunyamezela	sadness	0.235
misty	impazamo	sadness	0.234
warp	i-warp	sadness	0.234
trash	udoti	sadness	0.234
burke	burke	sadness	0.234
hollow	ungenanto	sadness	0.234
void	ku ngabikho	sadness	0.234
healing	ku philisa	sadness	0.234
cloudy	ifufu	sadness	0.234
blockade	thintela	sadness	0.234
depart	uhambe	sadness	0.234
uninteresting	ngathandeki	sadness	0.234
cancel	rhoxisa	sadness	0.234
sentence	isivakalisi	sadness	0.234
foggy	bome	sadness	0.234
pale	libala	sadness	0.234
case	kwimeko	sadness	0.228
rainy	imvula	sadness	0.227
onerous	unomdla	sadness	0.223
bottom	ngezantsi	sadness	0.223
uninterested	engathandekiyo	sadness	0.223
fasting	ukuzila ukudla	sadness	0.220
indifference	ukungakhathaleli	sadness	0.219
boooo	NO TRANSLATION	sadness	0.219
coping	ukujamelana	sadness	0.219
discolored	zichazwe	sadness	0.219
blunder	ukuphosakela	sadness	0.219
thirst	unxaniwe	sadness	0.219
dole	dole	sadness	0.219
pious	mhlonela	sadness	0.219
cocaine	cocaine	sadness	0.218
tough	nzima	sadness	0.212
lower	ephantsi	sadness	0.203
sprain	kuhlutha	sadness	0.203
arid	lileyo	sadness	0.203
fat	amanqatha	sadness	0.203
revolution	gu qulelo	sadness	0.203
chilly	kancinci	sadness	0.203
chargeable	kuhlawulwa	sadness	0.203
sluggish	ivila	sadness	0.203
yucky	yucky	sadness	0.203
hoary	i-hoary	sadness	0.203
wanting	efuna	sadness	0.202
progression	inkqubela phambili	sadness	0.201
closure	kuvalwa	sadness	0.195
unbeaten	nga zi	sadness	0.193
veal	isagqumatheolo	sadness	0.188
retirement	umhlalaphantsi	sadness	0.188
oddity	ngathanga	sadness	0.188
heartfelt	ngokusuka enhliziyweni	sadness	0.188
meh	meh	sadness	0.188
invalid	engavumelekanga	sadness	0.188
tease	ukucoca	sadness	0.188
splitting	hlukana	sadness	0.188
interrupted	phazanyiswa	sadness	0.188
rumor	rhweba	sadness	0.188
cataract	cataract	sadness	0.188
rack	ukukhawuleza	sadness	0.188
halter	ukuyeka	sadness	0.188
cold	kubanda	sadness	0.188
concerned	echaphazelekayo	sadness	0.184
sarcasm	ngcikivo	sadness	0.181
strip	umgca	sadness	0.179
esteem	ixabiso	sadness	0.172
feeling	uvakalelwa	sadness	0.172
overload	ukulayithwa	sadness	0.172
divided	yahlula	sadness	0.172
memories	khumbula	sadness	0.172
sap	kutshaya	sadness	0.172
eschew	kuhlola	sadness	0.172
cupping	ukucoca	sadness	0.172
destination	ukuya kuyo	sadness	0.170
nosnow	i-nenow	sadness	0.169
limited	nciphisa	sadness	0.167
rain	imvula	sadness	0.163
willful	ngokuzithandela	sadness	0.160
untitled	elingenasicatshulwa	sadness	0.157
weeds	ukhula	sadness	0.156
stint	ukugquma	sadness	0.156
cross	mnqamlezo	sadness	0.156
pare	NO TRANSLATION	sadness	0.155
snort	ukuphosa	sadness	0.154
inconsequential	ezingabalulekanga	sadness	0.152
procession	ukuhambela	sadness	0.152
tax	irhafu	sadness	0.142
lesbian	abesilisa nabesilisa	sadness	0.141
emo	emo	sadness	0.141
overpriced	ephezulu	sadness	0.141
tolerate	nya mezela	sadness	0.141
mug	umgudu	sadness	0.141
weight	bunzima	sadness	0.141
touchy	ku thintela	sadness	0.140
kennel	kennel	sadness	0.130
grounded	esekelwe	sadness	0.130
late	kwexesha	sadness	0.125
theocratic	zentlalo	sadness	0.125
clouds	amafu	sadness	0.125
terrific	ngca	sadness	0.125
commemorate	khumbuzo	sadness	0.125
meek	no bulali	sadness	0.125
stillness	ukusa	sadness	0.125
sisterhood	udade	sadness	0.125
socialist	zentlalo	sadness	0.125
unpaid	ahlawulwe	sadness	0.125
margin	umda	sadness	0.125
default	ku gqi bekanga	sadness	0.121
lace	lace	sadness	0.118
unpublished	engashicilelwa	sadness	0.116
interested	unomdla	sadness	0.114
fortress	inqaba	sadness	0.110
fleece	uboya	sadness	0.109
rating	ukulinganisa	sadness	0.109
lush	lukhulu	sadness	0.109
harry	ku xhaphaza	sadness	0.109
priesthood	ngeleli	sadness	0.109
orchestra	oomculo	sadness	0.109
ultimate	gqibela	sadness	0.109
sanctify	ngcwalisa	sadness	0.108
income	ngeniso	sadness	0.100
sonnet	sonnet	sadness	0.094
winning	ukuphumelela	sadness	0.094
quiet	cwaka	sadness	0.094
boo	boo	sadness	0.094
vainly	ngelize	sadness	0.091
wet	emanzi	sadness	0.078
hug	ukukhupha	sadness	0.078
hut	indlu	sadness	0.078
ovation	ovation	sadness	0.078
humble	tho bekile	sadness	0.078
motivating	khuthaza	sadness	0.078
opera	opera	sadness	0.078
treat	baphathe	sadness	0.076
hymn	ingoma	sadness	0.064
honest	nya niseka	sadness	0.062
relics	imifanekiso	sadness	0.061
couch	umbhede	sadness	0.060
waffle	i-waffle	sadness	0.047
shell	igobolondo	sadness	0.045
musical	zomculo	sadness	0.045
savor	ncam	sadness	0.034
vote	kuvota	sadness	0.031
napkin	i-napkin	sadness	0.031
sing	ukucula	sadness	0.017
music	umculo	sadness	0.016
mother	umama	sadness	0.016
nutritious	okunomsoco	sadness	0.015
lovely	thandeka	sadness	0.009
art	ubugcisa	sadness	0.000
romance	uthando	sadness	0.000
liquor	utywala	sadness	0.000
sweetheart	mnandi	sadness	0.000
surprise	ngaliswa	surprise	0.930
flabbergast	i-flabbergast	surprise	0.906
explode	kuqhuma	surprise	0.906
explosion	ukuqhuma	surprise	0.898
explosive	kuqhuma	surprise	0.883
ambush	balele	surprise	0.883
eruption	ukuqhuma	surprise	0.883
frighten	soyika	surprise	0.875
startle	ukuqala	surprise	0.875
surprisingly	ngaliswa	surprise	0.875
shockingly	ngokukrakra	surprise	0.875
surprising	ngaliswa	surprise	0.867
frightened	soyika	surprise	0.867
surprised	ngaliswa	surprise	0.867
thrilling	vuyisa	surprise	0.859
miracle	mma ngaliso	surprise	0.859
outburst	ukuqhuma	surprise	0.859
blast	ukuqhuma	surprise	0.852
alarm	alamu	surprise	0.852
astonishingly	NO TRANSLATION	surprise	0.852
jolt	jolt	surprise	0.844
thunderstruck	thunderstruck	surprise	0.844
shock	tshutshiswa	surprise	0.844
fright	soyika	surprise	0.836
bang	bang	surprise	0.836
unexpectedly	ngokungalindelekanga	surprise	0.836
catastrophe	ntlekele	surprise	0.836
dazzle	bhanya	surprise	0.836
emergency	ngxakeko	surprise	0.828
bewilderment	ukudidanisa	surprise	0.828
suddenly	ngokukhawuleza	surprise	0.828
startling	ma ngalisi	surprise	0.828
astound	ma ngaliswa	surprise	0.820
stunned	lisiwe	surprise	0.820
jackpot	jackpot	surprise	0.812
earthquake	inyikima	surprise	0.812
disaster	ntlekele	surprise	0.812
astonish	ma ngaliswa	surprise	0.805
astonishment	ngaliswa	surprise	0.805
climax	kwinqanaba	surprise	0.805
aghast	ngxakini	surprise	0.805
scare	soyika	surprise	0.797
awestruck	nxu lumene	surprise	0.797
bomb	ibhokhwe	surprise	0.789
erupt	kuqhuma	surprise	0.789
exclaim	bhala	surprise	0.789
amazement	ma ngaliswa	surprise	0.781
detonate	ukukhupha	surprise	0.773
alarming	eyoyikisayo	surprise	0.773
miraculous	mma ngaliso	surprise	0.773
invade	ba hlasela	surprise	0.773
raid	ku hlaselwa	surprise	0.773
abduction	kuthathwa	surprise	0.773
kidnap	kuthatha	surprise	0.766
stupefy	ukunyanzela	surprise	0.758
overwhelming	kakhulu	surprise	0.758
dumfound	ku dumfound	surprise	0.758
unpredictable	nga qi niseki	surprise	0.758
unimaginable	ku ngacingi	surprise	0.750
erratic	e ngqi	surprise	0.750
accident	ngengozi	surprise	0.750
outrageous	buhlungu	surprise	0.750
flinch	flinch	surprise	0.742
blitz	blitz	surprise	0.742
petrify	ku khathaza	surprise	0.742
slaughter	bulawa	surprise	0.742
horror	kutyhafa	surprise	0.742
amaze	ma ngaliswa	surprise	0.742
bewilder	kudilika	surprise	0.742
wreck	kuphazamiseka	surprise	0.742
stupefaction	ukuthokoza	surprise	0.734
excitement	uvuyo	surprise	0.734
frenetic	ukhululekile	surprise	0.734
frantic	likhulu	surprise	0.734
crash	ukuphazamiseka	surprise	0.734
sudden	ngokukhawuleza	surprise	0.727
riotous	ephazamisayo	surprise	0.727
vanished	yaphela	surprise	0.727
moonstruck	kwenyanga	surprise	0.727
outcry	ukukhala	surprise	0.727
bewildered	zixhamle	surprise	0.719
awe	NO TRANSLATION	surprise	0.719
sabotage	isabatha	surprise	0.719
shriek	kuhlutha	surprise	0.719
breathless	ukuphefumla	surprise	0.719
scream	ukukhala	surprise	0.719
manslaughter	bulala	surprise	0.719
rupture	kuphuka	surprise	0.719
unanticipated	ezingalindelekanga	surprise	0.719
amazedness	NO TRANSLATION	surprise	0.719
uncontrollable	a wu lawule	surprise	0.711
unexpected	engalindelekanga	surprise	0.711
electrify	kutyumba	surprise	0.711
stun	ukuxhamla	surprise	0.711
shot	idubule	surprise	0.711
avalanche	i-avalanche	surprise	0.711
gasp	kutyhafa	surprise	0.711
unforeseen	ezingalindelekanga	surprise	0.703
slam	slam	surprise	0.703
surge	ukunyuka	surprise	0.703
intruder	umgcini	surprise	0.703
abrupt	ngokukhawuleza	surprise	0.703
suspense	u krokrela	surprise	0.703
devastation	ukubhujiswa	surprise	0.703
dumfounder	NO TRANSLATION	surprise	0.695
volatility	ukungazinzi	surprise	0.695
excite	vuyela	surprise	0.695
unprecedented	nga phambili	surprise	0.695
stab	ugweba	surprise	0.695
urgent	ngxamisekileyo	surprise	0.695
yell	bhenela	surprise	0.695
strike	isiteyhini	surprise	0.695
disturbance	ukuphazamiseka	surprise	0.688
carnage	ukubulala	surprise	0.688
spectacular	ngalisa	surprise	0.688
incredible	ngileyo	surprise	0.688
recklessness	ukungabi nantoni	surprise	0.680
slap	ukubetha	surprise	0.680
monstrous	ngqinela	surprise	0.680
clamor	ukukhwaza	surprise	0.680
thrill	vuyisa	surprise	0.680
accidentally	ngengozi	surprise	0.672
accidental	ngengozi	surprise	0.672
striking	ukubetha	surprise	0.672
captivate	ukuthatha	surprise	0.672
exhilaration	ngomsindo	surprise	0.672
terrorist	ugorha	surprise	0.672
inexplicable	engacacanga	surprise	0.672
exciting	ku vuyisa	surprise	0.672
topple	ukukhupha	surprise	0.664
dire	NO TRANSLATION	surprise	0.664
volcano	mlilo	surprise	0.664
revolution	gu qulelo	surprise	0.664
freakish	lukhulu	surprise	0.664
incendiary	zivutha	surprise	0.656
revolt	mvukelo	surprise	0.656
sneak	sneak	surprise	0.656
unspeakable	ezingabonakaliyo	surprise	0.656
bloodshed	igazi	surprise	0.656
cyclone	tyhubela	surprise	0.648
violent	nyamelo	surprise	0.648
disruption	ukuphazamiseka	surprise	0.648
spellbound	ukupasa	surprise	0.648
unsuspecting	engabonakaliyo	surprise	0.648
mutiny	mnye	surprise	0.648
attacking	hlasela	surprise	0.648
unintended	nga lunganga	surprise	0.648
amazingly	ngokumangalisayo	surprise	0.648
epidemic	bhubhane	surprise	0.648
shout	umemeza	surprise	0.641
screech	kuhlutha	surprise	0.641
wildfire	ngomlilo	surprise	0.641
indescribable	zichazwe	surprise	0.641
enthusiasm	nomdla	surprise	0.641
excitation	ukuchulumisa	surprise	0.641
tumult	i ngxabano	surprise	0.641
improvisation	phuculo	surprise	0.641
anomaly	engafanelekanga	surprise	0.633
apparition	kuvela	surprise	0.633
treachery	ukukhohlisa	surprise	0.633
presto	presto	surprise	0.633
gape	ukuphinda	surprise	0.633
agape	agape	surprise	0.633
uncertain	qi niseki	surprise	0.633
plunder	ukuphangwa	surprise	0.633
tempest	neqhwithi	surprise	0.625
trick	qhinga	surprise	0.625
slaughtering	ukuxhela	surprise	0.625
wonderment	ngaliswa	surprise	0.625
excited	vuyiswa	surprise	0.625
sorcery	bugqwirha	surprise	0.625
murderous	bulala	surprise	0.625
urgency	ngxamiseko	surprise	0.625
distress	ndezelo	surprise	0.625
mystery	mfihlelo	surprise	0.625
trickery	buqhetseba	surprise	0.617
intense	kakhulu	surprise	0.617
vanish	ziphele	surprise	0.617
murder	ku bulala	surprise	0.617
quickness	ukukhawuleza	surprise	0.617
intrusive	ngxamele	surprise	0.617
inimaginable	NO TRANSLATION	surprise	0.617
prank	prank	surprise	0.617
blindfold	ngembumbulu	surprise	0.609
coup	ukukhupha	surprise	0.609
splash	sitshabalalisa	surprise	0.609
thief	isela	surprise	0.609
magical	imilingo	surprise	0.609
unstable	ngazinzi	surprise	0.609
shatter	shatsha	surprise	0.609
strangle	ukukhawuleza	surprise	0.609
defy	ukulahlwa	surprise	0.602
deluge	nogumbe	surprise	0.602
inconceivable	ezingenakwenzeka	surprise	0.602
jubilee	ntlokoma	surprise	0.602
stupor	ukunyuka	surprise	0.602
tackle	ukujongana	surprise	0.602
assail	ku hlaselwa	surprise	0.602
betray	ngcatsha	surprise	0.602
monstrosity	ukugquma	surprise	0.594
alerts	izilumkiso	surprise	0.594
lightning	umbane	surprise	0.594
mishap	ukuxhamla	surprise	0.594
shrill	nyiweyo	surprise	0.594
stupendous	zixhamla	surprise	0.594
mysterious	mfihlelo	surprise	0.586
paralyzed	ekhubazekile	surprise	0.586
randomly	ngokungaqhelekanga	surprise	0.586
bonus	ibhonasi	surprise	0.586
deceit	nkohliso	surprise	0.586
wild	zasendle	surprise	0.586
pitfall	ngxakini	surprise	0.586
wondrous	ma ngaliso	surprise	0.586
uncanny	engazi	surprise	0.586
electric	zombane	surprise	0.578
oddity	ngathanga	surprise	0.578
death	ukufa	surprise	0.578
jubilant	jubilant	surprise	0.578
godsend	zithixo	surprise	0.578
stagger	ukugubha	surprise	0.578
raving	ukuxhatshazwa	surprise	0.578
rejoicing	kuvuya	surprise	0.578
premature	ngaphambi kwexesha	surprise	0.578
fluke	ukuhamba	surprise	0.578
bizarre	ngqiqweni	surprise	0.578
revenge	ndezela	surprise	0.570
dynamic	eguqukayo	surprise	0.570
dismay	qhayisa	surprise	0.570
ecstatic	nwabisa	surprise	0.562
fascinate	ngalisa	surprise	0.562
uncover	kutyhila	surprise	0.562
jerk	jerk	surprise	0.562
reward	ibuyiselo	surprise	0.562
nefarious	nexhala	surprise	0.562
reappear	kwakhona	surprise	0.562
whim	ngethuba	surprise	0.555
conjure	ukudibana	surprise	0.555
crescendo	crescendo	surprise	0.555
zany	zany	surprise	0.555
thaumaturgy	thaumaturgy	surprise	0.555
illuminate	ku khanyisa	surprise	0.547
rescue	hlangula	surprise	0.547
tantalizing	ngxamele	surprise	0.547
winner	ophumeleleyo	surprise	0.547
heroism	ubuqhawe	surprise	0.547
rarity	ukusilela	surprise	0.547
ejaculation	ejaculation	surprise	0.547
daze	ziza	surprise	0.547
unbridled	engagqitywanga	surprise	0.547
thwart	thintela	surprise	0.547
treason	uhlanga	surprise	0.539
punch	i punch	surprise	0.539
insult	ngcikivo	surprise	0.539
lunge	lunge	surprise	0.539
illusion	ngcamango	surprise	0.539
lucky	inhlanhla	surprise	0.539
interrupt	pha zamisa	surprise	0.539
cheer	nwabile	surprise	0.539
celebration	bhiyozo	surprise	0.539
violation	ukuphulwa	surprise	0.539
marvel	ngaliswa	surprise	0.539
sensation	uvakalelo	surprise	0.531
fearfully	ngoyika	surprise	0.531
concealed	zifihliwe	surprise	0.531
banger	banger	surprise	0.531
affront	ukuxhatshazwa	surprise	0.531
snag	i-snag	surprise	0.531
jest	NO TRANSLATION	surprise	0.531
veer	ukuvala	surprise	0.523
wonder	ngaliswa	surprise	0.523
immediacy	ngokukhawuleza	surprise	0.523
undiscovered	nga funyanwa	surprise	0.523
abandonment	ukushiya	surprise	0.523
rejoice	vuyela	surprise	0.523
improvise	phucula	surprise	0.523
majestic	mkhulu	surprise	0.523
scorpion	i-scorpion	surprise	0.523
victimized	xhatshazwa	surprise	0.523
liberate	kukhulula	surprise	0.523
yelp	yelp	surprise	0.516
stealthily	ngokunyanisekileyo	surprise	0.516
tickle	krazuka	surprise	0.516
chance	ithuba	surprise	0.516
howl	bhomboze	surprise	0.516
swerve	swerve	surprise	0.508
reflex	i-reflex	surprise	0.508
rave	ukuxhaphaza	surprise	0.508
pop	pop	surprise	0.508
luck	amathamsanqa	surprise	0.508
magnificent	mkhulu	surprise	0.508
transcendence	ukudlula	surprise	0.508
garish	kugcina	surprise	0.508
unintentionally	ngokungazi	surprise	0.508
pang	NO TRANSLATION	surprise	0.500
infrequent	e nga phezulu	surprise	0.500
marvelous	ma ngaliso	surprise	0.500
heroic	ligorha	surprise	0.500
remarkable	ephawulekayo	surprise	0.500
fainting	ukuphelelwa amandla	surprise	0.500
slayer	mbulali	surprise	0.500
erotic	utywala	surprise	0.500
enliven	liweyo	surprise	0.500
alertness	uqaphele	surprise	0.500
misbehavior	kakubi	surprise	0.500
embarrassment	neentloni	surprise	0.500
diversion	ukuphazamiseka	surprise	0.500
unutterable	azinakulungiswa	surprise	0.492
nab	nab	surprise	0.492
camouflage	ukufihla	surprise	0.492
trump	xilongo	surprise	0.492
decoy	ukunyaniseka	surprise	0.492
exigent	NO TRANSLATION	surprise	0.492
chimera	chimera	surprise	0.492
infarct	ephazamisayo	surprise	0.492
birthday	usuku lokuzalwa	surprise	0.492
greatness	bukhulu	surprise	0.492
zeal	inzondelelo	surprise	0.484
prick	ukuthoba	surprise	0.484
magician	umlingo	surprise	0.484
underestimate	ngqalelo	surprise	0.484
horde	umkhosi	surprise	0.484
fanfare	ngothando	surprise	0.484
inexpressible	ezingenakuhlaziywa	surprise	0.484
daemon	daemon	surprise	0.484
variable	eziguquguqukayo	surprise	0.484
curiosity	umdla	surprise	0.484
gawk	gawk	surprise	0.477
unguarded	zigcinwe	surprise	0.477
chicane	chicane	surprise	0.477
fortune	inzuzo	surprise	0.477
sneeze	sneeze	surprise	0.477
illumination	ku khanyisa	surprise	0.477
incident	siganeko	surprise	0.477
dreadfully	u koyika	surprise	0.477
strange	nga ma ngalanga	surprise	0.477
subversive	ukuguquka	surprise	0.477
reversal	ukuguqulwa	surprise	0.469
prowl	kuhamba	surprise	0.469
rapid	ngokukhawuleza	surprise	0.469
leery	leery	surprise	0.469
wizard	wizard	surprise	0.469
coincidence	ngenye indlela	surprise	0.461
hilarious	ziqhenqa	surprise	0.461
divergent	hlukana	surprise	0.461
subito	NO TRANSLATION	surprise	0.461
break	aphule	surprise	0.461
slip	slip	surprise	0.461
wonderful	emangalisayo	surprise	0.453
hoax	ubuxoki obenziwe ngamasibomu	surprise	0.453
winning	ukuphumelela	surprise	0.453
overestimate	ngokugqithiseleyo	surprise	0.453
confession	ukuvuma	surprise	0.453
ordeal	ngxaki	surprise	0.453
evanescence	evanescence	surprise	0.453
merriment	nwabisa	surprise	0.453
raffle	ukukhawuleza	surprise	0.453
stound	NO TRANSLATION	surprise	0.445
laughter	ukuhleka	surprise	0.445
enthusiast	nomdla	surprise	0.445
splendid	buhle	surprise	0.445
feat	feat	surprise	0.445
perchance	umgama	surprise	0.445
excel	phambili	surprise	0.445
gambling	ngcakazo	surprise	0.445
unintentional	ngezenzo	surprise	0.438
brighten	kukhanya	surprise	0.438
changeable	zitshintsha	surprise	0.438
rapt	lihle	surprise	0.438
unique	ekhethekileyo	surprise	0.438
splendor	ubuqaqawuli	surprise	0.438
senseless	ngqiqweni	surprise	0.438
gift	isipho	surprise	0.430
fascination	umdla	surprise	0.430
trepidation	i nkxwaleko	surprise	0.430
stealthy	buqhetseba	surprise	0.430
fiesta	fiesta	surprise	0.430
delighted	Ndonywatyisiwe	surprise	0.430
lawsuit	ityala	surprise	0.430
intrigue	i ngcamango	surprise	0.430
quicksilver	msindisi	surprise	0.422
originality	kuqala	surprise	0.422
riddle	umkhwa	surprise	0.422
judgment	isigwebo	surprise	0.422
enchant	mnandi	surprise	0.422
stealth	ukukhohlisa	surprise	0.422
veracity	ukuthembeka	surprise	0.414
elusive	azinako	surprise	0.414
perjury	ngetyala	surprise	0.414
spirits	omoya	surprise	0.414
liberation	inkululeko	surprise	0.414
illegitimate	mthethweni	surprise	0.414
syncope	syncope	surprise	0.414
experiment	uvavanyo	surprise	0.414
gambler	ngcakazo	surprise	0.406
eager	ngxamele	surprise	0.406
inspired	phe fumlelwe	surprise	0.406
fete	NO TRANSLATION	surprise	0.406
applause	ihlombe	surprise	0.406
allure	ukukhwela	surprise	0.406
parade	kululeka	surprise	0.406
princely	bukhulu	surprise	0.398
divorce	umtshato	surprise	0.398
guess	qagela	surprise	0.398
burlesque	burlesque	surprise	0.398
secrecy	mfihlelo	surprise	0.398
aspiration	iinjongo	surprise	0.391
