word	Czech-cs	emotion	emotion-intensity-score
perplexity	zmatek	sadness	0.453
doldrums	doldrums	sadness	0.453
scarcity	nedostatek	sadness	0.453
discriminate	diskriminovat	sadness	0.453
invade	napadnout	sadness	0.453
lowly	pokorný	sadness	0.448
lone	osamělý	sadness	0.446
guillotine	gilotina	sadness	0.446
encumbrance	břemeno	sadness	0.441
annulment	zrušení	sadness	0.440
badday	NO TRANSLATION	sadness	0.439
confinement	vězení	sadness	0.439
bummer	bummer	sadness	0.439
delirious	deliriózní	sadness	0.439
bum	zadek	sadness	0.438
rejects	odmítá	sadness	0.438
futile	marný	sadness	0.438
departure	odchod	sadness	0.438
disconnected	odpojeno	sadness	0.438
lunacy	šílenství	sadness	0.438
coercion	donucování	sadness	0.438
fugitive	uprchlík	sadness	0.438
disapproved	zamítnuto	sadness	0.438
paucity	slabost	sadness	0.438
blues	blues	sadness	0.438
ghetto	ghetto	sadness	0.438
cancellation	zrušení	sadness	0.438
imprudent	nedůvěřivý	sadness	0.438
forbid	zakázat	sadness	0.438
sympathize	sympatizovat	sadness	0.438
problem	problém	sadness	0.438
abscess	absces	sadness	0.438
insolvency	platební neschopnost	sadness	0.438
indigent	nuzný	sadness	0.438
apathetic	apatický	sadness	0.438
pensive	zamyšlený	sadness	0.438
lethargy	letargie	sadness	0.438
disagreement	nesouhlas	sadness	0.438
stigma	stigma	sadness	0.438
detainee	zadržená osoba	sadness	0.438
farewell	rozloučení	sadness	0.438
insignificant	nevýznamné	sadness	0.438
diminish	snížit	sadness	0.438
dislocated	dislokováno	sadness	0.438
emotional	emocionální	sadness	0.438
unattainable	nedosažitelný	sadness	0.438
animosity	nepřátelství	sadness	0.438
deflate	deflate	sadness	0.438
appendicitis	apendicitida	sadness	0.438
restriction	omezení	sadness	0.438
underpaid	nedostatečně	sadness	0.438
disapproving	nesouhlasí	sadness	0.438
absent	chybí	sadness	0.438
darkened	tmavé	sadness	0.438
disqualified	diskvalifikovaný	sadness	0.435
bothering	trápení	sadness	0.435
tripping	vypnutí	sadness	0.429
sunk	potopen	sadness	0.426
retribution	odškodnění	sadness	0.424
draining	vypouštění	sadness	0.424
varicella	plané neštovice	sadness	0.424
lastday	NO TRANSLATION	sadness	0.424
haunted	strašidelný	sadness	0.422
dispassionate	nestoudné	sadness	0.422
deviation	odchylka	sadness	0.422
thief	zloděj	sadness	0.422
cyst	cysta	sadness	0.422
beggar	Žebrák	sadness	0.422
falling	padající	sadness	0.422
neuralgia	neuralgie	sadness	0.422
unequal	nerovné	sadness	0.422
jarring	jarring	sadness	0.422
bad	špatný	sadness	0.422
rip	rip	sadness	0.422
handicap	handicap	sadness	0.422
cardiomyopathy	kardiomyopatie	sadness	0.422
cutting	řezání	sadness	0.422
unwelcome	nevítané	sadness	0.422
scarce	vzácný	sadness	0.422
wrongdoing	provinění	sadness	0.422
insolvent	insolventní	sadness	0.422
difficulties	potíže	sadness	0.421
invader	vetřelec	sadness	0.420
drab	jednotvárný	sadness	0.420
fall	podzim	sadness	0.418
illegitimate	nelegitimní	sadness	0.416
expel	vyloučit	sadness	0.414
meaningless	bezvýznamný	sadness	0.409
darkness	tma	sadness	0.409
syncope	synkopa	sadness	0.407
stroke	mrtvice	sadness	0.406
hoax	podvod	sadness	0.406
darken	tmavší	sadness	0.406
precarious	nejisté	sadness	0.406
subjected	podroben	sadness	0.406
feudalism	feudalismus	sadness	0.406
fury	zuřivost	sadness	0.406
bitch	fena	sadness	0.406
enmity	nepřátelství	sadness	0.406
wildfire	blesk	sadness	0.406
obnoxious	Protivný	sadness	0.406
confine	omezit	sadness	0.406
fatigued	unavený	sadness	0.406
fault	chyba	sadness	0.406
unsatisfied	nespokojený	sadness	0.405
spank	naplácat na zadek	sadness	0.403
deluge	potopa	sadness	0.402
sigh	povzdech	sadness	0.402
spinster	stará panna	sadness	0.400
blue	modrý	sadness	0.400
needalife	NO TRANSLATION	sadness	0.398
owing	díky	sadness	0.398
embarrass	rozpaky	sadness	0.394
pitfall	past	sadness	0.394
pointless	zbytečné	sadness	0.394
seriousness	vážnost	sadness	0.394
monsoon	monzun	sadness	0.391
debt	dluh	sadness	0.391
exhausted	vyčerpaný	sadness	0.391
stretcher	nosítka	sadness	0.391
condescension	blahosklonnost	sadness	0.391
dwarfed	trpasličí	sadness	0.391
inefficient	neefektivní	sadness	0.391
ravenous	hnusný	sadness	0.391
rue	litovat	sadness	0.391
banshee	banshee	sadness	0.391
daemon	démon	sadness	0.391
feeble	slabý	sadness	0.391
coldness	chlad	sadness	0.391
ifonly	pokud ano	sadness	0.391
insulting	urážející	sadness	0.391
trickery	podvod	sadness	0.391
noose	smyčka	sadness	0.391
punch	rána pěstí	sadness	0.391
reproach	vyčítat	sadness	0.391
ineptitude	ineptitude	sadness	0.391
refused	odmítl	sadness	0.391
cage	klec	sadness	0.391
brute	hovado	sadness	0.391
subvert	subvert	sadness	0.384
jealousy	žárlivost	sadness	0.382
geriatric	geriatrické	sadness	0.379
miss	slečna, minout	sadness	0.379
struggle	boj	sadness	0.379
inexcusable	nevyslovitelný	sadness	0.379
descent	klesání	sadness	0.377
entangled	zamotaný	sadness	0.377
ashes	popel	sadness	0.377
exhaustion	vyčerpání	sadness	0.375
blackness	temnota	sadness	0.375
funk	funk	sadness	0.375
disqualify	diskvalifikovat	sadness	0.375
slump	pokles	sadness	0.375
inconsiderate	bezohledný	sadness	0.375
noncompliance	nedodržení	sadness	0.375
goodbye	Ahoj	sadness	0.375
sucks	sucks	sadness	0.375
landslide	sesuv půdy	sadness	0.375
overcast	zatažený	sadness	0.375
rabid	vzteklý	sadness	0.375
inferior	nižší	sadness	0.375
murky	temný	sadness	0.375
prostitution	prostituce	sadness	0.375
scar	jizva	sadness	0.375
dispel	rozptýlit	sadness	0.375
parting	dělení	sadness	0.375
wasting	plýtvání	sadness	0.375
withdraw	ustoupit	sadness	0.375
oust	vyhnat	sadness	0.375
sympathy	sympatie	sadness	0.375
delay	zpoždění	sadness	0.373
unattractive	neatraktivní	sadness	0.373
apologize	omlouvat se	sadness	0.370
crazy	šílený	sadness	0.368
bastard	bastard	sadness	0.366
deteriorated	poškozen	sadness	0.365
inter	pohřbít	sadness	0.364
empty	prázdný	sadness	0.364
mocking	uštěpačný	sadness	0.363
adder	zmije	sadness	0.361
hindering	bránit	sadness	0.359
flounder	platýs	sadness	0.359
hunter	lovec	sadness	0.359
unable	neschopný	sadness	0.359
fruitless	neplodný	sadness	0.359
arraignment	obvinění	sadness	0.359
tremor	tremor	sadness	0.359
taunt	posměch	sadness	0.359
fainting	mdloby	sadness	0.359
plaintive	žalostný	sadness	0.359
defendant	žalovaný	sadness	0.359
disconnect	odpojit	sadness	0.359
servile	servilní	sadness	0.359
unsuccessful	neúspěšný	sadness	0.359
unemployed	bez práce	sadness	0.359
austere	strohý	sadness	0.359
lockup	zamknout	sadness	0.359
numbness	necitlivost	sadness	0.359
wrangling	hádka	sadness	0.359
misunderstanding	nedorozumění	sadness	0.359
obesity	obezita	sadness	0.359
idiocy	idiotství	sadness	0.359
consecration	zasvěcení	sadness	0.359
perpetrator	pachatel	sadness	0.359
doubt	pochybovat	sadness	0.359
affront	urážka	sadness	0.359
unpopular	nepopulární	sadness	0.359
inefficiency	neefektivnost	sadness	0.359
corse	NO TRANSLATION	sadness	0.359
fuss	povyk	sadness	0.359
unrest	neklid	sadness	0.351
intervention	zásah	sadness	0.348
wimpy	wimpy	sadness	0.348
waste	odpad	sadness	0.348
absentee	absentující	sadness	0.348
spoiler	rušič vztlaku	sadness	0.348
flaw	chyba	sadness	0.347
blindly	slepě	sadness	0.344
thrash	mlátit	sadness	0.344
furrow	brázda	sadness	0.344
militia	milice	sadness	0.344
litigate	soudní spor	sadness	0.344
stained	obarvené	sadness	0.344
uninspired	nenápaditý	sadness	0.344
uninvited	nezvaný	sadness	0.344
detention	zadržení	sadness	0.344
surgery	chirurgická operace	sadness	0.344
lawsuit	soudní řízení	sadness	0.344
specter	přízrak	sadness	0.344
desert	poušť	sadness	0.344
attenuation	útlum	sadness	0.344
forfeit	propadl	sadness	0.344
plea	prosba	sadness	0.344
cumbersome	těžkopádný	sadness	0.344
resigned	odstoupil	sadness	0.344
lagging	zaostávání	sadness	0.344
intercede	zakročit	sadness	0.344
myopia	krátkozrakost	sadness	0.339
unaccountable	nevysvětlitelný	sadness	0.339
mishap	nehoda	sadness	0.338
probation	probace	sadness	0.336
disagreeing	nesouhlasím	sadness	0.333
severance	odloučení	sadness	0.333
bacteria	bakterie	sadness	0.328
adrift	zbytečně	sadness	0.328
squall	bouře	sadness	0.328
nether	dolní	sadness	0.328
leave	zanechat, opustit	sadness	0.328
incompetent	neschopný	sadness	0.328
endless	nekonečný	sadness	0.328
unacceptable	nepřijatelný	sadness	0.328
bondage	otroctví	sadness	0.328
dependence	závislost	sadness	0.328
sterile	sterilní	sadness	0.328
unacknowledged	nepotvrzený	sadness	0.328
disallowed	zakázáno	sadness	0.328
nepotism	nepotismu	sadness	0.328
soreness	bolestivost	sadness	0.328
scold	nadávat	sadness	0.327
flaccid	klidný	sadness	0.324
hobo	tulák	sadness	0.323
fragile	křehký	sadness	0.319
stingy	lakomý	sadness	0.319
sue	Žalovat	sadness	0.318
scarcely	sotva	sadness	0.318
mistake	chyba	sadness	0.312
committal	závazek	sadness	0.312
fatty	tukové	sadness	0.312
wan	NO TRANSLATION	sadness	0.312
thresh	mlátit	sadness	0.312
skid	smyk	sadness	0.312
hamstring	ochromit	sadness	0.312
nonsensical	nesmyslný	sadness	0.312
ulcer	vřed	sadness	0.312
defy	vzdorovat	sadness	0.312
nostalgia	nostalgie	sadness	0.312
inhibit	inhibovat	sadness	0.312
clouded	zatažený	sadness	0.312
evanescence	evanescence	sadness	0.312
conceal	skrývat	sadness	0.311
blemish	vada	sadness	0.310
resisting	odolávat	sadness	0.309
sympathetic	soucitný	sadness	0.307
bugaboo	bubák	sadness	0.304
confess	Přiznej se	sadness	0.303
opium	opium	sadness	0.303
alas	Běda	sadness	0.302
setback	nezdar	sadness	0.297
halting	zastavení	sadness	0.297
incase	v případě	sadness	0.297
inappropriate	nevhodný	sadness	0.297
toocold	NO TRANSLATION	sadness	0.297
migraine	migréna	sadness	0.297
incompatible	nekompatibilní	sadness	0.297
dull	nudný	sadness	0.297
discontinuity	diskontinuita	sadness	0.297
wrinkled	vrásčitý	sadness	0.297
suppress	potlačit	sadness	0.297
weak	slabý	sadness	0.297
mislead	uvést v omyl	sadness	0.297
subsidence	pokles	sadness	0.297
hermit	poustevník	sadness	0.296
moving	pohybující se	sadness	0.295
shrink	smršťovat	sadness	0.295
shiver	zachvění	sadness	0.291
tramp	tramp	sadness	0.288
constraint	omezení	sadness	0.288
unimportant	nedůležité	sadness	0.288
rubble	suť	sadness	0.282
excluding	s výjimkou	sadness	0.281
revoke	zrušit	sadness	0.281
negro	černoch	sadness	0.281
shortage	nedostatek	sadness	0.281
wearily	unaveně	sadness	0.281
grey	Šedá	sadness	0.281
senseless	nesmyslný	sadness	0.281
overdue	zpožděný	sadness	0.281
flinch	flinch	sadness	0.281
adverse	nepříznivý	sadness	0.281
remove	odstranit	sadness	0.281
grumpy	nevrlý	sadness	0.281
flop	flop	sadness	0.281
scrapie	scrapie	sadness	0.281
confession	zpověď	sadness	0.281
timid	plachý	sadness	0.281
down	dolů	sadness	0.281
unseat	unseat	sadness	0.281
apathy	apatie	sadness	0.281
taint	poskvrnit	sadness	0.281
black	Černá	sadness	0.281
knell	umíráček	sadness	0.275
jurisprudence	judikatura	sadness	0.273
humbled	ponížený	sadness	0.273
confusion	zmatek	sadness	0.273
soldier	voják	sadness	0.273
throb	pulzovat	sadness	0.273
gray	šedá	sadness	0.269
obstacle	překážka	sadness	0.266
lax	laxní	sadness	0.266
eternity	věčnost	sadness	0.266
leaving	opouštět	sadness	0.266
unrealistic	nerealistické	sadness	0.266
mixedemotions	smíšené pocity	sadness	0.266
slur	slur	sadness	0.266
drifted	unavený	sadness	0.266
remiss	remiss	sadness	0.266
shack	chatrč	sadness	0.266
inconvenient	nevyhovující	sadness	0.263
restrict	omezit	sadness	0.259
misrepresentation	nesprávné zobrazení	sadness	0.259
stagnant	stagnující	sadness	0.259
disservice	slabost	sadness	0.258
backwater	backwater	sadness	0.255
nosun	NO TRANSLATION	sadness	0.255
wilderness	divočina	sadness	0.255
wasteful	plýtvání	sadness	0.250
labored	pracoval	sadness	0.250
uneducated	nevzdělaný	sadness	0.250
incomplete	neúplný	sadness	0.250
older	starší	sadness	0.250
speculation	spekulace	sadness	0.250
undying	nehynoucí	sadness	0.250
pine	borovice	sadness	0.250
tempest	bouře	sadness	0.250
humbug	švindl	sadness	0.250
bang	bang	sadness	0.250
gullible	naivní	sadness	0.250
unexplained	nevysvětlitelné	sadness	0.250
communism	komunismus	sadness	0.250
error	chyba	sadness	0.250
anchorage	kotviště	sadness	0.250
rainyday	deštivý den	sadness	0.242
demonstrative	demonstrativní	sadness	0.242
melodrama	melodrama	sadness	0.242
necessity	nutnost	sadness	0.236
boredom	nuda	sadness	0.235
misty	misty	sadness	0.234
warp	warp	sadness	0.234
trash	odpadky	sadness	0.234
burke	burke	sadness	0.234
hollow	dutý	sadness	0.234
void	prázdné	sadness	0.234
healing	léčení	sadness	0.234
cloudy	oblačno	sadness	0.234
blockade	blokáda	sadness	0.234
depart	odjet	sadness	0.234
uninteresting	nezajímavý	sadness	0.234
cancel	zrušení	sadness	0.234
sentence	věta	sadness	0.234
foggy	mlha	sadness	0.234
pale	bledý	sadness	0.234
case	pouzdro	sadness	0.228
rainy	deštivý	sadness	0.227
onerous	obtížný	sadness	0.223
bottom	dno	sadness	0.223
uninterested	nezájem	sadness	0.223
fasting	půst	sadness	0.220
indifference	lhostejnost	sadness	0.219
boooo	NO TRANSLATION	sadness	0.219
coping	zvládnutí	sadness	0.219
discolored	vybledlé	sadness	0.219
blunder	chyba	sadness	0.219
thirst	žízeň	sadness	0.219
dole	dole	sadness	0.219
pious	zbožný	sadness	0.219
cocaine	kokain	sadness	0.218
tough	těžké	sadness	0.212
lower	dolní	sadness	0.203
sprain	vymknutí	sadness	0.203
arid	arid	sadness	0.203
fat	Tlustý	sadness	0.203
revolution	revoluce	sadness	0.203
chilly	chladně	sadness	0.203
chargeable	účtováno	sadness	0.203
sluggish	pomalý	sadness	0.203
yucky	yucky	sadness	0.203
hoary	starobylý	sadness	0.203
wanting	chtějí	sadness	0.202
progression	postup	sadness	0.201
closure	uzavření	sadness	0.195
unbeaten	neporažený	sadness	0.193
veal	telecí maso	sadness	0.188
retirement	odchod do důchodu	sadness	0.188
oddity	zvláštnost	sadness	0.188
heartfelt	srdečné	sadness	0.188
meh	meh	sadness	0.188
invalid	neplatný	sadness	0.188
tease	vtipálek	sadness	0.188
splitting	dělení	sadness	0.188
interrupted	přerušeno	sadness	0.188
rumor	pověst	sadness	0.188
cataract	šedý zákal	sadness	0.188
rack	nosič	sadness	0.188
halter	ohlávka	sadness	0.188
cold	Studený	sadness	0.188
concerned	znepokojený	sadness	0.184
sarcasm	sarkasmus	sadness	0.181
strip	pás	sadness	0.179
esteem	úcta	sadness	0.172
feeling	pocit	sadness	0.172
overload	přetížení	sadness	0.172
divided	rozdělený	sadness	0.172
memories	vzpomínky	sadness	0.172
sap	míza	sadness	0.172
eschew	vyhýbat se	sadness	0.172
cupping	skládání	sadness	0.172
destination	destinace	sadness	0.170
nosnow	žádný sníh	sadness	0.169
limited	omezený	sadness	0.167
rain	déšť	sadness	0.163
willful	úmyslně	sadness	0.160
untitled	nepojmenovaná	sadness	0.157
weeds	buriny	sadness	0.156
stint	stint	sadness	0.156
cross	přejít	sadness	0.156
pare	NO TRANSLATION	sadness	0.155
snort	šňupat	sadness	0.154
inconsequential	bezvýznamný	sadness	0.152
procession	průvod	sadness	0.152
tax	daň	sadness	0.142
lesbian	lesby	sadness	0.141
emo	emo	sadness	0.141
overpriced	nadhodnocené	sadness	0.141
tolerate	tolerovat	sadness	0.141
mug	džbánek	sadness	0.141
weight	hmotnost	sadness	0.141
touchy	nedůtklivý	sadness	0.140
kennel	chovatelská stanice	sadness	0.130
grounded	uzemněn	sadness	0.130
late	pozdě	sadness	0.125
theocratic	teokratický	sadness	0.125
clouds	mraky	sadness	0.125
terrific	úžasný	sadness	0.125
commemorate	připomínat	sadness	0.125
meek	pokorný	sadness	0.125
stillness	klid	sadness	0.125
sisterhood	sesterstvo	sadness	0.125
socialist	socialista	sadness	0.125
unpaid	neplaceno	sadness	0.125
margin	okraj	sadness	0.125
default	výchozí	sadness	0.121
lace	krajka	sadness	0.118
unpublished	nepublikovaný	sadness	0.116
interested	zájem	sadness	0.114
fortress	pevnost	sadness	0.110
fleece	fleece	sadness	0.109
rating	hodnocení	sadness	0.109
lush	bujný	sadness	0.109
harry	harry	sadness	0.109
priesthood	kněžství	sadness	0.109
orchestra	orchestr	sadness	0.109
ultimate	konečný	sadness	0.109
sanctify	posvětit	sadness	0.108
income	příjem	sadness	0.100
sonnet	sonet	sadness	0.094
winning	vítězný	sadness	0.094
quiet	klid	sadness	0.094
boo	vypískat	sadness	0.094
vainly	marně	sadness	0.091
wet	mokré	sadness	0.078
hug	obejmout	sadness	0.078
hut	chata	sadness	0.078
ovation	ovace	sadness	0.078
humble	pokořit	sadness	0.078
motivating	motivující	sadness	0.078
opera	opera	sadness	0.078
treat	zacházet	sadness	0.076
hymn	hymnus	sadness	0.064
honest	upřímný	sadness	0.062
relics	pozůstatky	sadness	0.061
couch	gauč	sadness	0.060
waffle	vafle	sadness	0.047
shell	shell	sadness	0.045
musical	hudební	sadness	0.045
savor	vychutnat	sadness	0.034
vote	hlasování	sadness	0.031
napkin	ubrousek	sadness	0.031
sing	zpívat	sadness	0.017
music	hudba	sadness	0.016
mother	matka	sadness	0.016
nutritious	výživný	sadness	0.015
lovely	půvabný	sadness	0.009
art	umění	sadness	0.000
romance	romantika	sadness	0.000
liquor	alkohol	sadness	0.000
sweetheart	miláček	sadness	0.000
surprise	překvapení	surprise	0.930
flabbergast	ohromit	surprise	0.906
explode	explodovat	surprise	0.906
explosion	exploze	surprise	0.898
explosive	explozivní	surprise	0.883
ambush	záloha	surprise	0.883
eruption	výbuch	surprise	0.883
frighten	vystrašit	surprise	0.875
startle	polekat	surprise	0.875
surprisingly	překvapivě	surprise	0.875
shockingly	šokující	surprise	0.875
surprising	překvapující	surprise	0.867
frightened	vystrašený	surprise	0.867
surprised	překvapený	surprise	0.867
thrilling	napínavý	surprise	0.859
miracle	zázrak	surprise	0.859
outburst	výbuch	surprise	0.859
blast	výbuch	surprise	0.852
alarm	poplach	surprise	0.852
astonishingly	NO TRANSLATION	surprise	0.852
jolt	otřes	surprise	0.844
thunderstruck	ohromený	surprise	0.844
shock	šokovat	surprise	0.844
fright	zděšení	surprise	0.836
bang	bang	surprise	0.836
unexpectedly	nečekaně	surprise	0.836
catastrophe	katastrofa	surprise	0.836
dazzle	oslnit	surprise	0.836
emergency	nouzový	surprise	0.828
bewilderment	zmatek	surprise	0.828
suddenly	Najednou	surprise	0.828
startling	překvapující	surprise	0.828
astound	ohromit	surprise	0.820
stunned	ohromen	surprise	0.820
jackpot	jackpot	surprise	0.812
earthquake	zemětřesení	surprise	0.812
disaster	katastrofa	surprise	0.812
astonish	udivit	surprise	0.805
astonishment	údiv	surprise	0.805
climax	vrchol	surprise	0.805
aghast	aghast	surprise	0.805
scare	vyděsit	surprise	0.797
awestruck	strašidelný	surprise	0.797
bomb	bombardovat	surprise	0.789
erupt	vybuchnout	surprise	0.789
exclaim	zvolat	surprise	0.789
amazement	ohromení	surprise	0.781
detonate	vybuchnout	surprise	0.773
alarming	alarmující	surprise	0.773
miraculous	zázračný	surprise	0.773
invade	napadnout	surprise	0.773
raid	nálet	surprise	0.773
abduction	únos	surprise	0.773
kidnap	unést	surprise	0.766
stupefy	stupení	surprise	0.758
overwhelming	ohromující	surprise	0.758
dumfound	dumfound	surprise	0.758
unpredictable	nepředvídatelné	surprise	0.758
unimaginable	nepředstavitelné	surprise	0.750
erratic	nepravdivé	surprise	0.750
accident	nehoda	surprise	0.750
outrageous	pobuřující	surprise	0.750
flinch	flinch	surprise	0.742
blitz	blitz	surprise	0.742
petrify	zkamenět	surprise	0.742
slaughter	porážka	surprise	0.742
horror	hrůza	surprise	0.742
amaze	ohromit	surprise	0.742
bewilder	zmást	surprise	0.742
wreck	vrak	surprise	0.742
stupefaction	úžas	surprise	0.734
excitement	vzrušení	surprise	0.734
frenetic	frenetický	surprise	0.734
frantic	zběsile	surprise	0.734
crash	pád	surprise	0.734
sudden	náhlý	surprise	0.727
riotous	hýřivý	surprise	0.727
vanished	zmizel	surprise	0.727
moonstruck	měsíčník	surprise	0.727
outcry	křik	surprise	0.727
bewildered	zmatený	surprise	0.719
awe	NO TRANSLATION	surprise	0.719
sabotage	sabotovat	surprise	0.719
shriek	výkřik	surprise	0.719
breathless	bez dechu	surprise	0.719
scream	výkřik	surprise	0.719
manslaughter	zabití	surprise	0.719
rupture	prasknutí	surprise	0.719
unanticipated	neočekávané	surprise	0.719
amazedness	úžas	surprise	0.719
uncontrollable	nekontrolovatelné	surprise	0.711
unexpected	nečekané	surprise	0.711
electrify	elektrifikovat	surprise	0.711
stun	omráčit	surprise	0.711
shot	výstřel	surprise	0.711
avalanche	lavina	surprise	0.711
gasp	plyn	surprise	0.711
unforeseen	nepředvídatelné	surprise	0.703
slam	slam	surprise	0.703
surge	nárůst	surprise	0.703
intruder	vetřelec	surprise	0.703
abrupt	náhlý	surprise	0.703
suspense	napětí	surprise	0.703
devastation	devastace	surprise	0.703
dumfounder	NO TRANSLATION	surprise	0.695
volatility	volatilita	surprise	0.695
excite	rozrušit	surprise	0.695
unprecedented	bezprecedentní	surprise	0.695
stab	bodnout	surprise	0.695
urgent	naléhavé	surprise	0.695
yell	výkřik	surprise	0.695
strike	stávka	surprise	0.695
disturbance	rušení	surprise	0.688
carnage	krveprolití	surprise	0.688
spectacular	okázalý	surprise	0.688
incredible	neuvěřitelný	surprise	0.688
recklessness	bezohlednost	surprise	0.680
slap	políček	surprise	0.680
monstrous	monstrózní	surprise	0.680
clamor	křik	surprise	0.680
thrill	vzrušení	surprise	0.680
accidentally	náhodou	surprise	0.672
accidental	náhodný	surprise	0.672
striking	překvapující	surprise	0.672
captivate	upoutat	surprise	0.672
exhilaration	rozjařenost	surprise	0.672
terrorist	terorista	surprise	0.672
inexplicable	nevysvětlitelný	surprise	0.672
exciting	vzrušující	surprise	0.672
topple	zbavit se	surprise	0.664
dire	NO TRANSLATION	surprise	0.664
volcano	sopka	surprise	0.664
revolution	revoluce	surprise	0.664
freakish	náladový	surprise	0.664
incendiary	zápalný	surprise	0.656
revolt	vzpoura	surprise	0.656
sneak	žalobníček	surprise	0.656
unspeakable	nepopiratelný	surprise	0.656
bloodshed	krveprolití	surprise	0.656
cyclone	cyklón	surprise	0.648
violent	násilný	surprise	0.648
disruption	narušení	surprise	0.648
spellbound	okouzlený	surprise	0.648
unsuspecting	netušící	surprise	0.648
mutiny	vzpoura	surprise	0.648
attacking	útočí	surprise	0.648
unintended	nezamýšlený	surprise	0.648
amazingly	úžasně	surprise	0.648
epidemic	epidemie	surprise	0.648
shout	křičet	surprise	0.641
screech	pištění	surprise	0.641
wildfire	blesk	surprise	0.641
indescribable	nepopsatelný	surprise	0.641
enthusiasm	nadšení	surprise	0.641
excitation	excitace	surprise	0.641
tumult	hluk	surprise	0.641
improvisation	improvizace	surprise	0.641
anomaly	anomálie	surprise	0.633
apparition	zjevení	surprise	0.633
treachery	zrada	surprise	0.633
presto	rychle	surprise	0.633
gape	okounět	surprise	0.633
agape	agape	surprise	0.633
uncertain	nejistý	surprise	0.633
plunder	kořist	surprise	0.633
tempest	bouře	surprise	0.625
trick	trik	surprise	0.625
slaughtering	zabíjení	surprise	0.625
wonderment	úžas	surprise	0.625
excited	vzrušený	surprise	0.625
sorcery	čarodějnictví	surprise	0.625
murderous	vražedný	surprise	0.625
urgency	naléhavost	surprise	0.625
distress	nouze	surprise	0.625
mystery	tajemství	surprise	0.625
trickery	podvod	surprise	0.617
intense	intenzivní	surprise	0.617
vanish	zmizet	surprise	0.617
murder	vražda	surprise	0.617
quickness	rychlost	surprise	0.617
intrusive	rušivé	surprise	0.617
inimaginable	NO TRANSLATION	surprise	0.617
prank	žert	surprise	0.617
blindfold	páska přes oči	surprise	0.609
coup	převrat	surprise	0.609
splash	splash	surprise	0.609
thief	zloděj	surprise	0.609
magical	magický	surprise	0.609
unstable	nestabilní	surprise	0.609
shatter	roztříštit	surprise	0.609
strangle	uškrtit	surprise	0.609
defy	vzdorovat	surprise	0.602
deluge	potopa	surprise	0.602
inconceivable	nepředstavitelné	surprise	0.602
jubilee	jubileum	surprise	0.602
stupor	otupělost	surprise	0.602
tackle	řešit	surprise	0.602
assail	útok	surprise	0.602
betray	zradit	surprise	0.602
monstrosity	obludnost	surprise	0.594
alerts	upozornění	surprise	0.594
lightning	Blesk	surprise	0.594
mishap	nehoda	surprise	0.594
shrill	pronikavý	surprise	0.594
stupendous	úžasné	surprise	0.594
mysterious	tajemný	surprise	0.586
paralyzed	paralyzován	surprise	0.586
randomly	náhodně	surprise	0.586
bonus	bonus	surprise	0.586
deceit	podvod	surprise	0.586
wild	divoký	surprise	0.586
pitfall	past	surprise	0.586
wondrous	úžasné	surprise	0.586
uncanny	neobvyklý	surprise	0.586
electric	elektrický	surprise	0.578
oddity	zvláštnost	surprise	0.578
death	smrt	surprise	0.578
jubilant	jásavý	surprise	0.578
godsend	dar z nebes	surprise	0.578
stagger	stagger	surprise	0.578
raving	nepříčetný	surprise	0.578
rejoicing	radost	surprise	0.578
premature	předčasně	surprise	0.578
fluke	fluke	surprise	0.578
bizarre	bizarní	surprise	0.578
revenge	pomsta	surprise	0.570
dynamic	dynamický	surprise	0.570
dismay	zděšení	surprise	0.570
ecstatic	extatický	surprise	0.562
fascinate	fascinovat	surprise	0.562
uncover	odhalit	surprise	0.562
jerk	blbec	surprise	0.562
reward	odměna	surprise	0.562
nefarious	zločinný	surprise	0.562
reappear	znovu se objevit	surprise	0.562
whim	rozmar	surprise	0.555
conjure	Vyvolat	surprise	0.555
crescendo	crescendo	surprise	0.555
zany	bláznivý	surprise	0.555
thaumaturgy	thaumaturgy	surprise	0.555
illuminate	osvětlit	surprise	0.547
rescue	zachránit	surprise	0.547
tantalizing	tantalizující	surprise	0.547
winner	vítěz	surprise	0.547
heroism	hrdinství	surprise	0.547
rarity	rarita	surprise	0.547
ejaculation	ejakulace	surprise	0.547
daze	omámení	surprise	0.547
unbridled	nespojený	surprise	0.547
thwart	překazit	surprise	0.547
treason	zrada	surprise	0.539
punch	rána pěstí	surprise	0.539
insult	urazit	surprise	0.539
lunge	výpad	surprise	0.539
illusion	iluze	surprise	0.539
lucky	šťastný	surprise	0.539
interrupt	přerušit	surprise	0.539
cheer	jásot	surprise	0.539
celebration	oslava	surprise	0.539
violation	porušení	surprise	0.539
marvel	zázrak	surprise	0.539
sensation	pocit	surprise	0.531
fearfully	strašně	surprise	0.531
concealed	skryté	surprise	0.531
banger	petarda	surprise	0.531
affront	urážka	surprise	0.531
snag	zádrhel	surprise	0.531
jest	NO TRANSLATION	surprise	0.531
veer	zatáčet	surprise	0.523
wonder	divit se	surprise	0.523
immediacy	bezprostřednost	surprise	0.523
undiscovered	neobjevený	surprise	0.523
abandonment	opuštění	surprise	0.523
rejoice	Raduj se	surprise	0.523
improvise	improvizovat	surprise	0.523
majestic	majestátní	surprise	0.523
scorpion	Štír	surprise	0.523
victimized	oběť	surprise	0.523
liberate	osvobodit	surprise	0.523
yelp	yelp	surprise	0.516
stealthily	tajně	surprise	0.516
