word	Arabic-ar	emotion	emotion-intensity-score
rainyday	يوم ممطر	sadness	0.242
demonstrative	إيضاحي	sadness	0.242
melodrama	ميلودراما	sadness	0.242
necessity	ضرورة	sadness	0.236
boredom	ملل	sadness	0.235
misty	ضبابي	sadness	0.234
warp	اعوجاج	sadness	0.234
trash	قمامة، يدمر، يهدم	sadness	0.234
burke	بيرك	sadness	0.234
hollow	أجوف	sadness	0.234
void	باطل	sadness	0.234
healing	شفاء	sadness	0.234
cloudy	غائم	sadness	0.234
blockade	حصار	sadness	0.234
depart	تغادر	sadness	0.234
uninteresting	ممل	sadness	0.234
cancel	إلغاء	sadness	0.234
sentence	جملة او حكم على	sadness	0.234
foggy	ضبابي	sadness	0.234
pale	باهت	sadness	0.234
case	قضية	sadness	0.228
rainy	ماطر	sadness	0.227
onerous	مرهق	sadness	0.223
bottom	الأسفل	sadness	0.223
uninterested	لا مبالي	sadness	0.223
fasting	صيام	sadness	0.220
indifference	لا مبالاة	sadness	0.219
boooo	NO TRANSLATION	sadness	0.219
coping	التعامل	sadness	0.219
discolored	مشوه	sadness	0.219
blunder	تخبط	sadness	0.219
thirst	عطش	sadness	0.219
dole	التصدق على الفقراء	sadness	0.219
pious	تقي	sadness	0.219
cocaine	كوكايين	sadness	0.218
tough	قاسي	sadness	0.212
lower	خفض	sadness	0.203
sprain	التواء	sadness	0.203
arid	قاحل	sadness	0.203
fat	سمين	sadness	0.203
revolution	ثورة	sadness	0.203
chilly	حار	sadness	0.203
chargeable	عرضة للإتهام	sadness	0.203
sluggish	كسول	sadness	0.203
yucky	يوكي	sadness	0.203
hoary	أشيب	sadness	0.203
wanting	يريد	sadness	0.202
progression	تقدم	sadness	0.201
closure	إغلاق	sadness	0.195
unbeaten	غير مهزوم	sadness	0.193
veal	لحم العجل	sadness	0.188
retirement	تقاعد	sadness	0.188
oddity	غرائب	sadness	0.188
heartfelt	صادر من القلب	sadness	0.188
meh	مه	sadness	0.188
invalid	غير صالحة	sadness	0.188
tease	يغيظ	sadness	0.188
splitting	شق	sadness	0.188
interrupted	متقطع	sadness	0.188
rumor	شائعة	sadness	0.188
cataract	الساد	sadness	0.188
rack	رف	sadness	0.188
halter	حبل المشنقة	sadness	0.188
cold	البرد	sadness	0.188
concerned	المعنية	sadness	0.184
sarcasm	سخرية	sadness	0.181
strip	قطاع	sadness	0.179
esteem	التقدير	sadness	0.172
feeling	شعور	sadness	0.172
overload	الزائد	sadness	0.172
divided	منقسم	sadness	0.172
memories	ذكريات	sadness	0.172
sap	العصارة	sadness	0.172
eschew	تجنب	sadness	0.172
cupping	الحجامة	sadness	0.172
destination	المكان المقصود	sadness	0.170
nosnow	لا ثلج	sadness	0.169
limited	محدود	sadness	0.167
rain	تمطر	sadness	0.163
willful	عنيد	sadness	0.160
untitled	بدون عنوان	sadness	0.157
weeds	الأعشاب	sadness	0.156
stint	مهمة	sadness	0.156
cross	تعبر	sadness	0.156
pare	NO TRANSLATION	sadness	0.155
snort	تذمر	sadness	0.154
inconsequential	غير منطقي	sadness	0.152
procession	موكب	sadness	0.152
tax	ضريبة	sadness	0.142
lesbian	مثليه	sadness	0.141
emo	ايمو	sadness	0.141
overpriced	مبالغ فيها	sadness	0.141
tolerate	تحمل	sadness	0.141
mug	قدح	sadness	0.141
weight	وزن	sadness	0.141
touchy	شديد الحساسية	sadness	0.140
kennel	مربي الكلاب	sadness	0.130
grounded	على الارض	sadness	0.130
late	متأخر	sadness	0.125
theocratic	ثيوقراطي	sadness	0.125
clouds	سحاب	sadness	0.125
terrific	رائع	sadness	0.125
commemorate	إحياء ذكرى	sadness	0.125
meek	وديع	sadness	0.125
stillness	سكون	sadness	0.125
sisterhood	الأختية	sadness	0.125
socialist	الاشتراكي	sadness	0.125
unpaid	غير مدفوع	sadness	0.125
margin	حافة	sadness	0.125
default	الافتراضي	sadness	0.121
lace	ربط الحذاء	sadness	0.118
unpublished	غير منشورة	sadness	0.116
interested	يستفد	sadness	0.114
fortress	قلعة	sadness	0.110
fleece	الصوف	sadness	0.109
rating	تقييم	sadness	0.109
lush	الوفرة	sadness	0.109
harry	هاري	sadness	0.109
priesthood	كهنوت	sadness	0.109
orchestra	أوركسترا	sadness	0.109
ultimate	أقصى	sadness	0.109
sanctify	قدس	sadness	0.108
income	الإيرادات	sadness	0.100
sonnet	السونيتة قصيدة من 14 بيتا	sadness	0.094
winning	فوز	sadness	0.094
quiet	هادئ	sadness	0.094
boo	بو	sadness	0.094
vainly	عبثا	sadness	0.091
wet	مبلل	sadness	0.078
hug	عناق	sadness	0.078
hut	كوخ	sadness	0.078
ovation	تصفيق	sadness	0.078
humble	متواضع	sadness	0.078
motivating	مشوق	sadness	0.078
opera	دار الأوبرا	sadness	0.078
treat	يعالج	sadness	0.076
hymn	ترنيمة	sadness	0.064
honest	صادق	sadness	0.062
relics	الاثار	sadness	0.061
couch	أريكة	sadness	0.060
waffle	كعكة بالفواكه	sadness	0.047
shell	الصدف	sadness	0.045
musical	موسيقي	sadness	0.045
savor	تذوق	sadness	0.034
vote	تصويت	sadness	0.031
napkin	منديل	sadness	0.031
sing	يغنى	sadness	0.017
music	موسيقى	sadness	0.016
mother	أم	sadness	0.016
nutritious	مغذي	sadness	0.015
lovely	جميل	sadness	0.009
art	فن	sadness	0.000
romance	رومانسي	sadness	0.000
liquor	الخمور	sadness	0.000
sweetheart	حبيبة القلب	sadness	0.000
surprise	مفاجأة	surprise	0.930
flabbergast	شده	surprise	0.906
explode	ينفجر	surprise	0.906
explosion	انفجار	surprise	0.898
explosive	مادة متفجرة	surprise	0.883
ambush	كمين	surprise	0.883
eruption	انفجار	surprise	0.883
frighten	أرعب	surprise	0.875
startle	جفل	surprise	0.875
surprisingly	بشكل مفاجئ	surprise	0.875
shockingly	بصورة مروعة	surprise	0.875
surprising	مفاجئ	surprise	0.867
frightened	خائف	surprise	0.867
surprised	مندهش	surprise	0.867
thrilling	مثير	surprise	0.859
miracle	معجزة	surprise	0.859
outburst	فورة	surprise	0.859
blast	انفجار	surprise	0.852
alarm	إنذار	surprise	0.852
astonishingly	NO TRANSLATION	surprise	0.852
jolt	هزة	surprise	0.844
thunderstruck	مصعوق	surprise	0.844
shock	صدمة	surprise	0.844
fright	رعب	surprise	0.836
bang	انفجار	surprise	0.836
unexpectedly	بشكل غير متوقع	surprise	0.836
catastrophe	كارثة	surprise	0.836
dazzle	انبهار	surprise	0.836
emergency	حالة طوارئ	surprise	0.828
bewilderment	حيرة	surprise	0.828
suddenly	فجأة	surprise	0.828
startling	مذهل	surprise	0.828
astound	ذهل	surprise	0.820
stunned	فاجأ	surprise	0.820
jackpot	الفوز بالجائزة الكبرى	surprise	0.812
earthquake	زلزال	surprise	0.812
disaster	كارثة	surprise	0.812
astonish	اذهل	surprise	0.805
astonishment	دهشة	surprise	0.805
climax	ذروة	surprise	0.805
aghast	مذعور	surprise	0.805
scare	فزع	surprise	0.797
awestruck	مرعوب	surprise	0.797
bomb	قنبلة	surprise	0.789
erupt	أطلق	surprise	0.789
exclaim	صرخ	surprise	0.789
amazement	ذهول	surprise	0.781
detonate	تفجر	surprise	0.773
alarming	مرعب	surprise	0.773
miraculous	معجز	surprise	0.773
invade	غزا	surprise	0.773
raid	غارة	surprise	0.773
abduction	اختطاف	surprise	0.773
kidnap	خطف	surprise	0.766
stupefy	خدر	surprise	0.758
overwhelming	ساحق	surprise	0.758
dumfound	dumfound	surprise	0.758
unpredictable	لا يمكن التنبؤ به	surprise	0.758
unimaginable	غير معقول	surprise	0.750
erratic	شارد	surprise	0.750
accident	حادث	surprise	0.750
outrageous	شائن	surprise	0.750
flinch	جفل	surprise	0.742
blitz	حرب خاطفة	surprise	0.742
petrify	تسمر في مكانه	surprise	0.742
slaughter	ذبح	surprise	0.742
horror	رعب	surprise	0.742
amaze	تدهش	surprise	0.742
bewilder	حير	surprise	0.742
wreck	حطام سفينة	surprise	0.742
stupefaction	غيبوبة	surprise	0.734
excitement	إثارة	surprise	0.734
frenetic	مسعور	surprise	0.734
frantic	محمومة	surprise	0.734
crash	يصطدم _ تصادم	surprise	0.734
sudden	مفاجئ	surprise	0.727
riotous	عربيد	surprise	0.727
vanished	اختفت	surprise	0.727
moonstruck	شارد الذهن	surprise	0.727
outcry	احتجاج	surprise	0.727
bewildered	متحير	surprise	0.719
awe	NO TRANSLATION	surprise	0.719
sabotage	تخريب	surprise	0.719
shriek	صرخة	surprise	0.719
breathless	لاهث	surprise	0.719
scream	صرخة	surprise	0.719
manslaughter	قتل	surprise	0.719
rupture	تمزق	surprise	0.719
unanticipated	غير متوقعة	surprise	0.719
amazedness	amazedness	surprise	0.719
uncontrollable	متعذر ضبطه	surprise	0.711
unexpected	غير متوقع	surprise	0.711
electrify	كهرب	surprise	0.711
stun	صعق	surprise	0.711
shot	اطلاق النار	surprise	0.711
avalanche	انهيار ثلجي	surprise	0.711
gasp	لهاث	surprise	0.711
unforeseen	غير متوقع	surprise	0.703
slam	ضربة عنيفة	surprise	0.703
surge	يندفع يقوة	surprise	0.703
intruder	المتطفل	surprise	0.703
abrupt	شديد الأنحدار	surprise	0.703
suspense	تشويق	surprise	0.703
devastation	دمار	surprise	0.703
dumfounder	NO TRANSLATION	surprise	0.695
volatility	التقلب	surprise	0.695
excite	أثار	surprise	0.695
unprecedented	غير مسبوق	surprise	0.695
stab	طعنة	surprise	0.695
urgent	العاجلة	surprise	0.695
yell	قال بصوت عال	surprise	0.695
strike	إضراب	surprise	0.695
disturbance	إزعاج	surprise	0.688
carnage	مذبحة	surprise	0.688
spectacular	مذهل	surprise	0.688
incredible	لا يصدق	surprise	0.688
recklessness	تهور	surprise	0.680
slap	صفعة	surprise	0.680
monstrous	مشوه الخلقة	surprise	0.680
clamor	صخب	surprise	0.680
thrill	التشويق	surprise	0.680
accidentally	من غير قصد	surprise	0.672
accidental	عرضي	surprise	0.672
striking	مدهش	surprise	0.672
captivate	أسر	surprise	0.672
exhilaration	ابتهاج	surprise	0.672
terrorist	إرهابي	surprise	0.672
inexplicable	متعذر تعليله	surprise	0.672
exciting	مثير	surprise	0.672
topple	قلب	surprise	0.664
dire	NO TRANSLATION	surprise	0.664
volcano	بركان	surprise	0.664
revolution	ثورة	surprise	0.664
freakish	عجيب	surprise	0.664
incendiary	حارق	surprise	0.656
revolt	تمرد	surprise	0.656
sneak	تسلل	surprise	0.656
unspeakable	لا يوصف	surprise	0.656
bloodshed	إراقة الدماء	surprise	0.656
cyclone	الإعصار	surprise	0.648
violent	عنيف	surprise	0.648
disruption	اضطراب	surprise	0.648
spellbound	مدوخ	surprise	0.648
unsuspecting	المطمئنين	surprise	0.648
mutiny	تمرد	surprise	0.648
attacking	مهاجمة	surprise	0.648
unintended	غير مقصود	surprise	0.648
amazingly	مثير للدهشة	surprise	0.648
epidemic	وباء	surprise	0.648
shout	يصيح، يصرخ، صيحة	surprise	0.641
screech	صياح	surprise	0.641
wildfire	حريق هائل	surprise	0.641
indescribable	لا توصف	surprise	0.641
enthusiasm	حماس	surprise	0.641
excitation	إثارة	surprise	0.641
tumult	شغب	surprise	0.641
improvisation	ارتجال	surprise	0.641
anomaly	شذوذ	surprise	0.633
apparition	شبح	surprise	0.633
treachery	خيانة	surprise	0.633
presto	سريع جدا	surprise	0.633
gape	تثاءب	surprise	0.633
agape	فاغر الفم	surprise	0.633
uncertain	غير مؤكد	surprise	0.633
plunder	نهب	surprise	0.633
tempest	عاصفة	surprise	0.625
trick	الخدعة	surprise	0.625
slaughtering	ذبح	surprise	0.625
wonderment	روعة	surprise	0.625
excited	فرح	surprise	0.625
sorcery	شعوذة	surprise	0.625
murderous	قاتل	surprise	0.625
urgency	الاستعجال	surprise	0.625
distress	محنة	surprise	0.625
mystery	الغموض	surprise	0.625
trickery	تحايل	surprise	0.617
intense	المكثف	surprise	0.617
vanish	تلاشى	surprise	0.617
murder	قتل	surprise	0.617
quickness	سرعة	surprise	0.617
intrusive	تطفلي	surprise	0.617
inimaginable	NO TRANSLATION	surprise	0.617
prank	مزحة	surprise	0.617
blindfold	عصب العينين	surprise	0.609
coup	انقلاب	surprise	0.609
splash	دفقة	surprise	0.609
thief	السارق	surprise	0.609
magical	سحري	surprise	0.609
unstable	غير مستقر	surprise	0.609
shatter	تحطيم	surprise	0.609
strangle	خنق	surprise	0.609
defy	تحدى	surprise	0.602
deluge	غمر	surprise	0.602
inconceivable	لا يصدق	surprise	0.602
jubilee	يوبيل	surprise	0.602
stupor	ذهول	surprise	0.602
tackle	يعالج	surprise	0.602
assail	هاجم بعنف	surprise	0.602
betray	أفشى سرا	surprise	0.602
monstrosity	بشاعة	surprise	0.594
alerts	التنبيهات	surprise	0.594
lightning	برق	surprise	0.594
mishap	حادث	surprise	0.594
shrill	شديد	surprise	0.594
stupendous	ملفت للنظر	surprise	0.594
mysterious	غامض	surprise	0.586
paralyzed	مشلول	surprise	0.586
randomly	بشكل عشوائي	surprise	0.586
bonus	علاوة	surprise	0.586
deceit	خداع	surprise	0.586
wild	بري	surprise	0.586
pitfall	شرك	surprise	0.586
wondrous	عجيب	surprise	0.586
uncanny	خارق للطبيعة	surprise	0.586
electric	كهربائي	surprise	0.578
oddity	غرائب	surprise	0.578
death	الموت	surprise	0.578
jubilant	متهلل	surprise	0.578
godsend	مصادفة سعيدة	surprise	0.578
stagger	ذهل	surprise	0.578
raving	هذيان	surprise	0.578
rejoicing	ابتهاج	surprise	0.578
premature	سابق لأوانه	surprise	0.578
fluke	حظ	surprise	0.578
bizarre	غريب	surprise	0.578
revenge	انتقام	surprise	0.570
dynamic	ديناميكي	surprise	0.570
dismay	فزع	surprise	0.570
ecstatic	شاطح	surprise	0.562
fascinate	فتن	surprise	0.562
uncover	كشف	surprise	0.562
jerk	أحمق	surprise	0.562
reward	جائزة او مكافاة	surprise	0.562
nefarious	شائن	surprise	0.562
reappear	ظهر من جديد	surprise	0.562
whim	نزوة	surprise	0.555
conjure	استحضار	surprise	0.555
crescendo	اوجها	surprise	0.555
zany	مهرج	surprise	0.555
thaumaturgy	thaumaturgy	surprise	0.555
illuminate	أنار	surprise	0.547
rescue	إنقاذ	surprise	0.547
tantalizing	محيرة	surprise	0.547
winner	الفائز	surprise	0.547
heroism	بطولة	surprise	0.547
rarity	ندرة	surprise	0.547
ejaculation	قذف	surprise	0.547
daze	دوخ	surprise	0.547
unbridled	غير ملجم	surprise	0.547
thwart	إحباط	surprise	0.547
treason	خيانة	surprise	0.539
punch	لكمة	surprise	0.539
insult	إهانة	surprise	0.539
lunge	اندفع	surprise	0.539
illusion	وهم	surprise	0.539
lucky	سعيد الحظ	surprise	0.539
interrupt	قطع	surprise	0.539
cheer	يشجع	surprise	0.539
celebration	احتفال	surprise	0.539
violation	عنيف	surprise	0.539
marvel	أعجوبة	surprise	0.539
sensation	إحساس	surprise	0.531
fearfully	بخوف	surprise	0.531
concealed	مخفي	surprise	0.531
banger	السجق	surprise	0.531
affront	إهانة	surprise	0.531
snag	عقبة	surprise	0.531
jest	NO TRANSLATION	surprise	0.531
veer	انحرف	surprise	0.523
wonder	يتساءل	surprise	0.523
immediacy	الفورية	surprise	0.523
undiscovered	غير المكتشفة	surprise	0.523
abandonment	التخلي عن	surprise	0.523
rejoice	نبتهج	surprise	0.523
improvise	ارتجل	surprise	0.523
majestic	مهيب	surprise	0.523
scorpion	برج العقرب	surprise	0.523
victimized	ضحية	surprise	0.523
liberate	حرر	surprise	0.523
yelp	عواء	surprise	0.516
stealthily	خلسة	surprise	0.516
tickle	دغدغة	surprise	0.516
chance	فرصة	surprise	0.516
howl	عواء	surprise	0.516
swerve	انحرف	surprise	0.508
reflex	لا ارادي	surprise	0.508
rave	الهذيان	surprise	0.508
pop	فرقعة	surprise	0.508
luck	حظ	surprise	0.508
magnificent	رائع	surprise	0.508
transcendence	تجاوز	surprise	0.508
garish	متوهج	surprise	0.508
unintentionally	عن غير قصد	surprise	0.508
pang	NO TRANSLATION	surprise	0.500
infrequent	نادر	surprise	0.500
marvelous	رائع	surprise	0.500
heroic	بطولي	surprise	0.500
remarkable	لافت للنظر	surprise	0.500
fainting	إغماء	surprise	0.500
slayer	القاتل	surprise	0.500
erotic	شهواني	surprise	0.500
enliven	أحيا	surprise	0.500
alertness	تأهب	surprise	0.500
misbehavior	سوء سلوك	surprise	0.500
embarrassment	مشاكل مالية	surprise	0.500
diversion	تحويل	surprise	0.500
unutterable	لا يوصف	surprise	0.492
nab	اعتقل	surprise	0.492
camouflage	تمويه	surprise	0.492
trump	ورقة رابحة	surprise	0.492
decoy	شرك	surprise	0.492
exigent	NO TRANSLATION	surprise	0.492
chimera	الكمير كائن خرافي	surprise	0.492
infarct	احتشاء	surprise	0.492
birthday	عيد الميلاد	surprise	0.492
greatness	عظمة	surprise	0.492
zeal	حماسة	surprise	0.484
prick	وخزة	surprise	0.484
magician	ساحر	surprise	0.484
underestimate	يقلل من شأن	surprise	0.484
horde	حشد	surprise	0.484
fanfare	جلبة	surprise	0.484
inexpressible	متعذر تفسيره	surprise	0.484
daemon	الخفي	surprise	0.484
variable	متغير	surprise	0.484
curiosity	حب الاستطلاع	surprise	0.484
gawk	البله	surprise	0.477
unguarded	غير مصون	surprise	0.477
chicane	غالط	surprise	0.477
fortune	ثروة	surprise	0.477
sneeze	عطس	surprise	0.477
illumination	إضاءة	surprise	0.477
incident	حادث	surprise	0.477
dreadfully	مخيف	surprise	0.477
strange	غريب	surprise	0.477
subversive	مخرب	surprise	0.477
reversal	انعكاس، ارتداد، انقلاب	surprise	0.469
prowl	جوس	surprise	0.469
rapid	سريعون	surprise	0.469
leery	حذر	surprise	0.469
wizard	ساحر	surprise	0.469
coincidence	صدفة	surprise	0.461
hilarious	مزاح	surprise	0.461
divergent	متشعب	surprise	0.461
subito	NO TRANSLATION	surprise	0.461
break	استراحة	surprise	0.461
slip	انزلاق	surprise	0.461
wonderful	رائع	surprise	0.453
hoax	خدعة	surprise	0.453
winning	فوز	surprise	0.453
overestimate	تقدير مبالغ فيه	surprise	0.453
confession	اعتراف	surprise	0.453
ordeal	محنة	surprise	0.453
evanescence	تلاش	surprise	0.453
merriment	بهجة	surprise	0.453
raffle	السحب	surprise	0.453
stound	stound	surprise	0.445
laughter	ضحك	surprise	0.445
enthusiast	متحمس	surprise	0.445
splendid	رائع	surprise	0.445
feat	عمل	surprise	0.445
perchance	بالمصادفة	surprise	0.445
excel	تفوق	surprise	0.445
gambling	لعب القمار	surprise	0.445
unintentional	غير مقصود	surprise	0.438
brighten	سطع	surprise	0.438
changeable	قابل للتغيير	surprise	0.438
rapt	مستغرق	surprise	0.438
unique	فريد	surprise	0.438
splendor	روعة	surprise	0.438
senseless	لا معنى له	surprise	0.438
gift	هدية مجانية	surprise	0.430
fascination	سحر	surprise	0.430
trepidation	خوف	surprise	0.430
stealthy	مسترق	surprise	0.430
fiesta	العيد	surprise	0.430
delighted	في منتهى السعادة	surprise	0.430
lawsuit	دعوى قضائية	surprise	0.430
intrigue	دسيسة	surprise	0.430
quicksilver	زئبقي	surprise	0.422
originality	أصالة	surprise	0.422
riddle	لغز	surprise	0.422
judgment	حكم	surprise	0.422
enchant	يسحر	surprise	0.422
stealth	تسلل	surprise	0.422
veracity	الإيذائية	surprise	0.414
elusive	صعبة المنال	surprise	0.414
perjury	شهادة زور	surprise	0.414
spirits	معنويات	surprise	0.414
liberation	تحرير	surprise	0.414
illegitimate	غير شرعي	surprise	0.414
syncope	إغماء	surprise	0.414
experiment	تجربة	surprise	0.414
gambler	مقامر	surprise	0.406
eager	حريص	surprise	0.406
inspired	ربما	surprise	0.406
fete	NO TRANSLATION	surprise	0.406
applause	تصفيق	surprise	0.406
allure	إغراء	surprise	0.406
parade	موكب	surprise	0.406
princely	أميري	surprise	0.398
divorce	طلاق	surprise	0.398
guess	خمن	surprise	0.398
burlesque	هزلي	surprise	0.398
secrecy	سرية	surprise	0.398
aspiration	الدخول الى الجسم	surprise	0.391
peri	شبه	surprise	0.391
cheerful	مرح	surprise	0.391
hermaphrodite	خنثى	surprise	0.391
supremacy	سيادة	surprise	0.391
incontinence	سلس البول	surprise	0.391
inheritance	ميراث	surprise	0.383
score	أحرز هدفاً	surprise	0.383
lose	تخسر	surprise	0.383
crowning	تتويج	surprise	0.383
buck	دولار	surprise	0.383
praiseworthy	جدير بالاطراء والثناء	surprise	0.383
cadaver	الجثة	surprise	0.383
compliment	NO TRANSLATION	surprise	0.375
gulp	بلع	surprise	0.375
camouflaged	NO TRANSLATION	surprise	0.375
frisky	لعوب	surprise	0.375
mystic	صوفي	surprise	0.375
succeed	ينجح	surprise	0.375
advance	تقدم	surprise	0.375
sparkle	تألق	surprise	0.367
hope	أمل	surprise	0.367
joker	مهرج	surprise	0.367
sensual	حسي	surprise	0.367
excavation	حفيات	surprise	0.367
feeling	شعور	surprise	0.359
entertainment	وسائل الترفيه	surprise	0.359
clown	مهرج	surprise	0.352
newcomer	الوافد	surprise	0.352
modify	تعديل	surprise	0.352
award	جائزة	surprise	0.352
blessings	سلم	surprise	0.352
postponement	تأجيل	surprise	0.352
obit	obit	surprise	0.352
celebrity	نجاح كبير	surprise	0.344
hero	بطل	surprise	0.344
start	بداية	surprise	0.344
wonderfully	بشكل رائع	surprise	0.344
highest	أعلى	surprise	0.344
proficiency	مهارة	surprise	0.344
glorify	مجد	surprise	0.344
unbeaten	غير مهزوم	surprise	0.336
memorable	بارز	surprise	0.336
sanctify	قدس	surprise	0.336
rekindle	إحياء	surprise	0.336
optimism	التفاؤل	surprise	0.336
warned	حذر	surprise	0.336
prodigious	استثنائي	surprise	0.336
dissolution	تحلل	surprise	0.336
grin	ابتسامة	surprise	0.336
admiration	إعجاب	surprise	0.328
hypertrophy	تضخم	surprise	0.328
present	حاضر	surprise	0.320
hap	NO TRANSLATION	surprise	0.320
angel	ملاك	surprise	0.320
examination	فحص	surprise	0.320
catch	قبض على	surprise	0.320
inaffable	NO TRANSLATION	surprise	0.312
flirt	يغازل	surprise	0.312
puma	كوجر	surprise	0.312
liberty	حرية	surprise	0.312
kiss	قبلة	surprise	0.312
embrace	تعانق	surprise	0.312
occasional	عرضي	surprise	0.312
treat	يعالج	surprise	0.312
saint	قديس	surprise	0.312
scrimmage	مشاجرة	surprise	0.312
dismissal	إقالة	surprise	0.312
perfection	حد الكمال	surprise	0.305
generosity	سخاء	surprise	0.305
gratify	كافأ	surprise	0.305
saintly	طاهر	surprise	0.305
sally	سالي	surprise	0.305
polarity	قطبية	surprise	0.297
finally	أخيرا	surprise	0.297
differently	بشكل مختلف	surprise	0.297
palpable	واضح	surprise	0.297
warn	حذر	surprise	0.297
ceremony	مراسم	surprise	0.297
larger	أكبر	surprise	0.297
favorable	ملائم	surprise	0.297
romance	رومانسي	surprise	0.289
medal	ميدالية	surprise	0.289
inviting	جذاب	surprise	0.289
greeting	تحية	surprise	0.289
candid	صريح	surprise	0.281
resignation	استقالة	surprise	0.281
trip	رحلة قصيرة	surprise	0.281
accolade	احتضان	surprise	0.281
labor	العمل	surprise	0.281
stare	التحديق	surprise	0.273
glimmer	وميض	surprise	0.266
invite	دعا	surprise	0.266
somatic	جسدي	surprise	0.266
admire	معجب	surprise	0.266
immerse	غمر	surprise	0.266
festival	مهرجان	surprise	0.266
mimicry	تقليد	surprise	0.266
compensate	تعويض	surprise	0.266
insolvency	إفلاس	surprise	0.266
playful	لعوب	surprise	0.266
complement	تكملة	surprise	0.258
receiving	يستلم	surprise	0.258
hypothesis	فرضية	surprise	0.258
laugh	يضحك	surprise	0.258
chuckle	ضحكة مكتومة	surprise	0.258
honeymoon	شهر العسل	surprise	0.250
marry	تزوج	surprise	0.242
independence	استقلال	surprise	0.242
opera	دار الأوبرا	surprise	0.242
pleasant	ممتع	surprise	0.242
rhythmical	نظمي	surprise	0.234
assessment	تقدير	surprise	0.234
hopeful	متفائل	surprise	0.234
trophy	غنيمة	surprise	0.234
holiness	قداسة	surprise	0.234
chant	ترنيمة	surprise	0.234
leave	غادر	surprise	0.234
procession	موكب	surprise	0.227
placard	لافتة	surprise	0.227
deal	صفقة	surprise	0.227
cherish	نعتز به	surprise	0.219
good	جيد	surprise	0.219
shopping	التسوق	surprise	0.219
musical	موسيقي	surprise	0.219
shell	الصدف	surprise	0.211
dawn	فجر	surprise	0.211
simplify	تبسيط	surprise	0.211
purity	نقاء	surprise	0.203
nullify	أبطل	surprise	0.203
money	مال	surprise	0.203
sweet	حلو	surprise	0.203
morals	أخلاق	surprise	0.203
synchronize	تزامن	surprise	0.195
preservative	حافظ	surprise	0.195
humanitarian	إنساني	surprise	0.195
unfulfilled	لم تتحقق	surprise	0.195
precious	ثمين	surprise	0.195
obliging	ظريف	surprise	0.188
singularly	بشكل استثنائي	surprise	0.188
foresee	توقع	surprise	0.180
pray	صلى	surprise	0.180
graduation	تخرج	surprise	0.180
lovely	جميل	surprise	0.180
sun	شمس	surprise	0.172
art	فن	surprise	0.172
mouth	فم	surprise	0.172
youth	شباب	surprise	0.172
thirst	عطش	surprise	0.172
young	شاب	surprise	0.164
goodness	صلاح	surprise	0.164
overdue	متأخر	surprise	0.156
visor	قناع	surprise	0.156
practiced	تمارس	surprise	0.156
latent	كامن	surprise	0.156
loyal	مخلص	surprise	0.148
expect	توقع	surprise	0.148
destination	المكان المقصود	surprise	0.148
wireless	لاسلكي	surprise	0.148
quote	اقتبس	surprise	0.141
slush	طين	surprise	0.141
infant	رضيع	surprise	0.141
cream	كريم	surprise	0.141
playground	ملعب	surprise	0.133
organization	منظمة	surprise	0.125
teach	علم	surprise	0.125
vote	تصويت	surprise	0.125
smile	ابتسامة	surprise	0.117
weight	وزن	surprise	0.117
dolphin	دولفين	surprise	0.117
sisterhood	الأختية	surprise	0.109
cable	كابل	surprise	0.109
sunny	مشمس	surprise	0.102
steady	ثابت	surprise	0.094
leisure	راحة	surprise	0.086
peaceful	امن	surprise	0.086
spa	منتجع صحي	surprise	0.086
tree	شجرة	surprise	0.078
picnic	النزهة	surprise	0.078
worm	الفيروس المتنقل	surprise	0.055
truthfulness	مصداقية	trust	0.906
trusted	NO TRANSLATION	trust	0.883
trustworthy	جدير بالثقة	trust	0.867
honest	صادق	trust	0.844
honesty	أمانة	trust	0.844
honor	شرف	trust	0.844
truth	حقيقة	trust	0.844
truthful	صادق	trust	0.836
trusting	واثق ب	trust	0.836
brotherhood	أخوة	trust	0.820
entrust	ودع	trust	0.812
committed	ملتزم	trust	0.805
integrity	النزاهة	trust	0.805
loyalty	وفاء	trust	0.805
honorable	مشرف	trust	0.805
credibility	مصداقية	trust	0.805
trust	ثقة	trust	0.805
faithful	مؤمن	trust	0.797
sincere	صادق	trust	0.797
responsible	مسؤول	trust	0.789
partnership	شراكة	trust	0.789
true	NO TRANSLATION	trust	0.789
wisdom	حكمة	trust	0.789
oath	حلف	trust	0.781
verification	التحقق	trust	0.781
vow	نذر	trust	0.781
cooperative	تعاوني	trust	0.781
respectable	محترم	trust	0.773
credible	معقول	trust	0.773
hero	بطل	trust	0.773
sisterhood	الأختية	trust	0.773
promise	وعد	trust	0.773
verified	التحقق	trust	0.773
qualified	تأهلت	trust	0.766
respected	محترم	trust	0.766
authentication	المصادقة	trust	0.766
compassion	تعاطف	trust	0.759
reputable	حسن السمعة	trust	0.758
safekeeping	حفظها	trust	0.758
reliability	الموثوقية	trust	0.758
moral	أخلاقي	trust	0.758
love	حب	trust	0.758
trusts	NO TRANSLATION	trust	0.758
approval	موافقة	trust	0.758
stable	مستقر	trust	0.750
friend	صديق	trust	0.750
genuine	حقيقي. صادق. صميم	trust	0.750
friendships	NO TRANSLATION	trust	0.750
competence	مهارة	trust	0.750
loyal	مخلص	trust	0.750
ally	حليف	trust	0.750
safeguard	حماية	trust	0.750
companion	رفيق	trust	0.750
