word	Chinese (Simplified)-zh-CN	emotion	emotion-intensity-score
sunk	沉没	sadness	0.426
retribution	报应	sadness	0.424
draining	排水	sadness	0.424
varicella	水痘	sadness	0.424
lastday	NO TRANSLATION	sadness	0.424
haunted	闹鬼	sadness	0.422
dispassionate	冷静	sadness	0.422
deviation	偏差	sadness	0.422
thief	贼	sadness	0.422
cyst	囊肿	sadness	0.422
beggar	乞丐	sadness	0.422
falling	落下	sadness	0.422
neuralgia	神经痛	sadness	0.422
unequal	不等	sadness	0.422
jarring	不和谐	sadness	0.422
bad	坏	sadness	0.422
rip	安息	sadness	0.422
handicap	阻碍	sadness	0.422
cardiomyopathy	心肌病	sadness	0.422
cutting	切割	sadness	0.422
unwelcome	不受欢迎	sadness	0.422
scarce	稀缺	sadness	0.422
wrongdoing	坏事	sadness	0.422
insolvent	资不抵债	sadness	0.422
difficulties	困难	sadness	0.421
invader	侵略者	sadness	0.420
drab	单调	sadness	0.420
fall	秋季	sadness	0.418
illegitimate	非法的	sadness	0.416
expel	驱逐	sadness	0.414
meaningless	无意义的	sadness	0.409
darkness	黑暗	sadness	0.409
syncope	昏厥	sadness	0.407
stroke	行程	sadness	0.406
hoax	恶作剧	sadness	0.406
darken	变暗	sadness	0.406
precarious	危险的	sadness	0.406
subjected	受	sadness	0.406
feudalism	封建	sadness	0.406
fury	愤怒	sadness	0.406
bitch	婊子	sadness	0.406
enmity	敌意	sadness	0.406
wildfire	磷火	sadness	0.406
obnoxious	厌恶	sadness	0.406
confine	局限	sadness	0.406
fatigued	疲劳	sadness	0.406
fault	故障	sadness	0.406
unsatisfied	不满意	sadness	0.405
spank	一巴掌	sadness	0.403
deluge	洪水	sadness	0.402
sigh	叹	sadness	0.402
spinster	独身主义者	sadness	0.400
blue	蓝色	sadness	0.400
needalife	NO TRANSLATION	sadness	0.398
owing	亏欠的	sadness	0.398
embarrass	阻碍	sadness	0.394
pitfall	陷阱	sadness	0.394
pointless	无意义	sadness	0.394
seriousness	严肃	sadness	0.394
monsoon	雨季	sadness	0.391
debt	债务	sadness	0.391
exhausted	累	sadness	0.391
stretcher	担架	sadness	0.391
condescension	屈尊	sadness	0.391
dwarfed	所绘	sadness	0.391
inefficient	低效	sadness	0.391
ravenous	饿坏了的	sadness	0.391
rue	后悔	sadness	0.391
banshee	女妖	sadness	0.391
daemon	守护进程	sadness	0.391
feeble	微弱	sadness	0.391
coldness	寒冷	sadness	0.391
ifonly	要是	sadness	0.391
insulting	侮辱	sadness	0.391
trickery	诡计	sadness	0.391
noose	套索	sadness	0.391
punch	冲床	sadness	0.391
reproach	责备	sadness	0.391
ineptitude	无能	sadness	0.391
refused	拒绝	sadness	0.391
cage	笼	sadness	0.391
brute	畜生	sadness	0.391
subvert	颠覆	sadness	0.384
jealousy	妒忌	sadness	0.382
geriatric	老年	sadness	0.379
miss	小姐	sadness	0.379
struggle	斗争	sadness	0.379
inexcusable	不可原谅	sadness	0.379
descent	降落	sadness	0.377
entangled	纠缠	sadness	0.377
ashes	灰烬	sadness	0.377
exhaustion	衰竭	sadness	0.375
blackness	黑	sadness	0.375
funk	恐惧	sadness	0.375
disqualify	资格	sadness	0.375
slump	暴跌	sadness	0.375
inconsiderate	轻率	sadness	0.375
noncompliance	违规	sadness	0.375
goodbye	再见	sadness	0.375
sucks	吸	sadness	0.375
landslide	滑坡	sadness	0.375
overcast	灰蒙蒙	sadness	0.375
rabid	疯狂的	sadness	0.375
inferior	下	sadness	0.375
murky	模糊	sadness	0.375
prostitution	卖淫	sadness	0.375
scar	瘢痕	sadness	0.375
dispel	打消	sadness	0.375
parting	离别	sadness	0.375
wasting	浪费	sadness	0.375
withdraw	收回	sadness	0.375
oust	逐出	sadness	0.375
sympathy	同情	sadness	0.375
delay	延迟	sadness	0.373
unattractive	没有吸引力	sadness	0.373
apologize	道歉	sadness	0.370
crazy	疯	sadness	0.368
bastard	混蛋	sadness	0.366
deteriorated	恶化	sadness	0.365
inter	间	sadness	0.364
empty	空	sadness	0.364
mocking	嘲讽	sadness	0.363
adder	加法器	sadness	0.361
hindering	阻碍	sadness	0.359
flounder	比目鱼	sadness	0.359
hunter	猎人	sadness	0.359
unable	无法	sadness	0.359
fruitless	不结果	sadness	0.359
arraignment	提审	sadness	0.359
tremor	震	sadness	0.359
taunt	嘲讽	sadness	0.359
fainting	昏晕	sadness	0.359
plaintive	哀怨	sadness	0.359
defendant	被告	sadness	0.359
disconnect	断开	sadness	0.359
servile	低三下四	sadness	0.359
unsuccessful	不成功	sadness	0.359
unemployed	失业的	sadness	0.359
austere	简朴的	sadness	0.359
lockup	锁起来	sadness	0.359
numbness	麻木	sadness	0.359
wrangling	扯皮	sadness	0.359
misunderstanding	误解	sadness	0.359
obesity	肥胖	sadness	0.359
idiocy	白痴	sadness	0.359
consecration	奉献	sadness	0.359
perpetrator	肇事者	sadness	0.359
doubt	怀疑	sadness	0.359
affront	冒犯	sadness	0.359
unpopular	不得人心	sadness	0.359
inefficiency	低效	sadness	0.359
corse	NO TRANSLATION	sadness	0.359
fuss	小题大作	sadness	0.359
unrest	动荡	sadness	0.351
intervention	介入	sadness	0.348
wimpy	懦弱	sadness	0.348
waste	浪费	sadness	0.348
absentee	缺席者	sadness	0.348
spoiler	扰流板	sadness	0.348
flaw	缺陷	sadness	0.347
blindly	盲目地	sadness	0.344
thrash	鞭打	sadness	0.344
furrow	畦	sadness	0.344
militia	民兵	sadness	0.344
litigate	诉讼	sadness	0.344
stained	染色	sadness	0.344
uninspired	平庸	sadness	0.344
uninvited	不速之	sadness	0.344
detention	拘留	sadness	0.344
surgery	手术	sadness	0.344
lawsuit	诉讼	sadness	0.344
specter	幽灵	sadness	0.344
desert	沙漠	sadness	0.344
attenuation	衰减	sadness	0.344
forfeit	丧失	sadness	0.344
plea	恳求	sadness	0.344
cumbersome	笨重	sadness	0.344
resigned	辞职	sadness	0.344
lagging	滞后	sadness	0.344
intercede	说情	sadness	0.344
myopia	近视	sadness	0.339
unaccountable	莫名其妙	sadness	0.339
mishap	不测	sadness	0.338
probation	缓刑	sadness	0.336
disagreeing	不同意	sadness	0.333
severance	遣散	sadness	0.333
bacteria	菌	sadness	0.328
adrift	漂浮	sadness	0.328
squall	飑	sadness	0.328
nether	幽冥	sadness	0.328
leave	离开	sadness	0.328
incompetent	无能	sadness	0.328
endless	无穷	sadness	0.328
unacceptable	不可接受	sadness	0.328
bondage	束缚	sadness	0.328
dependence	依赖	sadness	0.328
sterile	无菌	sadness	0.328
unacknowledged	未确认	sadness	0.328
disallowed	不允许	sadness	0.328
nepotism	裙带关系	sadness	0.328
soreness	疼痛	sadness	0.328
scold	骂	sadness	0.327
flaccid	松弛	sadness	0.324
hobo	流浪汉	sadness	0.323
fragile	脆弱	sadness	0.319
stingy	小气	sadness	0.319
sue	起诉	sadness	0.318
scarcely	几乎没有	sadness	0.318
mistake	错误	sadness	0.312
committal	拘押	sadness	0.312
fatty	脂肪	sadness	0.312
wan	NO TRANSLATION	sadness	0.312
thresh	脱粒	sadness	0.312
skid	刹车	sadness	0.312
hamstring	腿筋	sadness	0.312
nonsensical	无厘头	sadness	0.312
ulcer	溃疡	sadness	0.312
defy	违抗	sadness	0.312
nostalgia	怀旧之情	sadness	0.312
inhibit	抑制	sadness	0.312
clouded	乌云密布	sadness	0.312
evanescence	伊凡塞斯	sadness	0.312
conceal	隐藏	sadness	0.311
blemish	缺陷	sadness	0.310
resisting	抵制	sadness	0.309
sympathetic	有同情心	sadness	0.307
bugaboo	吓人的东西	sadness	0.304
confess	承认	sadness	0.303
opium	鸦片	sadness	0.303
alas	唉	sadness	0.302
setback	挫折	sadness	0.297
halting	暂停	sadness	0.297
incase	以防万一	sadness	0.297
inappropriate	不当	sadness	0.297
toocold	NO TRANSLATION	sadness	0.297
migraine	偏头痛	sadness	0.297
incompatible	不相容	sadness	0.297
dull	平淡	sadness	0.297
discontinuity	中断	sadness	0.297
wrinkled	皱	sadness	0.297
suppress	压制	sadness	0.297
weak	弱	sadness	0.297
mislead	误导	sadness	0.297
subsidence	下沉	sadness	0.297
hermit	隐士	sadness	0.296
moving	移动	sadness	0.295
shrink	收缩	sadness	0.295
shiver	发抖	sadness	0.291
tramp	流浪汉	sadness	0.288
constraint	约束	sadness	0.288
unimportant	不重要	sadness	0.288
rubble	瓦砾	sadness	0.282
excluding	排除	sadness	0.281
revoke	撤消	sadness	0.281
negro	黑人	sadness	0.281
shortage	短缺	sadness	0.281
wearily	疲劳	sadness	0.281
grey	灰色	sadness	0.281
senseless	无意义	sadness	0.281
overdue	过期的	sadness	0.281
flinch	退缩	sadness	0.281
adverse	不利的	sadness	0.281
remove	去掉	sadness	0.281
grumpy	性情乖戾的	sadness	0.281
flop	拍击声	sadness	0.281
scrapie	羊瘙痒病	sadness	0.281
confession	自白书	sadness	0.281
timid	胆小	sadness	0.281
down	下	sadness	0.281
unseat	拉下马	sadness	0.281
apathy	暮气	sadness	0.281
taint	污点	sadness	0.281
black	黑色	sadness	0.281
knell	丧钟	sadness	0.275
jurisprudence	法理	sadness	0.273
humbled	自愧不如	sadness	0.273
confusion	混乱	sadness	0.273
soldier	士兵	sadness	0.273
throb	搏动	sadness	0.273
gray	灰色	sadness	0.269
obstacle	障碍	sadness	0.266
lax	松	sadness	0.266
eternity	永恒	sadness	0.266
leaving	离开	sadness	0.266
unrealistic	不切实际	sadness	0.266
mixedemotions	复杂的情绪	sadness	0.266
slur	诽谤	sadness	0.266
drifted	漂流	sadness	0.266
remiss	失职	sadness	0.266
shack	窝棚	sadness	0.266
inconvenient	不方便	sadness	0.263
restrict	限制	sadness	0.259
misrepresentation	误传	sadness	0.259
stagnant	滞	sadness	0.259
disservice	帮倒忙	sadness	0.258
backwater	回水	sadness	0.255
nosun	NO TRANSLATION	sadness	0.255
wilderness	荒野	sadness	0.255
wasteful	浪费	sadness	0.250
labored	吃力	sadness	0.250
uneducated	没有受过教育	sadness	0.250
incomplete	残缺	sadness	0.250
older	旧的	sadness	0.250
speculation	推测	sadness	0.250
undying	不朽	sadness	0.250
pine	松树	sadness	0.250
tempest	暴风雨	sadness	0.250
humbug	哄骗	sadness	0.250
bang	砰	sadness	0.250
gullible	轻信	sadness	0.250
unexplained	原因不明	sadness	0.250
communism	共产主义	sadness	0.250
error	错误	sadness	0.250
anchorage	锚地	sadness	0.250
rainyday	下雨天	sadness	0.242
demonstrative	示范	sadness	0.242
melodrama	情景剧	sadness	0.242
necessity	必要性	sadness	0.236
boredom	无聊	sadness	0.235
misty	蒙蒙	sadness	0.234
warp	经	sadness	0.234
trash	垃圾	sadness	0.234
burke	伯克	sadness	0.234
hollow	空洞	sadness	0.234
void	空虚	sadness	0.234
healing	复原	sadness	0.234
cloudy	多云的	sadness	0.234
blockade	封锁	sadness	0.234
depart	离开	sadness	0.234
uninteresting	枯燥	sadness	0.234
cancel	取消	sadness	0.234
sentence	句子	sadness	0.234
foggy	有雾	sadness	0.234
pale	苍白	sadness	0.234
case	案件	sadness	0.228
rainy	多雨的	sadness	0.227
onerous	繁重的	sadness	0.223
bottom	底部	sadness	0.223
uninterested	无心恋战	sadness	0.223
fasting	禁食	sadness	0.220
indifference	漠不关心	sadness	0.219
boooo	NO TRANSLATION	sadness	0.219
coping	应对	sadness	0.219
discolored	脱色的	sadness	0.219
blunder	错误	sadness	0.219
thirst	口渴	sadness	0.219
dole	悲	sadness	0.219
pious	虔	sadness	0.219
cocaine	可卡因	sadness	0.218
tough	强硬	sadness	0.212
lower	降低	sadness	0.203
sprain	扭伤	sadness	0.203
arid	干旱	sadness	0.203
fat	脂肪	sadness	0.203
revolution	革命	sadness	0.203
chilly	寒冷	sadness	0.203
chargeable	收费	sadness	0.203
sluggish	迟缓	sadness	0.203
yucky	令人讨厌	sadness	0.203
hoary	苍老	sadness	0.203
wanting	希望	sadness	0.202
progression	级数	sadness	0.201
closure	关闭	sadness	0.195
unbeaten	不败	sadness	0.193
veal	小牛肉	sadness	0.188
retirement	退休	sadness	0.188
oddity	怪人	sadness	0.188
heartfelt	衷心	sadness	0.188
meh	MEH	sadness	0.188
invalid	无效	sadness	0.188
tease	逗	sadness	0.188
splitting	分裂	sadness	0.188
interrupted	间断	sadness	0.188
rumor	谣言	sadness	0.188
cataract	白内障	sadness	0.188
rack	架	sadness	0.188
halter	羁	sadness	0.188
cold	冷	sadness	0.188
concerned	关心	sadness	0.184
sarcasm	讽刺	sadness	0.181
strip	跳闸	sadness	0.179
esteem	尊重	sadness	0.172
feeling	感觉	sadness	0.172
overload	超载	sadness	0.172
divided	分为	sadness	0.172
memories	回忆	sadness	0.172
sap	树液	sadness	0.172
eschew	避	sadness	0.172
cupping	拔罐	sadness	0.172
destination	目的地	sadness	0.170
nosnow	nosnow	sadness	0.169
limited	有限	sadness	0.167
rain	雨	sadness	0.163
willful	恣意	sadness	0.160
untitled	无标题	sadness	0.157
weeds	杂草	sadness	0.156
stint	限制	sadness	0.156
cross	交叉	sadness	0.156
pare	NO TRANSLATION	sadness	0.155
snort	哼	sadness	0.154
inconsequential	无关紧要	sadness	0.152
procession	游行	sadness	0.152
tax	税	sadness	0.142
lesbian	女同性恋	sadness	0.141
emo	EMO	sadness	0.141
overpriced	高估	sadness	0.141
tolerate	容忍	sadness	0.141
mug	杯	sadness	0.141
weight	重量	sadness	0.141
touchy	易怒的	sadness	0.140
kennel	狗窝	sadness	0.130
grounded	接地	sadness	0.130
late	晚了	sadness	0.125
theocratic	政教合一	sadness	0.125
clouds	云	sadness	0.125
terrific	了不起	sadness	0.125
commemorate	纪念	sadness	0.125
meek	温顺	sadness	0.125
stillness	寂静	sadness	0.125
sisterhood	姐妹	sadness	0.125
socialist	社会主义的	sadness	0.125
unpaid	未付	sadness	0.125
margin	余量	sadness	0.125
default	默认	sadness	0.121
lace	花边	sadness	0.118
unpublished	未公布	sadness	0.116
interested	有兴趣	sadness	0.114
fortress	堡垒	sadness	0.110
fleece	羊毛	sadness	0.109
rating	评分	sadness	0.109
lush	青葱的	sadness	0.109
harry	掠夺	sadness	0.109
priesthood	圣职	sadness	0.109
orchestra	乐队	sadness	0.109
ultimate	最终	sadness	0.109
sanctify	圣化	sadness	0.108
income	收入	sadness	0.100
sonnet	十四行诗	sadness	0.094
winning	胜利	sadness	0.094
quiet	安静	sadness	0.094
boo	嘘	sadness	0.094
vainly	徒劳的	sadness	0.091
wet	湿	sadness	0.078
hug	拥抱	sadness	0.078
hut	棚屋	sadness	0.078
ovation	欢呼	sadness	0.078
humble	谦卑	sadness	0.078
motivating	激励	sadness	0.078
opera	歌剧	sadness	0.078
treat	对待	sadness	0.076
hymn	圣歌	sadness	0.064
honest	诚实	sadness	0.062
relics	文物	sadness	0.061
couch	长椅	sadness	0.060
waffle	胡扯	sadness	0.047
shell	贝壳	sadness	0.045
musical	音乐	sadness	0.045
savor	品尝	sadness	0.034
vote	投票	sadness	0.031
napkin	餐巾	sadness	0.031
sing	唱	sadness	0.017
music	音乐	sadness	0.016
mother	母亲	sadness	0.016
nutritious	有营养	sadness	0.015
lovely	可爱	sadness	0.009
art	艺术	sadness	0.000
romance	浪漫	sadness	0.000
liquor	酒	sadness	0.000
sweetheart	爱人	sadness	0.000
surprise	惊	surprise	0.930
flabbergast	惊奇	surprise	0.906
explode	爆炸	surprise	0.906
explosion	爆炸	surprise	0.898
explosive	爆炸物	surprise	0.883
ambush	伏击	surprise	0.883
eruption	喷发	surprise	0.883
frighten	吓唬	surprise	0.875
startle	惊吓	surprise	0.875
surprisingly	出奇	surprise	0.875
shockingly	令人吃惊	surprise	0.875
surprising	奇怪	surprise	0.867
frightened	受惊	surprise	0.867
surprised	诧异	surprise	0.867
thrilling	惊险	surprise	0.859
miracle	奇迹	surprise	0.859
outburst	突发	surprise	0.859
blast	爆破	surprise	0.852
alarm	报警	surprise	0.852
astonishingly	NO TRANSLATION	surprise	0.852
jolt	颠簸	surprise	0.844
thunderstruck	吓坏的	surprise	0.844
shock	休克	surprise	0.844
fright	惊骇	surprise	0.836
bang	砰	surprise	0.836
unexpectedly	不料	surprise	0.836
catastrophe	灾难	surprise	0.836
dazzle	炫	surprise	0.836
emergency	急	surprise	0.828
bewilderment	困惑	surprise	0.828
suddenly	突然	surprise	0.828
startling	触目惊心	surprise	0.828
astound	惊奇	surprise	0.820
stunned	目瞪口呆	surprise	0.820
jackpot	头奖	surprise	0.812
earthquake	地震	surprise	0.812
disaster	灾害	surprise	0.812
astonish	震惊	surprise	0.805
astonishment	惊愕	surprise	0.805
climax	高潮	surprise	0.805
aghast	骇然	surprise	0.805
scare	吓	surprise	0.797
awestruck	肃然起敬	surprise	0.797
bomb	炸弹	surprise	0.789
erupt	爆发	surprise	0.789
exclaim	喊叫	surprise	0.789
amazement	惊愕	surprise	0.781
detonate	起爆	surprise	0.773
alarming	惊人	surprise	0.773
miraculous	神奇	surprise	0.773
invade	入侵	surprise	0.773
raid	袭击	surprise	0.773
abduction	绑架	surprise	0.773
kidnap	绑架	surprise	0.766
stupefy	昏昏倒地	surprise	0.758
overwhelming	压倒	surprise	0.758
dumfound	dumfound	surprise	0.758
unpredictable	不可预料的	surprise	0.758
unimaginable	不可思议	surprise	0.750
erratic	不稳定的	surprise	0.750
accident	事故	surprise	0.750
outrageous	蛮横的	surprise	0.750
flinch	退缩	surprise	0.742
blitz	闪电战	surprise	0.742
petrify	发呆	surprise	0.742
slaughter	屠宰	surprise	0.742
horror	恐怖	surprise	0.742
amaze	惊奇	surprise	0.742
bewilder	困惑	surprise	0.742
wreck	破坏	surprise	0.742
stupefaction	发呆	surprise	0.734
excitement	激动	surprise	0.734
frenetic	狂热的	surprise	0.734
frantic	疯狂的	surprise	0.734
crash	紧急	surprise	0.734
sudden	突然	surprise	0.727
riotous	放荡的	surprise	0.727
vanished	消失	surprise	0.727
moonstruck	发狂的	surprise	0.727
outcry	喊叫	surprise	0.727
bewildered	不知所措	surprise	0.719
awe	NO TRANSLATION	surprise	0.719
sabotage	破坏	surprise	0.719
shriek	尖叫	surprise	0.719
breathless	咋舌	surprise	0.719
scream	惊叫	surprise	0.719
manslaughter	误杀	surprise	0.719
rupture	破裂	surprise	0.719
unanticipated	意外	surprise	0.719
amazedness	amazedness	surprise	0.719
uncontrollable	不可控	surprise	0.711
unexpected	意外	surprise	0.711
electrify	通电	surprise	0.711
stun	击晕	surprise	0.711
shot	射击	surprise	0.711
avalanche	雪崩	surprise	0.711
gasp	喘气	surprise	0.711
unforeseen	意外	surprise	0.703
slam	猛撞	surprise	0.703
surge	浪涌	surprise	0.703
intruder	侵入者	surprise	0.703
abrupt	突兀	surprise	0.703
suspense	悬念	surprise	0.703
devastation	毁坏	surprise	0.703
dumfounder	NO TRANSLATION	surprise	0.695
volatility	挥发性	surprise	0.695
excite	激发	surprise	0.695
unprecedented	史无前例	surprise	0.695
stab	刺	surprise	0.695
urgent	紧急	surprise	0.695
yell	叫喊	surprise	0.695
strike	罢工	surprise	0.695
disturbance	骚乱	surprise	0.688
carnage	大屠杀	surprise	0.688
spectacular	壮观	surprise	0.688
incredible	难以置信	surprise	0.688
recklessness	鲁莽	surprise	0.680
slap	拍击	surprise	0.680
monstrous	滔天	surprise	0.680
clamor	叫嚣	surprise	0.680
thrill	颤抖	surprise	0.680
accidentally	偶然	surprise	0.672
accidental	偶然	surprise	0.672
striking	引人注目	surprise	0.672
captivate	着迷	surprise	0.672
exhilaration	不亦乐乎	surprise	0.672
terrorist	恐怖分子	surprise	0.672
inexplicable	费解的	surprise	0.672
exciting	扣人心弦	surprise	0.672
topple	倾覆	surprise	0.664
dire	NO TRANSLATION	surprise	0.664
volcano	火山	surprise	0.664
revolution	革命	surprise	0.664
freakish	滑稽可笑的	surprise	0.664
incendiary	放火的	surprise	0.656
revolt	反叛	surprise	0.656
sneak	潜行	surprise	0.656
unspeakable	无法形容	surprise	0.656
bloodshed	流血	surprise	0.656
cyclone	气旋	surprise	0.648
violent	暴力	surprise	0.648
disruption	瓦解	surprise	0.648
spellbound	败兴而归	surprise	0.648
unsuspecting	信任的	surprise	0.648
mutiny	兵变	surprise	0.648
attacking	进攻	surprise	0.648
unintended	意外	surprise	0.648
amazingly	令人惊讶	surprise	0.648
epidemic	疫情	surprise	0.648
shout	喊	surprise	0.641
screech	尖叫	surprise	0.641
wildfire	磷火	surprise	0.641
indescribable	无法形容	surprise	0.641
enthusiasm	热情	surprise	0.641
excitation	励磁	surprise	0.641
tumult	骚动	surprise	0.641
improvisation	即兴	surprise	0.641
anomaly	不规则	surprise	0.633
apparition	幻影	surprise	0.633
treachery	背信弃义	surprise	0.633
presto	急板	surprise	0.633
gape	盱	surprise	0.633
agape	纯爱	surprise	0.633
uncertain	不确定	surprise	0.633
plunder	掠夺	surprise	0.633
tempest	暴风雨	surprise	0.625
trick	招	surprise	0.625
slaughtering	屠宰	surprise	0.625
wonderment	惊愕	surprise	0.625
excited	兴奋	surprise	0.625
sorcery	巫术	surprise	0.625
murderous	杀	surprise	0.625
urgency	急	surprise	0.625
distress	苦难	surprise	0.625
mystery	神秘	surprise	0.625
trickery	诡计	surprise	0.617
intense	激烈	surprise	0.617
vanish	消失	surprise	0.617
murder	谋杀	surprise	0.617
quickness	速度	surprise	0.617
intrusive	侵入	surprise	0.617
inimaginable	NO TRANSLATION	surprise	0.617
prank	恶作剧	surprise	0.617
blindfold	盲目的	surprise	0.609
coup	政变	surprise	0.609
splash	溅	surprise	0.609
thief	贼	surprise	0.609
magical	神奇	surprise	0.609
unstable	不稳定	surprise	0.609
shatter	打碎	surprise	0.609
strangle	扼杀	surprise	0.609
defy	违抗	surprise	0.602
deluge	洪水	surprise	0.602
inconceivable	不可思议	surprise	0.602
jubilee	欢乐	surprise	0.602
stupor	麻木	surprise	0.602
tackle	滑车	surprise	0.602
assail	攻击	surprise	0.602
betray	背叛	surprise	0.602
monstrosity	怪物	surprise	0.594
alerts	警报	surprise	0.594
lightning	闪电	surprise	0.594
mishap	不测	surprise	0.594
shrill	尖锐	surprise	0.594
stupendous	巨大的	surprise	0.594
mysterious	神秘	surprise	0.586
paralyzed	瘫	surprise	0.586
randomly	随机	surprise	0.586
bonus	奖金	surprise	0.586
deceit	谎言	surprise	0.586
wild	野生	surprise	0.586
pitfall	陷阱	surprise	0.586
wondrous	奇妙	surprise	0.586
uncanny	神秘的	surprise	0.586
electric	电动	surprise	0.578
oddity	怪人	surprise	0.578
death	死亡	surprise	0.578
jubilant	喜庆	surprise	0.578
godsend	天赐	surprise	0.578
stagger	错开	surprise	0.578
raving	狂言	surprise	0.578
rejoicing	欣喜	surprise	0.578
premature	过早	surprise	0.578
fluke	吸虫	surprise	0.578
bizarre	奇异的	surprise	0.578
revenge	复仇	surprise	0.570
dynamic	动态	surprise	0.570
dismay	沮丧	surprise	0.570
ecstatic	欣喜若狂	surprise	0.562
fascinate	吸引	surprise	0.562
uncover	揭露	surprise	0.562
jerk	混蛋	surprise	0.562
reward	奖励	surprise	0.562
nefarious	邪恶	surprise	0.562
reappear	再现	surprise	0.562
whim	怪念头	surprise	0.555
conjure	变戏法	surprise	0.555
crescendo	渐强	surprise	0.555
zany	滑稽的	surprise	0.555
thaumaturgy	奇术	surprise	0.555
illuminate	照亮	surprise	0.547
rescue	拯救	surprise	0.547
tantalizing	诱人	surprise	0.547
winner	优胜者	surprise	0.547
heroism	英雄主义	surprise	0.547
rarity	稀有	surprise	0.547
ejaculation	射精	surprise	0.547
daze	发呆	surprise	0.547
unbridled	恣意	surprise	0.547
thwart	阻挠	surprise	0.547
treason	叛逆	surprise	0.539
punch	冲床	surprise	0.539
insult	侮辱	surprise	0.539
lunge	弓步	surprise	0.539
illusion	错觉	surprise	0.539
lucky	幸运	surprise	0.539
interrupt	打断	surprise	0.539
cheer	欢呼	surprise	0.539
celebration	庆典	surprise	0.539
violation	违反	surprise	0.539
marvel	奇迹	surprise	0.539
sensation	感觉	surprise	0.531
fearfully	可怕	surprise	0.531
concealed	暗	surprise	0.531
banger	香肠	surprise	0.531
affront	冒犯	surprise	0.531
snag	钉子	surprise	0.531
jest	NO TRANSLATION	surprise	0.531
veer	德维尔	surprise	0.523
wonder	奇迹	surprise	0.523
immediacy	直接	surprise	0.523
undiscovered	未被发现	surprise	0.523
abandonment	放弃	surprise	0.523
rejoice	麾	surprise	0.523
improvise	凑合	surprise	0.523
majestic	雄伟	surprise	0.523
scorpion	蝎	surprise	0.523
victimized	受害	surprise	0.523
liberate	解放	surprise	0.523
yelp	喊叫	surprise	0.516
stealthily	偷偷地	surprise	0.516
tickle	痒痒	surprise	0.516
chance	机会	surprise	0.516
howl	嗥	surprise	0.516
swerve	转弯	surprise	0.508
reflex	反射	surprise	0.508
rave	狂欢	surprise	0.508
pop	流行的	surprise	0.508
luck	运气	surprise	0.508
magnificent	华丽的	surprise	0.508
transcendence	超越	surprise	0.508
garish	扎眼	surprise	0.508
unintentionally	无意中	surprise	0.508
pang	NO TRANSLATION	surprise	0.500
infrequent	罕见的	surprise	0.500
marvelous	奇妙	surprise	0.500
heroic	英勇	surprise	0.500
remarkable	卓越	surprise	0.500
fainting	昏晕	surprise	0.500
slayer	杀手	surprise	0.500
erotic	好色之徒	surprise	0.500
enliven	活跃	surprise	0.500
alertness	警觉	surprise	0.500
misbehavior	不当行为	surprise	0.500
embarrassment	困窘	surprise	0.500
diversion	导流	surprise	0.500
unutterable	难言	surprise	0.492
nab	捉拿	surprise	0.492
camouflage	伪装	surprise	0.492
trump	王牌	surprise	0.492
decoy	引诱	surprise	0.492
exigent	NO TRANSLATION	surprise	0.492
chimera	嵌合体	surprise	0.492
infarct	梗塞	surprise	0.492
birthday	生日	surprise	0.492
greatness	伟大	surprise	0.492
zeal	热情	surprise	0.484
prick	刺	surprise	0.484
magician	魔术师	surprise	0.484
underestimate	低估	surprise	0.484
horde	部落	surprise	0.484
fanfare	大张旗鼓	surprise	0.484
inexpressible	无法形容	surprise	0.484
daemon	守护进程	surprise	0.484
variable	变量	surprise	0.484
curiosity	好奇心	surprise	0.484
gawk	呆子	surprise	0.477
unguarded	无人防守的	surprise	0.477
chicane	强辩	surprise	0.477
fortune	幸运	surprise	0.477
sneeze	喷嚏	surprise	0.477
illumination	照明	surprise	0.477
incident	事件	surprise	0.477
dreadfully	可怕	surprise	0.477
strange	奇怪	surprise	0.477
subversive	颠覆	surprise	0.477
reversal	翻转	surprise	0.469
prowl	潜行	surprise	0.469
rapid	快速	surprise	0.469
leery	持怀疑态度	surprise	0.469
wizard	巫师	surprise	0.469
coincidence	巧合	surprise	0.461
hilarious	欢闹的	surprise	0.461
divergent	发散	surprise	0.461
subito	NO TRANSLATION	surprise	0.461
break	打破	surprise	0.461
slip	滑	surprise	0.461
wonderful	精彩	surprise	0.453
hoax	恶作剧	surprise	0.453
winning	胜利	surprise	0.453
overestimate	估计过高	surprise	0.453
confession	自白书	surprise	0.453
ordeal	考验	surprise	0.453
evanescence	伊凡塞斯	surprise	0.453
merriment	欢乐	surprise	0.453
raffle	废物	surprise	0.453
stound	stound	surprise	0.445
laughter	笑声	surprise	0.445
enthusiast	爱好者	surprise	0.445
splendid	灿烂	surprise	0.445
feat	功绩	surprise	0.445
perchance	或许	surprise	0.445
excel	高强	surprise	0.445
gambling	赌博	surprise	0.445
unintentional	无意	surprise	0.438
brighten	变亮	surprise	0.438
changeable	多变	surprise	0.438
rapt	全神贯注	surprise	0.438
unique	独特	surprise	0.438
splendor	辉	surprise	0.438
senseless	无意义	surprise	0.438
gift	礼品	surprise	0.430
fascination	魅力	surprise	0.430
trepidation	不安	surprise	0.430
stealthy	鬼鬼祟祟	surprise	0.430
fiesta	节日	surprise	0.430
delighted	欣喜的	surprise	0.430
lawsuit	诉讼	surprise	0.430
intrigue	诡计	surprise	0.430
