word	Shona-sn	emotion	emotion-intensity-score
treat	kubata	sadness	0.076
hymn	rwiyo	sadness	0.064
honest	vakatendeseka	sadness	0.062
relics	relics	sadness	0.061
couch	couch	sadness	0.060
waffle	Waffle	sadness	0.047
shell	shell	sadness	0.045
musical	mimhanzi	sadness	0.045
savor	kunhuwirira	sadness	0.034
vote	vhoti	sadness	0.031
napkin	napkin	sadness	0.031
sing	kuimba	sadness	0.017
music	mimhanzi	sadness	0.016
mother	amai	sadness	0.016
nutritious	inonwisa	sadness	0.015
lovely	lovely	sadness	0.009
art	unyanzvi	sadness	0.000
romance	romance	sadness	0.000
liquor	doro	sadness	0.000
sweetheart	mudiwa	sadness	0.000
surprise	kushamisika	surprise	0.930
flabbergast	flabbergast	surprise	0.906
explode	kuputika	surprise	0.906
explosion	kuputika	surprise	0.898
explosive	kuputika	surprise	0.883
ambush	ambush	surprise	0.883
eruption	eruption	surprise	0.883
frighten	itya	surprise	0.875
startle	kushamisa	surprise	0.875
surprisingly	zvinoshamisa	surprise	0.875
shockingly	shockingly	surprise	0.875
surprising	zvinoshamisa	surprise	0.867
frightened	vanotya	surprise	0.867
surprised	kushamisika	surprise	0.867
thrilling	zvinonakidza	surprise	0.859
miracle	chishamiso	surprise	0.859
outburst	kuputika	surprise	0.859
blast	blast	surprise	0.852
alarm	alarm	surprise	0.852
astonishingly	NO TRANSLATION	surprise	0.852
jolt	jolt	surprise	0.844
thunderstruck	thunderstruck	surprise	0.844
shock	shock	surprise	0.844
fright	kutya	surprise	0.836
bang	bang	surprise	0.836
unexpectedly	zvisingatarisirwi	surprise	0.836
catastrophe	catastrophe	surprise	0.836
dazzle	dazzle	surprise	0.836
emergency	dambudziko	surprise	0.828
bewilderment	kushamiswa	surprise	0.828
suddenly	pakarepo	surprise	0.828
startling	kushamisa	surprise	0.828
astound	astound	surprise	0.820
stunned	stunned	surprise	0.820
jackpot	jackpot	surprise	0.812
earthquake	kudengenyeka kwenyika	surprise	0.812
disaster	njodzi	surprise	0.812
astonish	anoshamisika	surprise	0.805
astonishment	kushamisika	surprise	0.805
climax	chinogumira	surprise	0.805
aghast	aghast	surprise	0.805
scare	kutyisa	surprise	0.797
awestruck	zvinotyisa	surprise	0.797
bomb	bhomba	surprise	0.789
erupt	ruka	surprise	0.789
exclaim	danidzira	surprise	0.789
amazement	anoshamisika	surprise	0.781
detonate	detonate	surprise	0.773
alarming	chinotyisa	surprise	0.773
miraculous	chishamiso	surprise	0.773
invade	inopinda	surprise	0.773
raid	raid	surprise	0.773
abduction	kubatwa	surprise	0.773
kidnap	kidnap	surprise	0.766
stupefy	stupefy	surprise	0.758
overwhelming	overwhelming	surprise	0.758
dumfound	dumfound	surprise	0.758
unpredictable	hazvizivikanwi	surprise	0.758
unimaginable	zvisingafungidziriki	surprise	0.750
erratic	zvinokanganisa	surprise	0.750
accident	ngozi	surprise	0.750
outrageous	zvinotyisa	surprise	0.750
flinch	flinch	surprise	0.742
blitz	blitz	surprise	0.742
petrify	petrify	surprise	0.742
slaughter	kuurawa	surprise	0.742
horror	kutya	surprise	0.742
amaze	kushamisa	surprise	0.742
bewilder	kugumburwa	surprise	0.742
wreck	wreck	surprise	0.742
stupefaction	kunyanya	surprise	0.734
excitement	mufaro	surprise	0.734
frenetic	frenetic	surprise	0.734
frantic	kunetseka	surprise	0.734
crash	kuparara	surprise	0.734
sudden	kamwe-kamwe	surprise	0.727
riotous	riotous	surprise	0.727
vanished	rakaparara	surprise	0.727
moonstruck	moonstruck	surprise	0.727
outcry	kurira	surprise	0.727
bewildered	kushamisika	surprise	0.719
awe	NO TRANSLATION	surprise	0.719
sabotage	sabotage	surprise	0.719
shriek	shriek	surprise	0.719
breathless	kufema	surprise	0.719
scream	kuchema	surprise	0.719
manslaughter	kuuraya	surprise	0.719
rupture	rupture	surprise	0.719
unanticipated	kusatarisira	surprise	0.719
amazedness	NO TRANSLATION	surprise	0.719
uncontrollable	kusadzora	surprise	0.711
unexpected	unexpected	surprise	0.711
electrify	electrify	surprise	0.711
stun	stun	surprise	0.711
shot	kupfura	surprise	0.711
avalanche	kuputsika	surprise	0.711
gasp	gasp	surprise	0.711
unforeseen	zvisingafanoonekwi	surprise	0.703
slam	slam	surprise	0.703
surge	surge	surprise	0.703
intruder	intruder	surprise	0.703
abrupt	pakarepo	surprise	0.703
suspense	kunyunyuta	surprise	0.703
devastation	kuparadzwa	surprise	0.703
dumfounder	NO TRANSLATION	surprise	0.695
volatility	kukanganisa	surprise	0.695
excite	mufaro	surprise	0.695
unprecedented	zvisati zvaitika	surprise	0.695
stab	stab	surprise	0.695
urgent	urgent	surprise	0.695
yell	yell	surprise	0.695
strike	tsanga	surprise	0.695
disturbance	kushungurudza	surprise	0.688
carnage	kuuraya	surprise	0.688
spectacular	zvinoshamisa	surprise	0.688
incredible	zvinoshamisa	surprise	0.688
recklessness	kusava nehanya	surprise	0.680
slap	slap	surprise	0.680
monstrous	monstrous	surprise	0.680
clamor	kupopota	surprise	0.680
thrill	kufara	surprise	0.680
accidentally	accidentally	surprise	0.672
accidental	kazhinji	surprise	0.672
striking	kuuraya	surprise	0.672
captivate	captivate	surprise	0.672
exhilaration	kushamisika	surprise	0.672
terrorist	magandanga	surprise	0.672
inexplicable	inexplicable	surprise	0.672
exciting	zvinonakidza	surprise	0.672
topple	topple	surprise	0.664
dire	NO TRANSLATION	surprise	0.664
volcano	volcano	surprise	0.664
revolution	revolution	surprise	0.664
freakish	freakish	surprise	0.664
incendiary	incendiary	surprise	0.656
revolt	kumukira	surprise	0.656
sneak	sneak	surprise	0.656
unspeakable	isina kuoneka	surprise	0.656
bloodshed	kuteura ropa	surprise	0.656
cyclone	dutu guru	surprise	0.648
violent	chisimba	surprise	0.648
disruption	kuvhiringidzika	surprise	0.648
spellbound	spellbound	surprise	0.648
unsuspecting	vasingatarisiri	surprise	0.648
mutiny	mutiny	surprise	0.648
attacking	kurwisa	surprise	0.648
unintended	zvisingadiwi	surprise	0.648
amazingly	zvinoshamisa	surprise	0.648
epidemic	denda	surprise	0.648
shout	shout	surprise	0.641
screech	screech	surprise	0.641
wildfire	moto wemoto	surprise	0.641
indescribable	kusinganzwisisiki	surprise	0.641
enthusiasm	kushingaira	surprise	0.641
excitation	kunakidzwa	surprise	0.641
tumult	mhirizhonga	surprise	0.641
improvisation	improvisation	surprise	0.641
anomaly	anomaly	surprise	0.633
apparition	apparition	surprise	0.633
treachery	kunyengera	surprise	0.633
presto	presto	surprise	0.633
gape	gape	surprise	0.633
agape	agape	surprise	0.633
uncertain	asina chokwadi	surprise	0.633
plunder	kupamba	surprise	0.633
tempest	dutu remhepo	surprise	0.625
trick	kunyengera	surprise	0.625
slaughtering	kuuraya	surprise	0.625
wonderment	wonderment	surprise	0.625
excited	kufara	surprise	0.625
sorcery	uroyi	surprise	0.625
murderous	kuuraya	surprise	0.625
urgency	urgency	surprise	0.625
distress	kutambudzika	surprise	0.625
mystery	mystery	surprise	0.625
trickery	kunyengera	surprise	0.617
intense	zvakanyanya	surprise	0.617
vanish	vanashika	surprise	0.617
murder	kuuraya	surprise	0.617
quickness	kukurumidza	surprise	0.617
intrusive	intrusive	surprise	0.617
inimaginable	NO TRANSLATION	surprise	0.617
prank	prank	surprise	0.617
blindfold	kuvharwa pakafuti	surprise	0.609
coup	coup	surprise	0.609
splash	splash	surprise	0.609
thief	mbavha	surprise	0.609
magical	zvemashiripiti	surprise	0.609
unstable	kusagadzikana	surprise	0.609
shatter	shatter	surprise	0.609
strangle	strangle	surprise	0.609
defy	defy	surprise	0.602
deluge	mafashamo	surprise	0.602
inconceivable	zvisingaiti	surprise	0.602
jubilee	jubheri	surprise	0.602
stupor	stupor	surprise	0.602
tackle	tackle	surprise	0.602
assail	assail	surprise	0.602
betray	betha	surprise	0.602
monstrosity	monstrosity	surprise	0.594
alerts	alerts	surprise	0.594
lightning	mheni	surprise	0.594
mishap	mishap	surprise	0.594
shrill	shrill	surprise	0.594
stupendous	rakanaka	surprise	0.594
mysterious	mysterious	surprise	0.586
paralyzed	akaoma mitezo	surprise	0.586
randomly	randomly	surprise	0.586
bonus	bhonasi	surprise	0.586
deceit	kunyengera	surprise	0.586
wild	wild	surprise	0.586
pitfall	pitfall	surprise	0.586
wondrous	anoshamisa	surprise	0.586
uncanny	chimiro	surprise	0.586
electric	magetsi	surprise	0.578
oddity	oddity	surprise	0.578
death	rufu	surprise	0.578
jubilant	jubilant	surprise	0.578
godsend	godsend	surprise	0.578
stagger	kudengenyeka	surprise	0.578
raving	raving	surprise	0.578
rejoicing	kufara	surprise	0.578
premature	premature	surprise	0.578
fluke	fluke	surprise	0.578
bizarre	zvinoshamisa	surprise	0.578
revenge	kutsiva	surprise	0.570
dynamic	simba	surprise	0.570
dismay	dismay	surprise	0.570
ecstatic	kufara	surprise	0.562
fascinate	fadza	surprise	0.562
uncover	vhura	surprise	0.562
jerk	jerk	surprise	0.562
reward	mubayiro	surprise	0.562
nefarious	nefarious	surprise	0.562
reappear	reappear	surprise	0.562
whim	whim	surprise	0.555
conjure	conjure	surprise	0.555
crescendo	crescendo	surprise	0.555
zany	zany	surprise	0.555
thaumaturgy	thaumaturgy	surprise	0.555
illuminate	kujekesa	surprise	0.547
rescue	kununura	surprise	0.547
tantalizing	kunakidza	surprise	0.547
winner	winner	surprise	0.547
heroism	heroin	surprise	0.547
rarity	rarity	surprise	0.547
ejaculation	ejaculation	surprise	0.547
daze	daze	surprise	0.547
unbridled	asina kukodzera	surprise	0.547
thwart	kuvhiringidza	surprise	0.547
treason	kupandukira	surprise	0.539
punch	punch	surprise	0.539
insult	kuseka	surprise	0.539
lunge	lunge	surprise	0.539
illusion	kunyengera	surprise	0.539
lucky	lucky	surprise	0.539
interrupt	kupopotedzana	surprise	0.539
cheer	cheer	surprise	0.539
celebration	kupemberera	surprise	0.539
violation	kuputsa	surprise	0.539
marvel	anoshamisa	surprise	0.539
sensation	kunzwa	surprise	0.531
fearfully	kutya	surprise	0.531
concealed	zvakavanzika	surprise	0.531
banger	banger	surprise	0.531
affront	affront	surprise	0.531
snag	snag	surprise	0.531
jest	NO TRANSLATION	surprise	0.531
veer	veer	surprise	0.523
wonder	chishamiso	surprise	0.523
immediacy	immediacy	surprise	0.523
undiscovered	undiscovered	surprise	0.523
abandonment	kusiya	surprise	0.523
rejoice	fara	surprise	0.523
improvise	improvise	surprise	0.523
majestic	majestic	surprise	0.523
scorpion	scorpion	surprise	0.523
victimized	vanotambudzwa	surprise	0.523
liberate	vakasununguka	surprise	0.523
yelp	yelp	surprise	0.516
stealthily	kunyengera	surprise	0.516
tickle	shanduka	surprise	0.516
chance	chingaitika	surprise	0.516
howl	chemai	surprise	0.516
swerve	swerve	surprise	0.508
reflex	reflex	surprise	0.508
rave	rave	surprise	0.508
pop	pop	surprise	0.508
luck	lucky	surprise	0.508
magnificent	zvinoshamisa	surprise	0.508
transcendence	transcendence	surprise	0.508
garish	garish	surprise	0.508
unintentionally	asingazivi	surprise	0.508
pang	NO TRANSLATION	surprise	0.500
infrequent	zvishoma	surprise	0.500
marvelous	anoshamisa	surprise	0.500
heroic	heroic	surprise	0.500
remarkable	anoshamisa	surprise	0.500
fainting	kuneta	surprise	0.500
slayer	muurayi	surprise	0.500
erotic	kukanganisa	surprise	0.500
enliven	enliven	surprise	0.500
alertness	kuchenjerera	surprise	0.500
misbehavior	kusazvibata	surprise	0.500
embarrassment	kunyara	surprise	0.500
diversion	diversion	surprise	0.500
unutterable	kusagadziriswa	surprise	0.492
nab	nab	surprise	0.492
camouflage	camouflage	surprise	0.492
trump	hwamanda	surprise	0.492
decoy	decoy	surprise	0.492
exigent	NO TRANSLATION	surprise	0.492
chimera	chimera	surprise	0.492
infarct	inopesana	surprise	0.492
birthday	bhavhdhe	surprise	0.492
greatness	ukuru	surprise	0.492
zeal	kushingaira	surprise	0.484
prick	prick	surprise	0.484
magician	magic	surprise	0.484
underestimate	kusaremekedza	surprise	0.484
horde	horde	surprise	0.484
fanfare	fanfare	surprise	0.484
inexpressible	inexpressible	surprise	0.484
daemon	daemon	surprise	0.484
variable	variable	surprise	0.484
curiosity	chido	surprise	0.484
gawk	gawk	surprise	0.477
unguarded	kusachengetedzwa	surprise	0.477
chicane	chicane	surprise	0.477
fortune	fortune	surprise	0.477
sneeze	sneeze	surprise	0.477
illumination	kujekesa	surprise	0.477
incident	chiitiko	surprise	0.477
dreadfully	dreadfully	surprise	0.477
strange	anoshamisa	surprise	0.477
subversive	kupandukira	surprise	0.477
reversal	kuchinja	surprise	0.469
prowl	prowl	surprise	0.469
rapid	nokukurumidza	surprise	0.469
leery	leery	surprise	0.469
wizard	wizard	surprise	0.469
coincidence	zvisingaiti	surprise	0.461
hilarious	hilarious	surprise	0.461
divergent	divergent	surprise	0.461
subito	NO TRANSLATION	surprise	0.461
break	kuputsa	surprise	0.461
slip	slip	surprise	0.461
wonderful	anoshamisa	surprise	0.453
hoax	hoax	surprise	0.453
winning	winning	surprise	0.453
overestimate	overestimate	surprise	0.453
confession	kureurura	surprise	0.453
ordeal	njodzi	surprise	0.453
evanescence	evanescence	surprise	0.453
merriment	kufadza	surprise	0.453
raffle	raffle	surprise	0.453
stound	stound	surprise	0.445
laughter	kuseka	surprise	0.445
enthusiast	anofarira	surprise	0.445
splendid	splendid	surprise	0.445
feat	feat	surprise	0.445
perchance	perchance	surprise	0.445
excel	zvakanakisisa	surprise	0.445
gambling	kubhejera	surprise	0.445
unintentional	asingazviiti	surprise	0.438
brighten	kuchena	surprise	0.438
changeable	chinogona kuchinja	surprise	0.438
rapt	rapt	surprise	0.438
unique	rakasiyana	surprise	0.438
splendor	kubwinya	surprise	0.438
senseless	benzi	surprise	0.438
gift	chipo	surprise	0.430
fascination	kufadza	surprise	0.430
trepidation	trepidation	surprise	0.430
stealthy	chirema	surprise	0.430
fiesta	fiesta	surprise	0.430
delighted	vakafara	surprise	0.430
lawsuit	mhosva	surprise	0.430
intrigue	kunyunyuta	surprise	0.430
quicksilver	quicksilver	surprise	0.422
originality	kutanga	surprise	0.422
riddle	chirabwe	surprise	0.422
judgment	kutonga	surprise	0.422
enchant	enchant	surprise	0.422
stealth	kunyengera	surprise	0.422
veracity	veracity	surprise	0.414
elusive	zvisingaiti	surprise	0.414
perjury	kunyengera	surprise	0.414
spirits	mweya	surprise	0.414
liberation	rusununguko	surprise	0.414
illegitimate	zvisiri pamutemo	surprise	0.414
syncope	syncope	surprise	0.414
experiment	kuedza	surprise	0.414
gambler	gambler	surprise	0.406
eager	vanoda	surprise	0.406
inspired	akafuridzirwa	surprise	0.406
fete	NO TRANSLATION	surprise	0.406
applause	applause	surprise	0.406
allure	kukanganisa	surprise	0.406
parade	parade	surprise	0.406
princely	princely	surprise	0.398
divorce	kurambana	surprise	0.398
guess	fungidzira	surprise	0.398
burlesque	burlesque	surprise	0.398
secrecy	pakavanzika	surprise	0.398
aspiration	aspiration	surprise	0.391
peri	peri	surprise	0.391
cheerful	vanofara	surprise	0.391
hermaphrodite	hermaphrodite	surprise	0.391
supremacy	ukuru	surprise	0.391
incontinence	incontinence	surprise	0.391
inheritance	nhaka	surprise	0.383
score	pota	surprise	0.383
lose	kurasikirwa	surprise	0.383
crowning	korona	surprise	0.383
buck	buck	surprise	0.383
praiseworthy	kurumbidzwa	surprise	0.383
cadaver	cadaver	surprise	0.383
compliment	NO TRANSLATION	surprise	0.375
gulp	gulp	surprise	0.375
camouflaged	NO TRANSLATION	surprise	0.375
frisky	frisky	surprise	0.375
mystic	mystic	surprise	0.375
succeed	kubudirira	surprise	0.375
advance	mberi	surprise	0.375
sparkle	sparkle	surprise	0.367
hope	tariro	surprise	0.367
joker	joker	surprise	0.367
sensual	nyama	surprise	0.367
excavation	kufemwa	surprise	0.367
feeling	kunzwa	surprise	0.359
entertainment	varaidzo	surprise	0.359
clown	clown	surprise	0.352
newcomer	mutsva	surprise	0.352
modify	shandura	surprise	0.352
award	award	surprise	0.352
blessings	maropafadzo	surprise	0.352
postponement	kudzokera shure	surprise	0.352
obit	obit	surprise	0.352
celebrity	celebrity	surprise	0.344
hero	hero	surprise	0.344
start	kutanga	surprise	0.344
wonderfully	zvinoshamisa	surprise	0.344
highest	akakwirira	surprise	0.344
proficiency	unyanzvi	surprise	0.344
glorify	rumbidzai	surprise	0.344
unbeaten	unbeaten	surprise	0.336
memorable	inokanganwa	surprise	0.336
sanctify	tsvenesa	surprise	0.336
rekindle	dzokazve	surprise	0.336
optimism	tariro	surprise	0.336
warned	akanyeverwa	surprise	0.336
prodigious	prodigious	surprise	0.336
dissolution	dissolution	surprise	0.336
grin	grin	surprise	0.336
admiration	kuyemura	surprise	0.328
hypertrophy	hypertrophy	surprise	0.328
present	iripo	surprise	0.320
hap	NO TRANSLATION	surprise	0.320
angel	ngirozi	surprise	0.320
examination	kuongorora	surprise	0.320
catch	catch	surprise	0.320
inaffable	NO TRANSLATION	surprise	0.312
flirt	flirt	surprise	0.312
puma	puma	surprise	0.312
liberty	rusununguko	surprise	0.312
kiss	kiss	surprise	0.312
embrace	embrace	surprise	0.312
occasional	dzimwe nguva	surprise	0.312
treat	kubata	surprise	0.312
saint	saint	surprise	0.312
scrimmage	scrimmage	surprise	0.312
dismissal	kubvisa	surprise	0.312
perfection	kukwana	surprise	0.305
generosity	kupa	surprise	0.305
gratify	gratify	surprise	0.305
saintly	saintly	surprise	0.305
sally	sally	surprise	0.305
polarity	polarity	surprise	0.297
finally	pakupedzisira	surprise	0.297
differently	zvakasiyana	surprise	0.297
palpable	palpable	surprise	0.297
warn	inyevera	surprise	0.297
ceremony	mhemberero	surprise	0.297
larger	chikuru	surprise	0.297
favorable	inofadza	surprise	0.297
romance	romance	surprise	0.289
medal	medal	surprise	0.289
inviting	kukoka	surprise	0.289
greeting	kukwazisa	surprise	0.289
candid	candid	surprise	0.281
resignation	kurega basa	surprise	0.281
trip	rwendo	surprise	0.281
accolade	accolade	surprise	0.281
labor	kushanda	surprise	0.281
stare	tarisa	surprise	0.273
glimmer	glimmer	surprise	0.266
invite	kumbira	surprise	0.266
somatic	somatic	surprise	0.266
admire	admire	surprise	0.266
immerse	immerse	surprise	0.266
festival	mutambo	surprise	0.266
mimicry	mimicry	surprise	0.266
compensate	kuripa	surprise	0.266
insolvency	insolvency	surprise	0.266
playful	playful	surprise	0.266
complement	kuwirirana	surprise	0.258
receiving	kugamuchira	surprise	0.258
hypothesis	hypothesis	surprise	0.258
laugh	kuseka	surprise	0.258
chuckle	chuckle	surprise	0.258
honeymoon	honeymoon	surprise	0.250
marry	kuroora	surprise	0.242
independence	kuzvimirira	surprise	0.242
opera	opera	surprise	0.242
pleasant	inofadza	surprise	0.242
rhythmical	rhythmical	surprise	0.234
assessment	kuongorora	surprise	0.234
hopeful	tariro	surprise	0.234
trophy	kupamba	surprise	0.234
holiness	utsvene	surprise	0.234
chant	chant	surprise	0.234
leave	siya	surprise	0.234
procession	mufambiro	surprise	0.227
placard	placard	surprise	0.227
deal	kubata	surprise	0.227
cherish	cherish	surprise	0.219
good	kugona	surprise	0.219
shopping	shopping	surprise	0.219
musical	mimhanzi	surprise	0.219
shell	shell	surprise	0.211
dawn	dawn	surprise	0.211
simplify	ita nyore	surprise	0.211
purity	purity	surprise	0.203
nullify	kusagadzirisa	surprise	0.203
money	mari	surprise	0.203
sweet	inotapira	surprise	0.203
morals	tsika	surprise	0.203
synchronize	synchronize	surprise	0.195
preservative	kuchengetedza	surprise	0.195
humanitarian	kubatsira vanhu	surprise	0.195
unfulfilled	kusina kuzadzika	surprise	0.195
precious	anokosha	surprise	0.195
obliging	kusunga	surprise	0.188
singularly	singularly	surprise	0.188
foresee	foresee	surprise	0.180
pray	kunyengetera	surprise	0.180
graduation	kupedza kudzidza	surprise	0.180
lovely	lovely	surprise	0.180
sun	zuva	surprise	0.172
art	unyanzvi	surprise	0.172
mouth	muromo	surprise	0.172
youth	udiki	surprise	0.172
thirst	nyota	surprise	0.172
young	vaduku	surprise	0.164
goodness	kunaka	surprise	0.164
overdue	kudarika	surprise	0.156
visor	vhurori	surprise	0.156
practiced	zvaiitwa	surprise	0.156
latent	latent	surprise	0.156
loyal	akavimbika	surprise	0.148
expect	tarisira	surprise	0.148
destination	kuenda	surprise	0.148
wireless	wireless	surprise	0.148
quote	quote	surprise	0.141
slush	slush	surprise	0.141
infant	mwana	surprise	0.141
cream	kirimu	surprise	0.141
playground	nzvimbo yekutamba	surprise	0.133
organization	sangano	surprise	0.125
teach	dzidzisa	surprise	0.125
vote	vhoti	surprise	0.125
smile	kuseka	surprise	0.117
weight	kurema	surprise	0.117
dolphin	dolphin	surprise	0.117
sisterhood	sisterhood	surprise	0.109
cable	cable	surprise	0.109
sunny	sunny	surprise	0.102
steady	zvakasimba	surprise	0.094
leisure	kusununguka	surprise	0.086
peaceful	rugare	surprise	0.086
spa	spa	surprise	0.086
tree	muti	surprise	0.078
picnic	picnic	surprise	0.078
worm	worm	surprise	0.055
truthfulness	chokwadi	trust	0.906
trusted	NO TRANSLATION	trust	0.883
trustworthy	akavimbika	trust	0.867
honest	vakatendeseka	trust	0.844
honesty	kutendeseka	trust	0.844
honor	kukudzwa	trust	0.844
truth	chokwadi	trust	0.844
truthful	chokwadi	trust	0.836
trusting	trusting	trust	0.836
brotherhood	hama	trust	0.820
entrust	ita	trust	0.812
committed	akazvipira	trust	0.805
integrity	kutendeka	trust	0.805
loyalty	kuvimbika	trust	0.805
honorable	anokudzwa	trust	0.805
credibility	kutendeseka	trust	0.805
trust	kuvimba	trust	0.805
faithful	akatendeka	trust	0.797
sincere	vakavimbika	trust	0.797
responsible	responsible	trust	0.789
partnership	kubatana	trust	0.789
true	NO TRANSLATION	trust	0.789
wisdom	uchenjeri	trust	0.789
oath	oath	trust	0.781
verification	kuongorora	trust	0.781
vow	mhiko	trust	0.781
cooperative	kubatana	trust	0.781
respectable	kuremekedzwa	trust	0.773
credible	chokwadi	trust	0.773
hero	hero	trust	0.773
sisterhood	sisterhood	trust	0.773
promise	vimbiso	trust	0.773
verified	akafanirwa	trust	0.773
qualified	akakodzera	trust	0.766
respected	kuremekedzwa	trust	0.766
authentication	kuvimbiswa	trust	0.766
compassion	tsitsi	trust	0.759
reputable	anoremekedzwa	trust	0.758
safekeeping	kuchengetedza	trust	0.758
reliability	kuvimbika	trust	0.758
moral	tsika	trust	0.758
love	rudo	trust	0.758
trusts	NO TRANSLATION	trust	0.758
approval	kugamuchirwa	trust	0.758
stable	rakasimba	trust	0.750
friend	shamwari	trust	0.750
genuine	chaicho	trust	0.750
friendships	NO TRANSLATION	trust	0.750
competence	competence	trust	0.750
loyal	akavimbika	trust	0.750
ally	sangano	trust	0.750
safeguard	kuchengetedza	trust	0.750
companion	shamwari	trust	0.750
advised	vakurudzirwa	trust	0.750
authentic	chokwadi	trust	0.750
respect	kuremekedza	trust	0.750
accepting	NO TRANSLATION	trust	0.742
freedom	rusununguko	trust	0.742
proven	zvinoratidzwa	trust	0.742
respects	kuremekedza	trust	0.742
faith	kutenda	trust	0.742
wholesome	zvakanaka	trust	0.742
heartfelt	heartfelt	trust	0.734
unification	kubatana	trust	0.734
protecting	kudzivirira	trust	0.734
reassurance	kuvimbiswa	trust	0.734
admirable	inonakidza	trust	0.734
trustee	trustee	trust	0.734
supporter	mutsigiri	trust	0.734
confirmation	chisimbiso	trust	0.734
respectful	kuremekedza	trust	0.734
alliance	kubatana	trust	0.727
equality	kuenzana	trust	0.727
friendship	ushamwari	trust	0.727
agreement	chibvumirano	trust	0.727
fact	chokwadi	trust	0.727
confident	chivimbo	trust	0.727
confidentially	NO TRANSLATION	trust	0.727
believing	kutenda	trust	0.727
partners	NO TRANSLATION	trust	0.727
excellence	excellence	trust	0.727
credential	credential	trust	0.727
closeness	kuswedera pedyo	trust	0.719
authenticate	authenticate	trust	0.719
intelligence	njere	trust	0.719
virtue	kunaka	trust	0.719
honored	honored	trust	0.719
virtuous	kunaka	trust	0.719
kindred	hama	trust	0.719
charitable	charitable	trust	0.711
dedication	kuzvitsaurira	trust	0.711
guarantee	chivimbo	trust	0.711
cooperation	kubatana	trust	0.711
creditable	creditable	trust	0.711
consistency	kusagadzikana	trust	0.711
allegiance	kutendeseka	trust	0.711
cooperating	kubatana	trust	0.711
straightforward	zvakananga	trust	0.711
determination	kutsunga	trust	0.711
justice	kururamisira	trust	0.711
sanctuary	nzvimbo tsvene	trust	0.703
nurture	kurera	trust	0.703
innocent	asina mhosva	trust	0.703
admire	admire	trust	0.703
assurance	vimbiso	trust	0.703
morality	tsika	trust	0.703
prepared	akagadzirira	trust	0.703
friendliness	shamwari	trust	0.703
reliable	akavimbika	trust	0.703
mentor	mentor	trust	0.703
guardianship	kuchengetedza	trust	0.703
fulfilled	zvakazadzika	trust	0.703
reverence	reverence	trust	0.703
proof	uchapupu	trust	0.703
admiration	kuyemura	trust	0.703
mother	amai	trust	0.703
protected	yakachengetedzwa	trust	0.703
motherhood	amai	trust	0.703
marriage	muchato	trust	0.695
skillful	unyanzvi	trust	0.695
indestructible	indestructible	trust	0.695
guardian	mutariri	trust	0.695
accountable	vanozvidavirira	trust	0.695
courage	ushingi	trust	0.695
bodyguard	murindi	trust	0.695
agreeable	inofadza	trust	0.695
scientist	musayendisiti	trust	0.695
allied	sangano	trust	0.695
compassionate	tsitsi	trust	0.695
humanitarian	kubatsira vanhu	trust	0.695
approving	kuvabvumira	trust	0.695
united	united	trust	0.695
pact	pact	trust	0.695
certified	vimbiso	trust	0.695
morals	tsika	trust	0.695
esteem	rukudzo	trust	0.688
secure	kuchengeteka	trust	0.688
perfection	kukwana	trust	0.688
guidance	kutungamirirwa	trust	0.688
competent	competent	trust	0.688
authenticity	chokwadi	trust	0.688
valor	NO TRANSLATION	trust	0.688
justifiable	zvinokodzera	trust	0.688
humanity	vanhu	trust	0.688
solidity	kusimba	trust	0.688
adviser	mupi wezano	trust	0.688
pledge	pledge	trust	0.688
believed	vakatenda	trust	0.688
understanding	kunzwisisa	trust	0.688
monogamy	monogamy	trust	0.688
expertise	hunyanzvi	trust	0.680
diplomatic	diplomatic	trust	0.680
confidential	chakavanzika	trust	0.680
hope	tariro	trust	0.680
protector	mudziviriri	trust	0.680
agreeing	kubvumirana	trust	0.680
diligence	kushingaira	trust	0.680
official	official	trust	0.680
affirm	anotsigira	trust	0.680
indivisible	indivisible	trust	0.680
grandfather	sekuru	trust	0.680
humble	anozvininipisa	trust	0.680
strongest	NO TRANSLATION	trust	0.680
advocacy	kukurudzira	trust	0.680
elders	vakuru	trust	0.680
goodness	kunaka	trust	0.680
commendable	zvinorumbidzwa	trust	0.680
inspire	inspire	trust	0.680
approve	bvuma	trust	0.680
confide	taura	trust	0.680
professional	unyanzvi	trust	0.680
familiarity	unoziva	trust	0.680
leader	mutungamiri	trust	0.680
confirmed	zvakasimbiswa	trust	0.680
acceptance	kubvuma	trust	0.680
benevolence	kusununguka	trust	0.672
dignity	chiremera	trust	0.672
harmoniously	harmoniously	trust	0.672
mastery	masters	trust	0.672
unwavering	unwavering	trust	0.672
accredited	akabvumirwa	trust	0.672
healing	kuporesa	trust	0.672
encyclopedia	encyclopedia	trust	0.672
accepted	NO TRANSLATION	trust	0.672
sanctify	tsvenesa	trust	0.672
cohesive	cohesive	trust	0.672
covenant	sungano	trust	0.672
believes	NO TRANSLATION	trust	0.672
faultless	asina mhosva	trust	0.672
safe	akachengeteka	trust	0.672
intelligent	akachenjera	trust	0.672
merit	zvakakodzera	trust	0.664
impeccable	unofadza	trust	0.664
affirmatively	zvinotsigira	trust	0.664
spiritual	mweya	trust	0.664
advocate	tsigira	trust	0.664
team	team	trust	0.664
heroic	heroic	trust	0.664
communicate	kukurukura	trust	0.664
