word	Bulgarian-bg	emotion	emotion-intensity-score
crowning	висш	surprise	0.383
buck	долар	surprise	0.383
praiseworthy	достоен за похвала	surprise	0.383
cadaver	труп	surprise	0.383
compliment	NO TRANSLATION	surprise	0.375
gulp	глътка	surprise	0.375
camouflaged	NO TRANSLATION	surprise	0.375
frisky	игрив	surprise	0.375
mystic	мистик	surprise	0.375
succeed	успявам	surprise	0.375
advance	напредък	surprise	0.375
sparkle	блясък	surprise	0.367
hope	надявам се	surprise	0.367
joker	джокер	surprise	0.367
sensual	чувствен	surprise	0.367
excavation	разкопки	surprise	0.367
feeling	чувство	surprise	0.359
entertainment	забавление	surprise	0.359
clown	клоун	surprise	0.352
newcomer	новодошъл	surprise	0.352
modify	модифициране	surprise	0.352
award	награда	surprise	0.352
blessings	благословения	surprise	0.352
postponement	отлагане	surprise	0.352
obit	obit	surprise	0.352
celebrity	знаменитост	surprise	0.344
hero	герой	surprise	0.344
start	начало	surprise	0.344
wonderfully	чудесно	surprise	0.344
highest	най-висока	surprise	0.344
proficiency	опитност	surprise	0.344
glorify	прославям	surprise	0.344
unbeaten	неизследван	surprise	0.336
memorable	запомнящ се	surprise	0.336
sanctify	освещавам	surprise	0.336
rekindle	запалвам отново	surprise	0.336
optimism	оптимизъм	surprise	0.336
warned	предупреди	surprise	0.336
prodigious	изумителен	surprise	0.336
dissolution	разтваряне	surprise	0.336
grin	хилене	surprise	0.336
admiration	възхищение	surprise	0.328
hypertrophy	хипертрофия	surprise	0.328
present	настояще	surprise	0.320
hap	NO TRANSLATION	surprise	0.320
angel	ангел	surprise	0.320
examination	Преглед	surprise	0.320
catch	улов	surprise	0.320
inaffable	NO TRANSLATION	surprise	0.312
flirt	флиртувам	surprise	0.312
puma	пума	surprise	0.312
liberty	свобода	surprise	0.312
kiss	целувка	surprise	0.312
embrace	прегръдка	surprise	0.312
occasional	случаен	surprise	0.312
treat	лечение	surprise	0.312
saint	светец	surprise	0.312
scrimmage	спорна топка	surprise	0.312
dismissal	уволнение	surprise	0.312
perfection	съвършенство	surprise	0.305
generosity	щедрост	surprise	0.305
gratify	поласкавам	surprise	0.305
saintly	като светец	surprise	0.305
sally	излет	surprise	0.305
polarity	полярност	surprise	0.297
finally	накрая	surprise	0.297
differently	различно	surprise	0.297
palpable	осезаем	surprise	0.297
warn	предупреждавам	surprise	0.297
ceremony	церемония	surprise	0.297
larger	по-голям	surprise	0.297
favorable	благоприятен	surprise	0.297
romance	романтика	surprise	0.289
medal	медал	surprise	0.289
inviting	привлекателен	surprise	0.289
greeting	поздрав	surprise	0.289
candid	откровен	surprise	0.281
resignation	оставка	surprise	0.281
trip	пътуване	surprise	0.281
accolade	похвала	surprise	0.281
labor	труд	surprise	0.281
stare	взират	surprise	0.273
glimmer	проблясък	surprise	0.266
invite	каня	surprise	0.266
somatic	соматичен	surprise	0.266
admire	уважавам	surprise	0.266
immerse	Потопете	surprise	0.266
festival	фестивал	surprise	0.266
mimicry	мимикрия	surprise	0.266
compensate	компенсират	surprise	0.266
insolvency	несъстоятелност	surprise	0.266
playful	закачлив	surprise	0.266
complement	допълнение	surprise	0.258
receiving	получаване	surprise	0.258
hypothesis	хипотеза	surprise	0.258
laugh	смях	surprise	0.258
chuckle	кудкудякане	surprise	0.258
honeymoon	Меден месец	surprise	0.250
marry	се ожени	surprise	0.242
independence	независимост	surprise	0.242
opera	опера	surprise	0.242
pleasant	приятен	surprise	0.242
rhythmical	ритмичен	surprise	0.234
assessment	Оценяване	surprise	0.234
hopeful	обещаващ	surprise	0.234
trophy	трофей	surprise	0.234
holiness	светост	surprise	0.234
chant	песнопение	surprise	0.234
leave	оставям	surprise	0.234
procession	шествие	surprise	0.227
placard	плакат	surprise	0.227
deal	сделка	surprise	0.227
cherish	храня	surprise	0.219
good	добре	surprise	0.219
shopping	пазаруване	surprise	0.219
musical	музикален	surprise	0.219
shell	черупка	surprise	0.211
dawn	разсъмване	surprise	0.211
simplify	опрости	surprise	0.211
purity	чистота	surprise	0.203
nullify	анулирам	surprise	0.203
money	пари	surprise	0.203
sweet	сладка	surprise	0.203
morals	морал	surprise	0.203
synchronize	синхронизирам	surprise	0.195
preservative	консервиращ	surprise	0.195
humanitarian	хуманитарен	surprise	0.195
unfulfilled	неизпълнен	surprise	0.195
precious	скъпоценен	surprise	0.195
obliging	услужлив	surprise	0.188
singularly	изключително	surprise	0.188
foresee	предвиждам	surprise	0.180
pray	моля	surprise	0.180
graduation	абитуриентски	surprise	0.180
lovely	прекрасен	surprise	0.180
sun	слънце	surprise	0.172
art	изкуство	surprise	0.172
mouth	уста	surprise	0.172
youth	младежта	surprise	0.172
thirst	жажда	surprise	0.172
young	млад	surprise	0.164
goodness	доброта	surprise	0.164
overdue	просрочен	surprise	0.156
visor	козирка	surprise	0.156
practiced	практикува	surprise	0.156
latent	латентен	surprise	0.156
loyal	лоялен	surprise	0.148
expect	очаквам	surprise	0.148
destination	дестинация	surprise	0.148
wireless	безжична	surprise	0.148
quote	цитат	surprise	0.141
slush	киша	surprise	0.141
infant	бебе	surprise	0.141
cream	сметана	surprise	0.141
playground	игрище	surprise	0.133
organization	организация	surprise	0.125
teach	преподавам	surprise	0.125
vote	гласуване	surprise	0.125
smile	усмивка	surprise	0.117
weight	тегло	surprise	0.117
dolphin	делфин	surprise	0.117
sisterhood	сестринство	surprise	0.109
cable	кабел	surprise	0.109
sunny	слънчево	surprise	0.102
steady	стабилен	surprise	0.094
leisure	свободно време	surprise	0.086
peaceful	спокоен	surprise	0.086
spa	спа	surprise	0.086
tree	дърво	surprise	0.078
picnic	пикник	surprise	0.078
worm	червей	surprise	0.055
truthfulness	правдивост	trust	0.906
trusted	NO TRANSLATION	trust	0.883
trustworthy	заслужаващ доверие	trust	0.867
honest	честен	trust	0.844
honesty	честност	trust	0.844
honor	чест	trust	0.844
truth	истина	trust	0.844
truthful	честен	trust	0.836
trusting	доверчив	trust	0.836
brotherhood	братство	trust	0.820
entrust	възлагам	trust	0.812
committed	ангажиран	trust	0.805
integrity	интегритет	trust	0.805
loyalty	лоялност	trust	0.805
honorable	почтен	trust	0.805
credibility	правдоподобност	trust	0.805
trust	Доверие	trust	0.805
faithful	верен	trust	0.797
sincere	искрен	trust	0.797
responsible	отговорен	trust	0.789
partnership	съдружие	trust	0.789
true	NO TRANSLATION	trust	0.789
wisdom	мъдрост	trust	0.789
oath	клетва	trust	0.781
verification	проверка	trust	0.781
vow	обет	trust	0.781
cooperative	кооперативен	trust	0.781
respectable	уважаван	trust	0.773
credible	правдоподобен	trust	0.773
hero	герой	trust	0.773
sisterhood	сестринство	trust	0.773
promise	обещание	trust	0.773
verified	проверена	trust	0.773
qualified	компетентен	trust	0.766
respected	уважаван	trust	0.766
authentication	заверка	trust	0.766
compassion	съчувствие	trust	0.759
reputable	почтен	trust	0.758
safekeeping	пазене	trust	0.758
reliability	надеждност	trust	0.758
moral	морален	trust	0.758
love	обичам	trust	0.758
trusts	NO TRANSLATION	trust	0.758
approval	одобрение	trust	0.758
stable	стабилен	trust	0.750
friend	приятел	trust	0.750
genuine	истински	trust	0.750
friendships	NO TRANSLATION	trust	0.750
competence	компетентност	trust	0.750
loyal	лоялен	trust	0.750
ally	съюзник	trust	0.750
safeguard	запазване	trust	0.750
companion	другар	trust	0.750
advised	които не се препоръчват	trust	0.750
authentic	автентичен	trust	0.750
respect	отношение	trust	0.750
accepting	NO TRANSLATION	trust	0.742
freedom	свобода	trust	0.742
proven	доказан	trust	0.742
respects	отношения	trust	0.742
faith	вяра	trust	0.742
wholesome	здравословен	trust	0.742
heartfelt	прочувствен	trust	0.734
unification	уеднаквяване	trust	0.734
protecting	защита	trust	0.734
reassurance	успокоение	trust	0.734
admirable	възхитителен	trust	0.734
trustee	попечител	trust	0.734
supporter	поддръжник	trust	0.734
confirmation	потвърждаване	trust	0.734
respectful	почтителен	trust	0.734
alliance	съюз	trust	0.727
equality	равенство	trust	0.727
friendship	приятелство	trust	0.727
agreement	съгласие	trust	0.727
fact	факт	trust	0.727
confident	уверен	trust	0.727
confidentially	NO TRANSLATION	trust	0.727
believing	вярвайки	trust	0.727
partners	NO TRANSLATION	trust	0.727
excellence	превъзходство	trust	0.727
credential	препоръчителен	trust	0.727
closeness	близост	trust	0.719
authenticate	удостоверяване	trust	0.719
intelligence	интелигентност	trust	0.719
virtue	добродетел	trust	0.719
honored	удостоен	trust	0.719
virtuous	добродетелен	trust	0.719
kindred	род	trust	0.719
charitable	благотворителен	trust	0.711
dedication	всеотдайност	trust	0.711
guarantee	гаранция	trust	0.711
cooperation	сътрудничество	trust	0.711
creditable	NO TRANSLATION	trust	0.711
consistency	съгласуваност	trust	0.711
allegiance	вярност	trust	0.711
cooperating	съдействащи	trust	0.711
straightforward	прост	trust	0.711
determination	решителност	trust	0.711
justice	правосъдие	trust	0.711
sanctuary	светилище	trust	0.703
nurture	възпитаване	trust	0.703
innocent	невинен	trust	0.703
admire	уважавам	trust	0.703
assurance	осигуряване	trust	0.703
morality	морал	trust	0.703
prepared	приготвен	trust	0.703
friendliness	доброжелателство	trust	0.703
reliable	надежден	trust	0.703
mentor	наставник	trust	0.703
guardianship	попечителство	trust	0.703
fulfilled	изпълнено	trust	0.703
reverence	благоговение	trust	0.703
proof	доказателство	trust	0.703
admiration	възхищение	trust	0.703
mother	майка	trust	0.703
protected	защитени	trust	0.703
motherhood	майчинство	trust	0.703
marriage	брак	trust	0.695
skillful	изкусен	trust	0.695
indestructible	неразрушим	trust	0.695
guardian	пазач	trust	0.695
accountable	отговорен	trust	0.695
courage	кураж	trust	0.695
bodyguard	бодигард	trust	0.695
agreeable	приятен	trust	0.695
scientist	учен	trust	0.695
allied	съюзнически	trust	0.695
compassionate	съчувствен	trust	0.695
humanitarian	хуманитарен	trust	0.695
approving	одобряване	trust	0.695
united	обединен	trust	0.695
pact	пакт	trust	0.695
certified	сертифициран	trust	0.695
morals	морал	trust	0.695
esteem	почит	trust	0.688
secure	сигурен	trust	0.688
perfection	съвършенство	trust	0.688
guidance	ръководство	trust	0.688
competent	компетентен	trust	0.688
authenticity	автентичност	trust	0.688
valor	NO TRANSLATION	trust	0.688
justifiable	оправдан	trust	0.688
humanity	човечество	trust	0.688
solidity	здравина	trust	0.688
adviser	съветник	trust	0.688
pledge	залог	trust	0.688
believed	вярвал	trust	0.688
understanding	разбиране	trust	0.688
monogamy	моногамия	trust	0.688
expertise	експертиза	trust	0.680
diplomatic	дипломатически	trust	0.680
confidential	поверителен	trust	0.680
hope	надявам се	trust	0.680
protector	защитник	trust	0.680
agreeing	договарянето	trust	0.680
diligence	усърдие	trust	0.680
official	официален	trust	0.680
affirm	потвърждавам	trust	0.680
indivisible	неделим	trust	0.680
grandfather	дядо	trust	0.680
humble	смирен	trust	0.680
strongest	NO TRANSLATION	trust	0.680
advocacy	застъпничество	trust	0.680
elders	старейшини	trust	0.680
goodness	доброта	trust	0.680
commendable	похвален	trust	0.680
inspire	вдъхновяват	trust	0.680
approve	одобрявам	trust	0.680
confide	доверявам	trust	0.680
professional	професионален	trust	0.680
familiarity	фамилиарност	trust	0.680
leader	водач	trust	0.680
confirmed	потвърди	trust	0.680
acceptance	приемане	trust	0.680
benevolence	благосклонност	trust	0.672
dignity	достойнство	trust	0.672
harmoniously	хармонично	trust	0.672
mastery	майсторство	trust	0.672
unwavering	непоколебим	trust	0.672
accredited	акредитиран	trust	0.672
healing	лечебен	trust	0.672
encyclopedia	енциклопедия	trust	0.672
accepted	NO TRANSLATION	trust	0.672
sanctify	освещавам	trust	0.672
cohesive	сплотен	trust	0.672
covenant	завет	trust	0.672
believes	NO TRANSLATION	trust	0.672
faultless	безупречен	trust	0.672
safe	сейф	trust	0.672
intelligent	интелигентен	trust	0.672
merit	заслуга	trust	0.664
impeccable	безпогрешен	trust	0.664
affirmatively	утвърдително	trust	0.664
spiritual	духовен	trust	0.664
advocate	застъпник	trust	0.664
team	екип	trust	0.664
heroic	героичен	trust	0.664
communicate	общуват	trust	0.664
disciple	ученик	trust	0.664
expert	експерт	trust	0.664
proficient	опитен	trust	0.664
specialist	специалист	trust	0.664
ambassador	посланик	trust	0.664
accept	приемам	trust	0.664
attestation	удостоверяване	trust	0.664
supporting	поддържане	trust	0.664
reliance	разчитане	trust	0.664
authority	власт	trust	0.664
accountability	отговорност	trust	0.664
guidebook	пътеводител	trust	0.664
fulfillment	изпълняване	trust	0.664
strengthening	подсилване	trust	0.661
familiar	запознат	trust	0.656
facts	факти	trust	0.656
achieve	постигане	trust	0.656
warranty	Гаранция	trust	0.656
structure	структура	trust	0.656
steadfast	траен	trust	0.656
favorable	благоприятен	trust	0.656
counsel	съвет	trust	0.656
relationship	връзка	trust	0.656
scientific	научен	trust	0.656
gentleman	джентълмен	trust	0.656
strength	сила	trust	0.656
elder	бъз	trust	0.656
supports	NO TRANSLATION	trust	0.656
holiness	светост	trust	0.656
excellent	отличен	trust	0.656
proficiency	опитност	trust	0.656
constancy	постоянство	trust	0.656
defended	защити	trust	0.656
accepts	NO TRANSLATION	trust	0.648
rely	разчитам	trust	0.648
heroism	героизъм	trust	0.648
peaceful	спокоен	trust	0.648
competency	компетентност	trust	0.648
assuredly	положително	trust	0.648
brother	брат	trust	0.648
counselor	съветник	trust	0.648
successful	успешен	trust	0.648
unconditionally	NO TRANSLATION	trust	0.648
protective	предпазен	trust	0.648
saint	светец	trust	0.648
harmony	хармония	trust	0.648
matrimony	брак	trust	0.648
noble	благородник	trust	0.648
inspiration	вдъхновение	trust	0.648
academic	академичен	trust	0.648
assist	подпомага	trust	0.648
agreed	съгласуван	trust	0.648
uphold	подкрепям	trust	0.648
comrade	другар	trust	0.648
lovable	мил	trust	0.648
advisable	препоръчителен	trust	0.648
solidarity	солидарност	trust	0.648
worthy	достоен	trust	0.643
durability	трайност	trust	0.641
coexist	съществувам съвместно	trust	0.641
assure	уверявам	trust	0.641
establish	установят	trust	0.641
benefactor	благотворител	trust	0.641
relationships	NO TRANSLATION	trust	0.641
leading	водещ	trust	0.641
loving	нежен	trust	0.641
teacher	учител	trust	0.641
judiciary	Съдебен	trust	0.641
conscientious	съвестен	trust	0.641
confidence	увереност	trust	0.641
lawful	законен	trust	0.641
mamma	NO TRANSLATION	trust	0.641
ordained	ръкоположен	trust	0.641
champion	шампион	trust	0.641
unity	единство	trust	0.641
legal	правен	trust	0.641
kind	мил	trust	0.641
credence	доверие	trust	0.641
real	реален	trust	0.641
doctor	лекар	trust	0.641
intimate	интимен	trust	0.634
hopeful	обещаващ	trust	0.633
fortitude	сила на духа	trust	0.633
physician	лекар	trust	0.633
brotherly	братски	trust	0.633
aspiration	аспирация	trust	0.633
convincing	убедителен	trust	0.633
sanctification	освещаване	trust	0.633
deepest	NO TRANSLATION	trust	0.633
homage	почит	trust	0.633
courageous	смел	trust	0.633
soundness	стабилност	trust	0.633
legitimacy	легитимност	trust	0.633
endorse	одобрявам	trust	0.633
fidelity	вярност	trust	0.633
bless	благославям	trust	0.633
judicial	съдебен	trust	0.633
important	важно	trust	0.633
saintly	като светец	trust	0.633
conscience	съвест	trust	0.633
therapeutic	терапевтичен	trust	0.633
authorize	разреши	trust	0.633
devotional	набожен	trust	0.633
practiced	практикува	trust	0.633
backbone	гръбнак	trust	0.633
approved	одобрен	trust	0.633
evident	очевиден	trust	0.625
encourage	насърчавам	trust	0.625
caretaker	уредник	trust	0.625
regard	връзка	trust	0.625
angel	ангел	trust	0.625
engaged	ангажиран	trust	0.625
blessing	благословия	trust	0.625
professorship	професура	trust	0.625
majestic	величествен	trust	0.625
communication	общуване	trust	0.625
purify	пречисти	trust	0.625
authorization	упълномощаване	trust	0.625
wonderful	чудесен	trust	0.625
achievement	постижение	trust	0.625
fireman	пожарникар	trust	0.625
certify	потвърждавам	trust	0.625
civilized	цивилизован	trust	0.625
profound	дълбок	trust	0.625
accurate	точен	trust	0.625
assured	осигурен	trust	0.625
positivity	позитивност	trust	0.625
beliefs	NO TRANSLATION	trust	0.625
good	добре	trust	0.617
absolution	опрощение на греховете	trust	0.617
commend	поверявам	trust	0.617
cherish	храня	trust	0.617
fundamental	основен	trust	0.617
advice	съвет	trust	0.617
objective	обективен	trust	0.617
optimism	оптимизъм	trust	0.617
testament	завещание	trust	0.617
qualities	качества	trust	0.617
haven	убежище	trust	0.617
heroine	героиня	trust	0.617
constantly	постоянно	trust	0.617
appreciation	признателност	trust	0.617
triumphant	триумфиращ	trust	0.617
accord	съгласие	trust	0.617
reassure	успокоявам	trust	0.617
truce	примирие	trust	0.617
thoughtful	внимателен	trust	0.617
teach	преподавам	trust	0.617
god	Бог	trust	0.617
corroborate	потвърди	trust	0.617
believer	вярващ	trust	0.617
unimpeachable	несъмнен	trust	0.617
surety	поръчителство	trust	0.617
attentive	внимателен	trust	0.617
gospel	евангелие	trust	0.617
bedrock	здрава основа	trust	0.617
approvement	утвърждаване	trust	0.617
planning	планиране	trust	0.617
rational	рационален	trust	0.617
passionate	страстен	trust	0.617
happy	щастлив	trust	0.609
babysitter	детегледачка	trust	0.609
brilliant	блестящ	trust	0.609
praise	възхвала	trust	0.609
definitive	окончателен	trust	0.609
considerate	внимателен	trust	0.609
patron	покровител	trust	0.609
scripture	Библията	trust	0.609
heal	лекувам	trust	0.609
praiseworthy	достоен за похвала	trust	0.609
steward	иконом	trust	0.609
awareness	осъзнаване	trust	0.609
officer	офицер	trust	0.609
purification	пречистване	trust	0.609
excel	ексел	trust	0.609
civilization	цивилизация	trust	0.609
liking	вкус	trust	0.609
comfort	комфорт	trust	0.609
magnificence	великолепие	trust	0.609
notary	нотариус	trust	0.609
progression	прогресия	trust	0.609
mediator	посредник	trust	0.609
blessings	благословения	trust	0.609
vetted	NO TRANSLATION	trust	0.609
recommend	Препоръчвам	trust	0.609
brave	смел	trust	0.602
experienced	опитен	trust	0.602
steady	стабилен	trust	0.602
enlightenment	просвещение	trust	0.602
brighten	ободрявам	trust	0.602
nun	NO TRANSLATION	trust	0.602
fulfill	изпълнила	trust	0.602
witness	свидетел	trust	0.602
humility	смирение	trust	0.602
sympathetic	симпатичен	trust	0.602
helpful	полезен	trust	0.602
symmetry	симетрия	trust	0.602
unquestionable	безспорен	trust	0.602
peace	мир	trust	0.602
transcendence	превъзходство	trust	0.602
serenity	ведрина	trust	0.602
embrace	прегръдка	trust	0.602
inspired	вдъхновен	trust	0.602
mainstay	опора	trust	0.602
unconditional	безусловен	trust	0.602
guarded	предпазлив	trust	0.602
identify	идентифициране	trust	0.602
marry	се ожени	trust	0.594
grant	даване	trust	0.594
depend	зависи	trust	0.594
complimentary	безплатна	trust	0.594
spouse	съпруг	trust	0.594
tranquility	спокойствие	trust	0.594
vigilant	бдителен	trust	0.594
ministry	министерство	trust	0.594
fairly	сравнително	trust	0.594
philanthropic	човеколюбив	trust	0.594
openly	открито	trust	0.594
generous	щедър	trust	0.594
strengthen	укрепи	trust	0.594
gratitude	благодарност	trust	0.594
befriend	помагам	trust	0.594
substantiate	обоснове	trust	0.594
praised	похвален	trust	0.594
admiral	адмирал	trust	0.594
regent	регент	trust	0.594
sage	градински чай	trust	0.594
assessment	Оценяване	trust	0.594
enlighten	просвещавам	trust	0.594
eminence	възвишение	trust	0.594
commendation	похвала	trust	0.594
efficient	ефикасен	trust	0.594
nurse	медицинска сестра	trust	0.594
visionary	мечтател	trust	0.594
generosity	щедрост	trust	0.594
vigilance	бдителност	trust	0.594
endowment	дарение	trust	0.594
council	съвет	trust	0.594
sweetheart	скъпа	trust	0.589
attest	удостоверявам	trust	0.586
prestige	престиж	trust	0.586
serene	ведър	trust	0.586
unfailing	неизчерпаем	trust	0.586
testimony	свидетелство	trust	0.586
checklist	контролен списък	trust	0.586
inheritance	наследяване	trust	0.586
monk	монах	trust	0.586
godly	набожен	trust	0.586
compliance	съгласие	trust	0.586
rooted	внедрен	trust	0.586
constitutional	конституционен	trust	0.586
conservation	запазване	trust	0.586
bylaw	местен закон	trust	0.586
helper	помощник	trust	0.586
joyful	радостен	trust	0.586
collectively	колективно	trust	0.586
meritorious	похвален	trust	0.586
acclaim	аплодирам	trust	0.586
diplomacy	дипломация	trust	0.586
educational	образователен	trust	0.586
husbandry	стопанисване	trust	0.586
share	дял	trust	0.586
enjoying	наслаждавайки	trust	0.586
firmness	твърдост	trust	0.586
convince	убеждавам	trust	0.586
designation	обозначаване	trust	0.586
tribe	племе	trust	0.586
victory	победа	trust	0.586
magnificent	великолепен	trust	0.586
lovely	прекрасен	trust	0.586
seniority	старшинство	trust	0.586
angelic	ангелски	trust	0.586
ambition	амбиция	trust	0.586
father	баща	trust	0.586
mate	мате	trust	0.586
sobriety	уравновесеност	trust	0.586
revere	тача	trust	0.586
delegate	делегат	trust	0.586
navigator	навигатор	trust	0.578
watchdog	пазител	trust	0.578
obey	подчинявам се	trust	0.578
cheerfulness	бодрост	trust	0.578
inviting	привлекателен	trust	0.578
judge	съдия	trust	0.578
irrefutable	неопровержим	trust	0.578
philanthropist	филантроп	trust	0.578
careful	внимателен	trust	0.578
communion	общуване	trust	0.578
coexisting	непротиворечиво	trust	0.578
impartiality	безпристрастност	trust	0.578
unquestioned	неоспорван	trust	0.578
upright	изправено	trust	0.578
authoritative	авторитетен	trust	0.578
structural	структурен	trust	0.578
convinced	убеден	trust	0.578
smile	усмивка	trust	0.578
commandant	комендант	trust	0.578
dutiful	предана	trust	0.578
shelter	приют	trust	0.578
revival	възраждане	trust	0.578
professor	професор	trust	0.578
adore	обожавам	trust	0.578
legalized	легализирани	trust	0.578
punctual	точен	trust	0.570
counsellor	съветник	trust	0.570
complement	допълнение	trust	0.570
corroboration	потвърждение	trust	0.570
immaculate	безупречен	trust	0.570
relative	относителен	trust	0.570
apostle	апостол	trust	0.570
earned	NO TRANSLATION	trust	0.570
connective	съединителната	trust	0.570
insure	застраховам	trust	0.570
plausible	правдоподобен	trust	0.570
consult	консултирайте	trust	0.570
modest	скромен	trust	0.570
measured	измерена	trust	0.570
pilot	пилот	trust	0.570
collaborator	сътрудник	trust	0.570
advise	съветвам	trust	0.570
cuddle	сгушвам се	trust	0.570
ordinance	наредба	trust	0.570
compass	компас	trust	0.570
guide	ръководство	trust	0.570
everlasting	вечен	trust	0.570
adhering	придържайки	trust	0.570
determinate	определен	trust	0.570
heavenly	небесен	trust	0.570
principal	основен	trust	0.570
abundance	изобилие	trust	0.570
matron	матрона	trust	0.570
unequivocal	недвусмислен	trust	0.570
volunteers	доброволци	trust	0.570
pedigree	родословие	trust	0.570
unquestionably	без съмнение	trust	0.570
pertinent	уместен	trust	0.562
devout	благочестив	trust	0.562
curable	излечим	trust	0.562
insight	прозрение	trust	0.562
congregation	паство	trust	0.562
admit	признавам	trust	0.562
pleasant	приятен	trust	0.562
vigorous	енергичен	trust	0.562
fort	форт	trust	0.562
remarkable	забележителен	trust	0.562
content	съдържание	trust	0.562
spotless	безупречен	trust	0.562
uplift	подем	trust	0.562
compensate	компенсират	trust	0.562
lovemaking	правене на любов	trust	0.562
jury	жури	trust	0.562
jurist	юрист	trust	0.562
soothing	успокояващ	trust	0.562
ordination	ръкополагане	trust	0.562
cohesion	кохезия	trust	0.562
frankness	откровеност	trust	0.562
strong	силен	trust	0.562
miracle	чудо	trust	0.562
concordance	съгласуване	trust	0.562
applaud	аплодирам	trust	0.562
prize	награда	trust	0.562
apostolic	апостолски	trust	0.562
succeeding	постигане на успех	trust	0.562
vitality	жизненост	trust	0.562
treasurer	касиер	trust	0.562
save	спасяване	trust	0.562
earn	печеля	trust	0.562
midwife	акушерка	trust	0.555
discretion	дискретност	trust	0.555
worship	преклонение	trust	0.555
constant	постоянен	trust	0.555
foresight	предвидливост	trust	0.555
vote	гласуване	trust	0.555
cultivate	култивирам	trust	0.555
impartial	безпристрастен	trust	0.555
illumination	осветление	trust	0.555
ambulance	линейка	trust	0.555
privacy	поверителност	trust	0.555
succeed	успявам	trust	0.555
providing	осигуряване	trust	0.555
veteran	ветеран	trust	0.555
patience	търпение	trust	0.555
prophet	пророк	trust	0.555
coach	треньор	trust	0.555
intuition	интуиция	trust	0.555
reconciliation	помирение	trust	0.555
defender	защитник	trust	0.555
coalesce	сливам	trust	0.555
mediate	посреднича	trust	0.555
precedence	предимство	trust	0.555
congruence	конгруенция	trust	0.555
buddy	приятелю	trust	0.555
reunion	среща	trust	0.555
restorative	възстановителен	trust	0.555
destined	отреден	trust	0.555
physicist	физик	trust	0.555
influential	влиятелен	trust	0.555
exalt	възхвалявам	trust	0.555
greatness	величие	trust	0.555
inclusion	включване	trust	0.555
auditor	одитор	trust	0.555
meditate	медитирам	trust	0.555
betrothed	сгодена	trust	0.555
proud	горд	trust	0.547
provide	предоставяне	trust	0.547
conciliation	помирение	trust	0.547
ancestral	потомствен	trust	0.547
liberty	свобода	trust	0.547
durable	траен	trust	0.547
impenetrable	непрогледен	trust	0.547
prudent	предпазлив	trust	0.547
invocation	призоваване	trust	0.547
engaging	привлекателен	trust	0.547
statement	изявление	trust	0.547
rejoice	радвай се	trust	0.547
cheer	настроение	trust	0.547
eyewitness	очевидец	trust	0.547
prevalent	широко разпространен	trust	0.547
securities	ценни книжа	trust	0.547
friendly	приятелски	trust	0.547
salvation	спасение	trust	0.547
independence	независимост	trust	0.547
govern	управлява	trust	0.547
forgive	прощавам	trust	0.547
commanding	командуващ	trust	0.547
convent	манастир	trust	0.547
reinforcement	подсилване	trust	0.547
law	закон	trust	0.547
registry	регистратура	trust	0.547
temperate	умерен	trust	0.547
promises	NO TRANSLATION	trust	0.547
readiness	готовност	trust	0.547
heritage	наследство	trust	0.547
chronicle	хроника	trust	0.539
uncensured	NO TRANSLATION	trust	0.539
ensemble	ансамбъл	trust	0.539
institute	институт	trust	0.539
applause	аплодисменти	trust	0.539
architecture	архитектура	trust	0.539
obvious	очевиден	trust	0.539
recovery	възстановяване	trust	0.539
inimitable	безподобен	trust	0.539
relevant	съответен	trust	0.539
responsive	отзивчив	trust	0.539
choices	NO TRANSLATION	trust	0.539
instructions	инструкции	trust	0.539
define	дефинира	trust	0.539
delightful	възхитителен	trust	0.539
antidote	противоотрова	trust	0.539
admitting	признавайки	trust	0.539
psalms	псалми	trust	0.539
stamina	сила	trust	0.539
majority	мнозинство	trust	0.539
inoculation	ваксинация	trust	0.539
perfect	съвършен	trust	0.539
obedience	покорство	trust	0.539
memorable	запомнящ се	trust	0.539
chastity	целомъдрие	trust	0.539
proctor	проктор	trust	0.539
watchman	NO TRANSLATION	trust	0.539
regularity	редовност	trust	0.539
forefathers	предци	trust	0.539
immovable	недвижим	trust	0.539
eager	нетърпелив	trust	0.539
aspiring	амбициозен	trust	0.539
obliging	услужлив	trust	0.539
reinforcements	подкрепления	trust	0.539
tantamount	равносилен	trust	0.539
exalted	екзалтиран	trust	0.539
hospital	болница	trust	0.531
retirement	пенсиониране	trust	0.531
strive	стремя се	trust	0.531
edification	назидание	trust	0.531
candid	откровен	trust	0.531
deed	нотариален акт	trust	0.531
school	училище	trust	0.531
cradle	люлка	trust	0.531
transcript	препис	trust	0.531
accompaniment	съпровод	trust	0.531
doubtless	несъмнено	trust	0.531
rescue	спасяване	trust	0.531
seal	тюлен	trust	0.531
expedient	целесъобразен	trust	0.531
ballot	гласуване	trust	0.531
deliverance	освобождение	trust	0.531
heavens	небеса	trust	0.531
fraternal	братски	trust	0.531
dependent	зависим	trust	0.531
answerable	отговорен	trust	0.531
center	център	trust	0.531
analyst	аналитик	trust	0.531
firstborn	първороден син	trust	0.531
bloom	разцвет	trust	0.531
inseparable	неразделен	trust	0.531
bride	булка	trust	0.531
evergreen	вечнозелен	trust	0.531
princely	разкошен	trust	0.531
immunization	имунизация	trust	0.531
refuge	убежище	trust	0.531
verily	наистина	trust	0.531
omniscient	всезнаещ	trust	0.531
