word	Yiddish-yi	emotion	emotion-intensity-score
destination	destination	sadness	0.170
nosnow	nosnow	sadness	0.169
limited	לימיטעד	sadness	0.167
rain	רעגן	sadness	0.163
willful	ווילד	sadness	0.160
untitled	untitled	sadness	0.157
weeds	weeds	sadness	0.156
stint	stint	sadness	0.156
cross	cross	sadness	0.156
pare	NO TRANSLATION	sadness	0.155
snort	סנאָר	sadness	0.154
inconsequential	inconsequential	sadness	0.152
procession	פּראָצעסיע	sadness	0.152
tax	שטייַער	sadness	0.142
lesbian	לעסביאַן	sadness	0.141
emo	עמאָ	sadness	0.141
overpriced	אָוווערפּרייסט	sadness	0.141
tolerate	דערלאָזן	sadness	0.141
mug	באַפאַלן	sadness	0.141
weight	וואָג	sadness	0.141
touchy	טאַקע	sadness	0.140
kennel	קעז	sadness	0.130
grounded	גראָונדעד	sadness	0.130
late	שפּעט	sadness	0.125
theocratic	טעאקראטישע	sadness	0.125
clouds	וואלקנס	sadness	0.125
terrific	terrific	sadness	0.125
commemorate	commemorate	sadness	0.125
meek	meek	sadness	0.125
stillness	שטילקייַט	sadness	0.125
sisterhood	sisterhood	sadness	0.125
socialist	socialist	sadness	0.125
unpaid	ניט באַצאָלט	sadness	0.125
margin	גרענעץ	sadness	0.125
default	default	sadness	0.121
lace	שנירל	sadness	0.118
unpublished	ונפּאַבלישעד	sadness	0.116
interested	אינטערעסירט	sadness	0.114
fortress	פעסטונג	sadness	0.110
fleece	פעל	sadness	0.109
rating	שאַץ	sadness	0.109
lush	לאַש	sadness	0.109
harry	הארי	sadness	0.109
priesthood	כהנים	sadness	0.109
orchestra	אָרקעסטער	sadness	0.109
ultimate	לעצט	sadness	0.109
sanctify	הייליקן	sadness	0.108
income	income	sadness	0.100
sonnet	sonet	sadness	0.094
winning	ווינינג	sadness	0.094
quiet	quiet	sadness	0.094
boo	boo	sadness	0.094
vainly	וואַינלי	sadness	0.091
wet	נאַס	sadness	0.078
hug	אַרומנעמען	sadness	0.078
hut	hut	sadness	0.078
ovation	אָוואַציע	sadness	0.078
humble	האָדעווען	sadness	0.078
motivating	מאָוטאַווייטינג	sadness	0.078
opera	opera	sadness	0.078
treat	מייַכל	sadness	0.076
hymn	הימן	sadness	0.064
honest	ערלעך	sadness	0.062
relics	רעליקס	sadness	0.061
couch	couch	sadness	0.060
waffle	וואַפליע	sadness	0.047
shell	שאָל	sadness	0.045
musical	מוזיקאַליש	sadness	0.045
savor	גוסטירן	sadness	0.034
vote	שטימען	sadness	0.031
napkin	napkin	sadness	0.031
sing	זינגען	sadness	0.017
music	מוזיק	sadness	0.016
mother	מוטער	sadness	0.016
nutritious	נערעוודיק	sadness	0.015
lovely	lovely	sadness	0.009
art	קונסט	sadness	0.000
romance	ראָמאַנס	sadness	0.000
liquor	מאַשקע	sadness	0.000
sweetheart	געליבטער	sadness	0.000
surprise	יבערראַשן	surprise	0.930
flabbergast	flabbergast	surprise	0.906
explode	ופרייַסן	surprise	0.906
explosion	יקספּלאָוזשאַן	surprise	0.898
explosive	עקספּלאָסיווע	surprise	0.883
ambush	אַמבוש	surprise	0.883
eruption	ויסבראָך	surprise	0.883
frighten	שרעקן	surprise	0.875
startle	ויספאַל	surprise	0.875
surprisingly	סאַפּרייזינגלי	surprise	0.875
shockingly	שאַקינגלי	surprise	0.875
surprising	יבערראַשן	surprise	0.867
frightened	דערשראָקן	surprise	0.867
surprised	איבעראשונג	surprise	0.867
thrilling	טרילינג	surprise	0.859
miracle	נס	surprise	0.859
outburst	אָוטבורסט	surprise	0.859
blast	בלאַסט	surprise	0.852
alarm	שרעק	surprise	0.852
astonishingly	NO TRANSLATION	surprise	0.852
jolt	jolt	surprise	0.844
thunderstruck	thunderstruck	surprise	0.844
shock	קלאַפּ	surprise	0.844
fright	fright	surprise	0.836
bang	קלאַפּ	surprise	0.836
unexpectedly	unexpectedly	surprise	0.836
catastrophe	קאַטאַסטראָפע	surprise	0.836
dazzle	דאַזאַל	surprise	0.836
emergency	נויטפאַל	surprise	0.828
bewilderment	bewilderment	surprise	0.828
suddenly	פּלוצלינג	surprise	0.828
startling	ומזיסט	surprise	0.828
astound	astound	surprise	0.820
stunned	סטאַנד	surprise	0.820
jackpot	דזשאַקפּאַט	surprise	0.812
earthquake	ערדציטערניש	surprise	0.812
disaster	ומגליק	surprise	0.812
astonish	astonish	surprise	0.805
astonishment	כידעש	surprise	0.805
climax	קלימאַקס	surprise	0.805
aghast	אַהאַסט	surprise	0.805
scare	יבערשרעקן	surprise	0.797
awestruck	awestruck	surprise	0.797
bomb	באָמבע	surprise	0.789
erupt	ויסברעכן	surprise	0.789
exclaim	ויסשליסן	surprise	0.789
amazement	אַמייזמאַנט	surprise	0.781
detonate	דעטאַנייט	surprise	0.773
alarming	alarming	surprise	0.773
miraculous	miraculous	surprise	0.773
invade	באַפאַלן	surprise	0.773
raid	raid	surprise	0.773
abduction	אַבדאַקשאַן	surprise	0.773
kidnap	קידנאַפּ	surprise	0.766
stupefy	סטופּעפי	surprise	0.758
overwhelming	אָוווערוועלמינג	surprise	0.758
dumfound	דומפאָונד	surprise	0.758
unpredictable	אַנפּרידיקטאַבאַל	surprise	0.758
unimaginable	ונימאַגינאַבלע	surprise	0.750
erratic	erratic	surprise	0.750
accident	accident	surprise	0.750
outrageous	אַוטריידזשאַס	surprise	0.750
flinch	פלינק	surprise	0.742
blitz	בליץ	surprise	0.742
petrify	petrify	surprise	0.742
slaughter	שחיטה	surprise	0.742
horror	גרויל	surprise	0.742
amaze	אַמייז	surprise	0.742
bewilder	bewilder	surprise	0.742
wreck	בראָך	surprise	0.742
stupefaction	סטופּעפאַקטיאָן	surprise	0.734
excitement	excitement	surprise	0.734
frenetic	פרענעטיק	surprise	0.734
frantic	פראַנטיק	surprise	0.734
crash	crash	surprise	0.734
sudden	פּלוצעמדיק	surprise	0.727
riotous	riotous	surprise	0.727
vanished	פאַרשווונדן	surprise	0.727
moonstruck	moonstruck	surprise	0.727
outcry	outcry	surprise	0.727
bewildered	bewildered	surprise	0.719
awe	NO TRANSLATION	surprise	0.719
sabotage	סאַבאָטאַזש	surprise	0.719
shriek	shriek	surprise	0.719
breathless	אָטעם	surprise	0.719
scream	שרייַען	surprise	0.719
manslaughter	מאַנסלאווער	surprise	0.719
rupture	בראָך	surprise	0.719
unanticipated	unanticipated	surprise	0.719
amazedness	NO TRANSLATION	surprise	0.719
uncontrollable	ונקאָנטראָללאַבלע	surprise	0.711
unexpected	אומגעריכט	surprise	0.711
electrify	עלעקטריפיצירן	surprise	0.711
stun	stun	surprise	0.711
shot	shot	surprise	0.711
avalanche	לאַווינע	surprise	0.711
gasp	גאַספּ	surprise	0.711
unforeseen	אַנפאָרסין	surprise	0.703
slam	slam	surprise	0.703
surge	סורגע	surprise	0.703
intruder	ינטרודערז	surprise	0.703
abrupt	פּלוצעמדיק	surprise	0.703
suspense	שפּאַנונג	surprise	0.703
devastation	דעוואַסטיישאַן	surprise	0.703
dumfounder	NO TRANSLATION	surprise	0.695
volatility	וואַלאַטילאַטי	surprise	0.695
excite	excite	surprise	0.695
unprecedented	אַנפּרעסידענטיד	surprise	0.695
stab	שטעכן	surprise	0.695
urgent	דרינגלעך	surprise	0.695
yell	יעלל	surprise	0.695
strike	strike	surprise	0.695
disturbance	שטערונג	surprise	0.688
carnage	carnage	surprise	0.688
spectacular	ספּעקטאַקיאַלער	surprise	0.688
incredible	incredible	surprise	0.688
recklessness	ראַקלאַסנאַס	surprise	0.680
slap	slap	surprise	0.680
monstrous	מאַנסטראַס	surprise	0.680
clamor	קלאַמער	surprise	0.680
thrill	ציטער	surprise	0.680
accidentally	אַקסאַדענטאַלי	surprise	0.672
accidental	אַקסאַדענטאַל	surprise	0.672
striking	סטרייקינג	surprise	0.672
captivate	קאַפּטיווייט	surprise	0.672
exhilaration	exhilaration	surprise	0.672
terrorist	טעראָריסט	surprise	0.672
inexplicable	ונעקספּליקאַבלע	surprise	0.672
exciting	exciting	surprise	0.672
topple	טאַפּאַל	surprise	0.664
dire	NO TRANSLATION	surprise	0.664
volcano	ווולקאַן	surprise	0.664
revolution	רעוואָלוציע	surprise	0.664
freakish	פריילעך	surprise	0.664
incendiary	ינסענדיערי	surprise	0.656
revolt	ופשטאַנד	surprise	0.656
sneak	סניק	surprise	0.656
unspeakable	unspeakable	surprise	0.656
bloodshed	בלאָאָדשעד	surprise	0.656
cyclone	סיקלאָון	surprise	0.648
violent	גוואַלדיק	surprise	0.648
disruption	שטערונג	surprise	0.648
spellbound	spellbound	surprise	0.648
unsuspecting	unsuspecting	surprise	0.648
mutiny	מוטיני	surprise	0.648
attacking	attacking	surprise	0.648
unintended	unintended	surprise	0.648
amazingly	אַמייזינגלי	surprise	0.648
epidemic	עפּידעמיע	surprise	0.648
shout	שרייַען	surprise	0.641
screech	screech	surprise	0.641
wildfire	ווילדפירע	surprise	0.641
indescribable	ינדיסקרייבאַבאַל	surprise	0.641
enthusiasm	ענטוזיאַזם	surprise	0.641
excitation	excitation	surprise	0.641
tumult	טומל	surprise	0.641
improvisation	ימפּראַוויזיישאַן	surprise	0.641
anomaly	anomaly	surprise	0.633
apparition	פנים	surprise	0.633
treachery	treachery	surprise	0.633
presto	פּרעסטאָ	surprise	0.633
gape	gape	surprise	0.633
agape	אַגאַפּע	surprise	0.633
uncertain	ומזיכער	surprise	0.633
plunder	באַראַבעווען	surprise	0.633
tempest	tempest	surprise	0.625
trick	טריק	surprise	0.625
slaughtering	שחיטה	surprise	0.625
wonderment	wonderment	surprise	0.625
excited	excited	surprise	0.625
sorcery	sorcery	surprise	0.625
murderous	מאָרד	surprise	0.625
urgency	ערדזשאַנסי	surprise	0.625
distress	נויט	surprise	0.625
mystery	מיסטעריע	surprise	0.625
trickery	טריקערי	surprise	0.617
intense	intense	surprise	0.617
vanish	פאַרשווינדן	surprise	0.617
murder	מאָרד	surprise	0.617
quickness	שנוקקייט	surprise	0.617
intrusive	ינטרוסיוו	surprise	0.617
inimaginable	NO TRANSLATION	surprise	0.617
prank	פּראַנק	surprise	0.617
blindfold	blindfold	surprise	0.609
coup	קו	surprise	0.609
splash	שפּריצן	surprise	0.609
thief	גנב	surprise	0.609
magical	מאַדזשיקאַל	surprise	0.609
unstable	אַנסטייבאַל	surprise	0.609
shatter	צעשמעטערן	surprise	0.609
strangle	שטאַפּל	surprise	0.609
defy	אַנטקעגנשטעלנ זיך	surprise	0.602
deluge	מאַזלדיק	surprise	0.602
inconceivable	inconceivable	surprise	0.602
jubilee	יויוול	surprise	0.602
stupor	סטופּער	surprise	0.602
tackle	מאַך	surprise	0.602
assail	assail	surprise	0.602
betray	אַרויסגעבן	surprise	0.602
monstrosity	monstrosity	surprise	0.594
alerts	אַלערץ	surprise	0.594
lightning	בליץ	surprise	0.594
mishap	mishap	surprise	0.594
shrill	שרעק	surprise	0.594
stupendous	סטופּענדאַס	surprise	0.594
mysterious	מיסטעריעז	surprise	0.586
paralyzed	געליימט	surprise	0.586
randomly	randomly	surprise	0.586
bonus	באָנוס	surprise	0.586
deceit	אָפּנאַר	surprise	0.586
wild	ווילד	surprise	0.586
pitfall	פּיטפאַלל	surprise	0.586
wondrous	וואַנדראָוס	surprise	0.586
uncanny	ונקאַנני	surprise	0.586
electric	עלעקטריש	surprise	0.578
oddity	oddity	surprise	0.578
death	טויט	surprise	0.578
jubilant	דזשובילאַנט	surprise	0.578
godsend	godsend	surprise	0.578
stagger	סטאַגער	surprise	0.578
raving	ראַווינג	surprise	0.578
rejoicing	סימכע	surprise	0.578
premature	פריער	surprise	0.578
fluke	פליק	surprise	0.578
bizarre	bizarre	surprise	0.578
revenge	נעקאָמע	surprise	0.570
dynamic	דינאַמיש	surprise	0.570
dismay	דיסייבאַל	surprise	0.570
ecstatic	עקסטאַטיק	surprise	0.562
fascinate	פאַסאַנייטינג	surprise	0.562
uncover	ופדעקן	surprise	0.562
jerk	שנוק	surprise	0.562
reward	באלוינונג	surprise	0.562
nefarious	נאַפאַריאָוס	surprise	0.562
reappear	ריפּער	surprise	0.562
whim	קוים	surprise	0.555
conjure	קאָנדזשורע	surprise	0.555
crescendo	crescendo	surprise	0.555
zany	זאַני	surprise	0.555
thaumaturgy	thaumaturgy	surprise	0.555
illuminate	ילומיניט	surprise	0.547
rescue	ראַטעווען	surprise	0.547
tantalizing	tantalizing	surprise	0.547
winner	געווינער	surprise	0.547
heroism	הערעמיסם	surprise	0.547
rarity	זעלטנקייַט	surprise	0.547
ejaculation	ידזשאַקיוליישאַן	surprise	0.547
daze	daze	surprise	0.547
unbridled	unbridled	surprise	0.547
thwart	thwart	surprise	0.547
treason	טריזאַן	surprise	0.539
punch	זעץ	surprise	0.539
insult	פאַרצווייפלט	surprise	0.539
lunge	לונג	surprise	0.539
illusion	אילוזיע	surprise	0.539
lucky	מאַזלדיק	surprise	0.539
interrupt	יבעררייַסן	surprise	0.539
cheer	אַפּלאָדירן	surprise	0.539
celebration	סימכע	surprise	0.539
violation	הילעל	surprise	0.539
marvel	ווונדערלעך	surprise	0.539
sensation	געפיל	surprise	0.531
fearfully	פיינטפאַלי	surprise	0.531
concealed	hidden	surprise	0.531
banger	banger	surprise	0.531
affront	אַפראַנט	surprise	0.531
snag	וואָרצל	surprise	0.531
jest	NO TRANSLATION	surprise	0.531
veer	וועער	surprise	0.523
wonder	ווונדער	surprise	0.523
immediacy	immediacy	surprise	0.523
undiscovered	undiscovered	surprise	0.523
abandonment	פארלאנגט	surprise	0.523
rejoice	אָפּקוועלן	surprise	0.523
improvise	ימפּרווייז	surprise	0.523
majestic	מייַעסטעטיש	surprise	0.523
scorpion	סקאָרפּיאָן	surprise	0.523
victimized	וויקיפעדיע	surprise	0.523
liberate	באַפרייַען	surprise	0.523
yelp	yelp	surprise	0.516
stealthily	stealthily	surprise	0.516
tickle	קיצלען	surprise	0.516
chance	געלעגנהייַט	surprise	0.516
howl	כאַול	surprise	0.516
swerve	swerve	surprise	0.508
reflex	reflex	surprise	0.508
rave	גוואַלדעווען	surprise	0.508
pop	קנאַל	surprise	0.508
luck	גליק	surprise	0.508
magnificent	פּרעכטיק	surprise	0.508
transcendence	טראַנססענדענסע	surprise	0.508
garish	גאַריש	surprise	0.508
unintentionally	unintentionally	surprise	0.508
pang	NO TRANSLATION	surprise	0.500
infrequent	ומזעיק	surprise	0.500
marvelous	ווונדערלעך	surprise	0.500
heroic	העלדיש	surprise	0.500
remarkable	מערקווירדיק	surprise	0.500
fainting	פיינטינג	surprise	0.500
slayer	סלייַער	surprise	0.500
erotic	עראָטיש	surprise	0.500
enliven	ענלעכקייט	surprise	0.500
alertness	alertness	surprise	0.500
misbehavior	misbehavior	surprise	0.500
embarrassment	ימבעראַסינג	surprise	0.500
diversion	דייווערזשאַן	surprise	0.500
unutterable	unutterable	surprise	0.492
nab	nab	surprise	0.492
camouflage	קאַמאָופלאַגע	surprise	0.492
trump	טראַמפּ	surprise	0.492
decoy	דעקוי	surprise	0.492
exigent	NO TRANSLATION	surprise	0.492
chimera	chimera	surprise	0.492
infarct	ינפאַרקט	surprise	0.492
birthday	דיין געבורסטאָג	surprise	0.492
greatness	greatness	surprise	0.492
zeal	ברען	surprise	0.484
prick	שטאָך	surprise	0.484
magician	magician	surprise	0.484
underestimate	אַנדערעסטאַמאַט	surprise	0.484
horde	האָרדע	surprise	0.484
fanfare	פאַנפער	surprise	0.484
inexpressible	ינעקספּרעססיבלע	surprise	0.484
daemon	daemon	surprise	0.484
variable	variable	surprise	0.484
curiosity	נייַגעריקייַט	surprise	0.484
gawk	gawk	surprise	0.477
unguarded	unguarded	surprise	0.477
chicane	chicane	surprise	0.477
fortune	רייכקייט	surprise	0.477
sneeze	ניסן	surprise	0.477
illumination	ילומאַניישאַן	surprise	0.477
incident	incident	surprise	0.477
dreadfully	דרעאַדפוללי	surprise	0.477
strange	מאָדנע	surprise	0.477
subversive	סאַבווערסיוו	surprise	0.477
reversal	מאַפּאָלע	surprise	0.469
prowl	prowl	surprise	0.469
rapid	שנעל	surprise	0.469
leery	leery	surprise	0.469
wizard	מאַזעק	surprise	0.469
coincidence	צופאַל	surprise	0.461
hilarious	hilarious	surprise	0.461
divergent	דייווערדזשאַנט	surprise	0.461
subito	NO TRANSLATION	surprise	0.461
break	ברעכן	surprise	0.461
slip	slip	surprise	0.461
wonderful	ווונדערלעך	surprise	0.453
hoax	בלאָף	surprise	0.453
winning	ווינינג	surprise	0.453
overestimate	אָוווערעסטאַמייט	surprise	0.453
confession	קאָנפעסיע	surprise	0.453
ordeal	ordeal	surprise	0.453
evanescence	evanescence	surprise	0.453
merriment	מער	surprise	0.453
raffle	פאַרטראַכט	surprise	0.453
stound	NO TRANSLATION	surprise	0.445
laughter	געלעכטער	surprise	0.445
enthusiast	ענטוזיאַסט	surprise	0.445
splendid	גלענצנדיק	surprise	0.445
feat	קונץ	surprise	0.445
perchance	פּערטשאַנס	surprise	0.445
excel	excel	surprise	0.445
gambling	gambling	surprise	0.445
unintentional	ונינטענטיאָנאַל	surprise	0.438
brighten	ברייטאַן	surprise	0.438
changeable	טשיינדזשאַבאַל	surprise	0.438
rapt	rapt	surprise	0.438
unique	יינציק	surprise	0.438
splendor	ספּלענדאָר	surprise	0.438
senseless	ומזיניק	surprise	0.438
gift	טאַלאַנט	surprise	0.430
fascination	פאַרכאַפּטקייַט	surprise	0.430
trepidation	טרעפּידיישאַן	surprise	0.430
stealthy	סטעלטי	surprise	0.430
fiesta	fiesta	surprise	0.430
delighted	דילייטיד	surprise	0.430
lawsuit	פּראָצעס	surprise	0.430
intrigue	ינטריג	surprise	0.430
quicksilver	quicksilver	surprise	0.422
originality	אָריגינאַליטי	surprise	0.422
riddle	רעטעניש	surprise	0.422
judgment	משפּט	surprise	0.422
enchant	ענטשאַנטעד	surprise	0.422
stealth	stealth	surprise	0.422
veracity	veracity	surprise	0.414
elusive	ילוסיוו	surprise	0.414
perjury	perjury	surprise	0.414
spirits	spirits	surprise	0.414
liberation	באַפרייונג	surprise	0.414
illegitimate	illegitimate	surprise	0.414
syncope	סינקאָפּע	surprise	0.414
experiment	experiment	surprise	0.414
gambler	גאַמבלערז	surprise	0.406
eager	לאָעט	surprise	0.406
inspired	inspired	surprise	0.406
fete	NO TRANSLATION	surprise	0.406
applause	אַפּלאָדיסמענטן	surprise	0.406
allure	פאַרנאַרן	surprise	0.406
parade	פּאַראַד	surprise	0.406
princely	princely	surprise	0.398
divorce	div	surprise	0.398
guess	טרעפן	surprise	0.398
burlesque	burlesque	surprise	0.398
secrecy	secrecy	surprise	0.398
aspiration	שטייגער	surprise	0.391
peri	פּערי	surprise	0.391
cheerful	פריילעך	surprise	0.391
hermaphrodite	hermaphrodite	surprise	0.391
supremacy	supremacy	surprise	0.391
incontinence	ינקאַנטאַנאַנס	surprise	0.391
inheritance	ירושה	surprise	0.383
score	score	surprise	0.383
lose	פאַרלירן	surprise	0.383
crowning	קראַונינג	surprise	0.383
buck	באַק	surprise	0.383
praiseworthy	praiseworthy	surprise	0.383
cadaver	קאַדאַווער	surprise	0.383
compliment	NO TRANSLATION	surprise	0.375
gulp	gulp	surprise	0.375
camouflaged	NO TRANSLATION	surprise	0.375
frisky	פריסקי	surprise	0.375
mystic	מיסטיק	surprise	0.375
succeed	דערגרייכן	surprise	0.375
advance	advance	surprise	0.375
sparkle	פינקלען	surprise	0.367
hope	האָפֿן	surprise	0.367
joker	דזשאָוקער	surprise	0.367
sensual	sensual	surprise	0.367
excavation	עקסקאַוויישאַן	surprise	0.367
feeling	געפיל	surprise	0.359
entertainment	פאַרווייַלונג	surprise	0.359
clown	clown	surprise	0.352
newcomer	נייַ-געקומענער	surprise	0.352
modify	מאָדיפיצירן	surprise	0.352
award	award	surprise	0.352
blessings	blessings	surprise	0.352
postponement	פּאָסטפּאָנעמענט	surprise	0.352
obit	obit	surprise	0.352
celebrity	רום	surprise	0.344
hero	העלד	surprise	0.344
start	אָנהייב	surprise	0.344
wonderfully	ווונדערלעך	surprise	0.344
highest	העכסטן	surprise	0.344
proficiency	דערפאַרונג	surprise	0.344
glorify	באַווייַזן	surprise	0.344
unbeaten	אומבאַקאַנט	surprise	0.336
memorable	מעמעראַבאַל	surprise	0.336
sanctify	הייליקן	surprise	0.336
rekindle	צוריק	surprise	0.336
optimism	אָפּטימיזם	surprise	0.336
warned	געווארנט	surprise	0.336
prodigious	פּראַדידזשאַס	surprise	0.336
dissolution	dissolution	surprise	0.336
grin	שמייכלען	surprise	0.336
admiration	אַדמיירינג	surprise	0.328
hypertrophy	hypertrophy	surprise	0.328
present	פאָרשטעלן	surprise	0.320
hap	NO TRANSLATION	surprise	0.320
angel	מלאך	surprise	0.320
examination	דורכקוק	surprise	0.320
catch	כאַפּן	surprise	0.320
inaffable	NO TRANSLATION	surprise	0.312
flirt	פלירטעווען	surprise	0.312
puma	פּומאַ	surprise	0.312
liberty	פרייַהייַט	surprise	0.312
kiss	קוש	surprise	0.312
embrace	אַרומנעמען	surprise	0.312
occasional	occasional	surprise	0.312
treat	מייַכל	surprise	0.312
saint	saint	surprise	0.312
scrimmage	scrimmage	surprise	0.312
dismissal	דיסמיסאַל	surprise	0.312
perfection	פּערפעקשאַן	surprise	0.305
generosity	generosity	surprise	0.305
gratify	באַפרידיקן	surprise	0.305
saintly	saintly	surprise	0.305
sally	ויספאַל	surprise	0.305
polarity	פּאָליאַריטי	surprise	0.297
finally	לעסאָף	surprise	0.297
differently	אַנדערש	surprise	0.297
palpable	palpable	surprise	0.297
warn	וואָרענען	surprise	0.297
ceremony	צערעמאָניע	surprise	0.297
larger	גרעסער	surprise	0.297
favorable	גינציק	surprise	0.297
romance	ראָמאַנס	surprise	0.289
medal	מעדאַל	surprise	0.289
inviting	ינווייטינג	surprise	0.289
greeting	גרוס	surprise	0.289
candid	עפנטלעך	surprise	0.281
resignation	רעזאַגניישאַן	surprise	0.281
trip	יאַזדע	surprise	0.281
accolade	צוקונפֿט	surprise	0.281
labor	אַרבעט	surprise	0.281
stare	stare	surprise	0.273
glimmer	glimmer	surprise	0.266
invite	invite	surprise	0.266
somatic	somatic	surprise	0.266
admire	admire	surprise	0.266
immerse	ויבן	surprise	0.266
festival	festival	surprise	0.266
mimicry	mimicry	surprise	0.266
compensate	פאַרגיטיקן	surprise	0.266
insolvency	ינסאַלוואַנסי	surprise	0.266
playful	שטיפעריש	surprise	0.266
complement	דערגאַנג	surprise	0.258
receiving	באקומען	surprise	0.258
hypothesis	כייפּאַטאַסאַס	surprise	0.258
laugh	laugh	surprise	0.258
chuckle	chuckle	surprise	0.258
honeymoon	האָניק - כוידעש	surprise	0.250
marry	חתונה	surprise	0.242
independence	זעלבסטשטענדיקייט	surprise	0.242
opera	opera	surprise	0.242
pleasant	אָנגענעם	surprise	0.242
rhythmical	rhythmical	surprise	0.234
assessment	assessment	surprise	0.234
hopeful	האָפענונג	surprise	0.234
trophy	טראָופי	surprise	0.234
holiness	הייליקייט	surprise	0.234
chant	געזאַנג	surprise	0.234
leave	לאָזן	surprise	0.234
procession	פּראָצעסיע	surprise	0.227
placard	פּלאַקערד	surprise	0.227
deal	האַנדל	surprise	0.227
cherish	cherish	surprise	0.219
good	good	surprise	0.219
shopping	שאַפּינג	surprise	0.219
musical	מוזיקאַליש	surprise	0.219
shell	שאָל	surprise	0.211
dawn	פאַרטאָג	surprise	0.211
simplify	פאַרפּאָשעטערן	surprise	0.211
purity	ריינקייַט	surprise	0.203
nullify	nullify	surprise	0.203
money	געלט	surprise	0.203
sweet	זיס	surprise	0.203
morals	morals	surprise	0.203
synchronize	סינגקראַנייז	surprise	0.195
preservative	פּראַזערוואַטיווע	surprise	0.195
humanitarian	humanitarian	surprise	0.195
unfulfilled	unfulfilled	surprise	0.195
precious	טייַער	surprise	0.195
obliging	אַבלאַגנינג	surprise	0.188
singularly	סינגגיאַלערלי	surprise	0.188
foresee	פאָרעם	surprise	0.180
pray	דאַוונען	surprise	0.180
graduation	גראַדזשאַוויישאַן	surprise	0.180
lovely	lovely	surprise	0.180
sun	זון	surprise	0.172
art	קונסט	surprise	0.172
mouth	מויל	surprise	0.172
youth	יוגנט	surprise	0.172
thirst	דאָרשט	surprise	0.172
young	יונג	surprise	0.164
goodness	גוטסקייט	surprise	0.164
overdue	אָוווערדו	surprise	0.156
visor	visor	surprise	0.156
practiced	פּראַקטיסט	surprise	0.156
latent	latent	surprise	0.156
loyal	געטרייַ	surprise	0.148
expect	דערוואַרטן	surprise	0.148
destination	destination	surprise	0.148
wireless	wireless	surprise	0.148
quote	ציטירן	surprise	0.141
slush	סלאַש	surprise	0.141
infant	פּיצל קינד	surprise	0.141
cream	קרעם	surprise	0.141
playground	שפּילפּלאַץ	surprise	0.133
organization	אָרגאַניזירונג	surprise	0.125
teach	לערנען	surprise	0.125
vote	שטימען	surprise	0.125
smile	שמייכל	surprise	0.117
weight	וואָג	surprise	0.117
dolphin	דעלפין	surprise	0.117
sisterhood	sisterhood	surprise	0.109
cable	קאַבלע	surprise	0.109
sunny	sunny	surprise	0.102
steady	פעסט	surprise	0.094
leisure	פרייַע צייַט	surprise	0.086
peaceful	פרידלעך	surprise	0.086
spa	ספּאַ	surprise	0.086
tree	tree	surprise	0.078
picnic	פּיקניק	surprise	0.078
worm	וואָרעם	surprise	0.055
truthfulness	truefulness	trust	0.906
trusted	NO TRANSLATION	trust	0.883
trustworthy	trustworthy	trust	0.867
honest	ערלעך	trust	0.844
honesty	ערלעכקייַט	trust	0.844
honor	כבוד	trust	0.844
truth	אמת	trust	0.844
truthful	אמת	trust	0.836
trusting	טראַסטינג	trust	0.836
brotherhood	ברודערשאַפט	trust	0.820
entrust	ענטראַסט	trust	0.812
committed	באגאנגען	trust	0.805
integrity	integrity	trust	0.805
loyalty	לויאַלטי	trust	0.805
honorable	honorable	trust	0.805
credibility	קרעדיביליטי	trust	0.805
trust	צוטרוי	trust	0.805
faithful	געטרייַ	trust	0.797
sincere	אָפנהאַרציק	trust	0.797
responsible	פאַראַנטוואָרטלעך	trust	0.789
partnership	שוטפעס	trust	0.789
true	NO TRANSLATION	trust	0.789
wisdom	חכמה	trust	0.789
oath	קלאָץ	trust	0.781
verification	וועריפיקאַטיאָן	trust	0.781
vow	וועד	trust	0.781
cooperative	קאָאָפּעראַטיווע	trust	0.781
respectable	respectable	trust	0.773
credible	credible	trust	0.773
hero	העלד	trust	0.773
sisterhood	sisterhood	trust	0.773
promise	צוזאָג	trust	0.773
verified	וועראַפייד	trust	0.773
qualified	קוואַלאַפייד	trust	0.766
respected	רעספּעקטעד	trust	0.766
authentication	אָטענטאַקיישאַן	trust	0.766
compassion	רחמנות	trust	0.759
reputable	רעפּיאַטאַבאַל	trust	0.758
safekeeping	סייפקיפּינג	trust	0.758
reliability	רילייאַבילאַטי	trust	0.758
moral	moral	trust	0.758
love	ליבע	trust	0.758
trusts	NO TRANSLATION	trust	0.758
approval	האַסקאָמע	trust	0.758
stable	סטאַביל	trust	0.750
friend	פרייַנד	trust	0.750
genuine	עכט	trust	0.750
friendships	NO TRANSLATION	trust	0.750
competence	קאָמפּאַטענסע	trust	0.750
loyal	געטרייַ	trust	0.750
ally	אַליירט	trust	0.750
safeguard	באַוואָרעניש	trust	0.750
companion	באַגלייטער	trust	0.750
advised	advised	trust	0.750
authentic	authentic	trust	0.750
respect	רעספּעקט	trust	0.750
accepting	NO TRANSLATION	trust	0.742
freedom	פֿרייַהייט	trust	0.742
proven	איבערצייגט	trust	0.742
respects	רעספּעקץ	trust	0.742
faith	אמונה	trust	0.742
wholesome	געזונט	trust	0.742
heartfelt	heartfelt	trust	0.734
unification	יוניקאַציע	trust	0.734
protecting	פּראַטעקטינג	trust	0.734
reassurance	ריאַשוראַנס	trust	0.734
admirable	admirable	trust	0.734
