word	Zulu-zu	emotion	emotion-intensity-score
lone	yedwa	sadness	0.446
guillotine	guillotine	sadness	0.446
encumbrance	ukukhunjulwa	sadness	0.441
annulment	ukususwa	sadness	0.440
badday	NO TRANSLATION	sadness	0.439
confinement	ukuvalelwa	sadness	0.439
bummer	i-bummer	sadness	0.439
delirious	okumnandi	sadness	0.439
bum	bum	sadness	0.438
rejects	uyalahla	sadness	0.438
futile	akukho lutho	sadness	0.438
departure	ukuhamba	sadness	0.438
disconnected	ixhunyiwe	sadness	0.438
lunacy	ukuthula	sadness	0.438
coercion	ukuphoqelela	sadness	0.438
fugitive	obalekile	sadness	0.438
disapproved	ayamukelekile	sadness	0.438
paucity	ubumpofu	sadness	0.438
blues	blues	sadness	0.438
ghetto	i-ghetto	sadness	0.438
cancellation	ukukhansela	sadness	0.438
imprudent	okungenangqondo	sadness	0.438
forbid	wenqabela	sadness	0.438
sympathize	uzwela	sadness	0.438
problem	inkinga	sadness	0.438
abscess	i-abscess	sadness	0.438
insolvency	ukungabonakali	sadness	0.438
indigent	abampofu	sadness	0.438
apathetic	abangenandaba	sadness	0.438
pensive	ukucabanga	sadness	0.438
lethargy	ubuqili	sadness	0.438
disagreement	ukungavumelani	sadness	0.438
stigma	inhlamba	sadness	0.438
detainee	uboshiwe	sadness	0.438
farewell	ukuhlehlisa	sadness	0.438
insignificant	akubalulekile	sadness	0.438
diminish	nciphisa	sadness	0.438
dislocated	ukuxoshwa	sadness	0.438
emotional	ngokomzwelo	sadness	0.438
unattainable	ayitholakali	sadness	0.438
animosity	inzondo	sadness	0.438
deflate	hlela	sadness	0.438
appendicitis	ukufakwa kwe-appendicitis	sadness	0.438
restriction	umkhawulo	sadness	0.438
underpaid	imali engaphansi	sadness	0.438
disapproving	ukungavumi	sadness	0.438
absent	engekho	sadness	0.438
darkened	mnyama	sadness	0.438
disqualified	ukungafanelekile	sadness	0.435
bothering	ukukhathazeka	sadness	0.435
tripping	ukuphuma	sadness	0.429
sunk	sishonile	sadness	0.426
retribution	impindiselo	sadness	0.424
draining	ukukhipha	sadness	0.424
varicella	i-varicella	sadness	0.424
lastday	NO TRANSLATION	sadness	0.424
haunted	haunted	sadness	0.422
dispassionate	abanesibindi	sadness	0.422
deviation	ukuphambuka	sadness	0.422
thief	isela	sadness	0.422
cyst	i-cyst	sadness	0.422
beggar	umphenyi	sadness	0.422
falling	ukuwa	sadness	0.422
neuralgia	i-neuralgia	sadness	0.422
unequal	ukungalingani	sadness	0.422
jarring	i-jarring	sadness	0.422
bad	kubi	sadness	0.422
rip	ukuvuthwa	sadness	0.422
handicap	ukukhubazeka	sadness	0.422
cardiomyopathy	i-cardiomyopathy	sadness	0.422
cutting	ukusika	sadness	0.422
unwelcome	engamukeleki	sadness	0.422
scarce	kuntula	sadness	0.422
wrongdoing	ukwenza okubi	sadness	0.422
insolvent	ukungabikho	sadness	0.422
difficulties	ubunzima	sadness	0.421
invader	umhlaseli	sadness	0.420
drab	udonsa	sadness	0.420
fall	ukuwa	sadness	0.418
illegitimate	engekho emthethweni	sadness	0.416
expel	phuma	sadness	0.414
meaningless	okungenasisekelo	sadness	0.409
darkness	ubumnyama	sadness	0.409
syncope	i-syncope	sadness	0.407
stroke	ukushaya	sadness	0.406
hoax	ukuthula	sadness	0.406
darken	mnyama	sadness	0.406
precarious	okungahambi kahle	sadness	0.406
subjected	kuncike	sadness	0.406
feudalism	ama-feudalism	sadness	0.406
fury	ukufutheka	sadness	0.406
bitch	i-bitch	sadness	0.406
enmity	ubutha	sadness	0.406
wildfire	umlilo wesango	sadness	0.406
obnoxious	obnoxious	sadness	0.406
confine	vimba	sadness	0.406
fatigued	edinwe	sadness	0.406
fault	iphutha	sadness	0.406
unsatisfied	enganelisekile	sadness	0.405
spank	spank	sadness	0.403
deluge	uzamcolo	sadness	0.402
sigh	bubula	sadness	0.402
spinster	spinster	sadness	0.400
blue	blue	sadness	0.400
needalife	NO TRANSLATION	sadness	0.398
owing	ukukhokha	sadness	0.398
embarrass	amahloni	sadness	0.394
pitfall	i-pitfall	sadness	0.394
pointless	okungenasici	sadness	0.394
seriousness	ukungathí sina	sadness	0.394
monsoon	i-monsoon	sadness	0.391
debt	isikweletu	sadness	0.391
exhausted	bekhathele	sadness	0.391
stretcher	i-stretcher	sadness	0.391
condescension	ukuzithoba	sadness	0.391
dwarfed	i-dwarfed	sadness	0.391
inefficient	ayifanele	sadness	0.391
ravenous	ehlukumezayo	sadness	0.391
rue	rue	sadness	0.391
banshee	banshee	sadness	0.391
daemon	i-daemon	sadness	0.391
feeble	elula	sadness	0.391
coldness	kubanda	sadness	0.391
ifonly	ukube-Ngabe	sadness	0.391
insulting	ukuthuka	sadness	0.391
trickery	ukukhohlisa	sadness	0.391
noose	i-noose	sadness	0.391
punch	i-punch	sadness	0.391
reproach	isihlamba	sadness	0.391
ineptitude	ukungabi nalutho	sadness	0.391
refused	wenqaba	sadness	0.391
cage	i-cage	sadness	0.391
brute	ukuhlukumezeka	sadness	0.391
subvert	ukuguqulwa	sadness	0.384
jealousy	umhawu	sadness	0.382
geriatric	geriatric	sadness	0.379
miss	miss	sadness	0.379
struggle	ukulwa	sadness	0.379
inexcusable	akukhoxeka	sadness	0.379
descent	ukuzala	sadness	0.377
entangled	ziboshwe	sadness	0.377
ashes	umlotha	sadness	0.377
exhaustion	ukukhathala	sadness	0.375
blackness	ubumnyama	sadness	0.375
funk	funk	sadness	0.375
disqualify	ukungafanelekile	sadness	0.375
slump	slump	sadness	0.375
inconsiderate	ukungacabangi	sadness	0.375
noncompliance	ukungahambisani	sadness	0.375
goodbye	Hamba kahle	sadness	0.375
sucks	uyasondeza	sadness	0.375
landslide	i-landslide	sadness	0.375
overcast	ukugqotshwa	sadness	0.375
rabid	intukuthelo	sadness	0.375
inferior	ephansi	sadness	0.375
murky	i-murky	sadness	0.375
prostitution	ubufebe	sadness	0.375
scar	ukwesaba	sadness	0.375
dispel	qeda	sadness	0.375
parting	ukuhlukanisa	sadness	0.375
wasting	ukuchitha	sadness	0.375
withdraw	ukuhoxisa	sadness	0.375
oust	khumula	sadness	0.375
sympathy	isihawu	sadness	0.375
delay	ukubambezeleka	sadness	0.373
unattractive	ukungathandeki	sadness	0.373
apologize	xolisa	sadness	0.370
crazy	i-crazy	sadness	0.368
bastard	Udoti	sadness	0.366
deteriorated	yahlaselwa	sadness	0.365
inter	phakathi	sadness	0.364
empty	ayinalutho	sadness	0.364
mocking	ukuhleka usulu	sadness	0.363
adder	isitha	sadness	0.361
hindering	ukuvimbela	sadness	0.359
flounder	sishaya	sadness	0.359
hunter	umzingeli	sadness	0.359
unable	ayikwazi	sadness	0.359
fruitless	ezingenasithelo	sadness	0.359
arraignment	ukuhlukunyezwa	sadness	0.359
tremor	ukuthuthumela	sadness	0.359
taunt	ukuhleka usulu	sadness	0.359
fainting	ukuphelelwa amandla	sadness	0.359
plaintive	i-plaintive	sadness	0.359
defendant	umsolwa	sadness	0.359
disconnect	nqamula	sadness	0.359
servile	servile	sadness	0.359
unsuccessful	ayiphumelelanga	sadness	0.359
unemployed	engasebenzi	sadness	0.359
austere	austere	sadness	0.359
lockup	indawo	sadness	0.359
numbness	ukungabi namandla	sadness	0.359
wrangling	ukugubha	sadness	0.359
misunderstanding	ukungaqondi kahle	sadness	0.359
obesity	ukukhuluphala	sadness	0.359
idiocy	idiocy	sadness	0.359
consecration	ukuzinikezela	sadness	0.359
perpetrator	umenzi wobugebengu	sadness	0.359
doubt	ukungabaza	sadness	0.359
affront	ukuhlukunyezwa	sadness	0.359
unpopular	ayithandeki	sadness	0.359
inefficiency	ukungasebenzi	sadness	0.359
corse	NO TRANSLATION	sadness	0.359
fuss	fuss	sadness	0.359
unrest	izingxabano	sadness	0.351
intervention	ukungenelela	sadness	0.348
wimpy	wimpy	sadness	0.348
waste	imfucuza	sadness	0.348
absentee	engekho	sadness	0.348
spoiler	umqashi	sadness	0.348
flaw	iphutha	sadness	0.347
blindly	ngephutha	sadness	0.344
thrash	thrash	sadness	0.344
furrow	i-furrow	sadness	0.344
militia	i-militia	sadness	0.344
litigate	ukuphikisa	sadness	0.344
stained	inqabile	sadness	0.344
uninspired	aphelelwe amandla	sadness	0.344
uninvited	engavunyelwe	sadness	0.344
detention	ukuboshwa	sadness	0.344
surgery	ukuhlinzwa	sadness	0.344
lawsuit	icala	sadness	0.344
specter	cabanga	sadness	0.344
desert	ugwadule	sadness	0.344
attenuation	ukunakekelwa	sadness	0.344
forfeit	ukulahlekelwa	sadness	0.344
plea	isikhalazo	sadness	0.344
cumbersome	cumbersome	sadness	0.344
resigned	ushiye	sadness	0.344
lagging	ukungena	sadness	0.344
intercede	thinta	sadness	0.344
myopia	i-myopia	sadness	0.339
unaccountable	ayitholakali	sadness	0.339
mishap	ukuhlukumezeka	sadness	0.338
probation	ukuhlolwa	sadness	0.336
disagreeing	aphikisana	sadness	0.333
severance	ukuhlukanisa	sadness	0.333
bacteria	amabhaktheriya	sadness	0.328
adrift	adrift	sadness	0.328
squall	i-squall	sadness	0.328
nether	phansi	sadness	0.328
leave	shiya	sadness	0.328
incompetent	engakwazi	sadness	0.328
endless	okungapheli	sadness	0.328
unacceptable	ayamukelekile	sadness	0.328
bondage	ubugqila	sadness	0.328
dependence	ukuthembela	sadness	0.328
sterile	oyinyumba	sadness	0.328
unacknowledged	engakaziwa	sadness	0.328
disallowed	avunyelwe	sadness	0.328
nepotism	ukuphinga	sadness	0.328
soreness	soreness	sadness	0.328
scold	funa	sadness	0.327
flaccid	i-flaccid	sadness	0.324
hobo	i-hobo	sadness	0.323
fragile	sithekile	sadness	0.319
stingy	i-stingy	sadness	0.319
sue	sue	sadness	0.318
scarcely	akunakwenzeka	sadness	0.318
mistake	iphutha	sadness	0.312
committal	ukukhishwa	sadness	0.312
fatty	amafutha	sadness	0.312
wan	NO TRANSLATION	sadness	0.312
thresh	phuma	sadness	0.312
skid	skid	sadness	0.312
hamstring	i-hamstring	sadness	0.312
nonsensical	nonsensical	sadness	0.312
ulcer	isilonda	sadness	0.312
defy	ukulahla	sadness	0.312
nostalgia	nostalgia	sadness	0.312
inhibit	ukuvimbela	sadness	0.312
clouded	i-clouded	sadness	0.312
evanescence	evanescence	sadness	0.312
conceal	ukufihla	sadness	0.311
blemish	isici	sadness	0.310
resisting	ukumelana	sadness	0.309
sympathetic	uzwela	sadness	0.307
bugaboo	bugaboo	sadness	0.304
confess	vuma	sadness	0.303
opium	i-opium	sadness	0.303
alas	i-alas	sadness	0.302
setback	ukubuyisela emuva	sadness	0.297
halting	ukumisa	sadness	0.297
incase	uma kwenzeka	sadness	0.297
inappropriate	akufanelekile	sadness	0.297
toocold	NO TRANSLATION	sadness	0.297
migraine	i-migraine	sadness	0.297
incompatible	akuhambisani	sadness	0.297
dull	buthaka	sadness	0.297
discontinuity	ukuyeka	sadness	0.297
wrinkled	wrinkled	sadness	0.297
suppress	ukucindezela	sadness	0.297
weak	buthakathaka	sadness	0.297
mislead	ukudukisa	sadness	0.297
subsidence	ukuxhaswa kwemali	sadness	0.297
hermit	i-hermit	sadness	0.296
moving	ukuhamba	sadness	0.295
shrink	shrink	sadness	0.295
shiver	thuthumela	sadness	0.291
tramp	ukunyathela	sadness	0.288
constraint	inkinga	sadness	0.288
unimportant	okungabalulekile	sadness	0.288
rubble	imfucumfucu	sadness	0.282
excluding	kungabandakanyi	sadness	0.281
revoke	buyisa	sadness	0.281
negro	negro	sadness	0.281
shortage	ukuntuleka	sadness	0.281
wearily	uzame	sadness	0.281
grey	grey	sadness	0.281
senseless	engenangqondo	sadness	0.281
overdue	kudlulile	sadness	0.281
flinch	flinch	sadness	0.281
adverse	okubi	sadness	0.281
remove	susa	sadness	0.281
grumpy	i-grumpy	sadness	0.281
flop	faka	sadness	0.281
scrapie	scrapie	sadness	0.281
confession	ukuvuma	sadness	0.281
timid	uhlehlisiwe	sadness	0.281
down	phansi	sadness	0.281
unseat	unseat	sadness	0.281
apathy	ukunganakwa	sadness	0.281
taint	ukugcoba	sadness	0.281
black	omnyama	sadness	0.281
knell	i-knell	sadness	0.275
jurisprudence	umthetho wezomthetho	sadness	0.273
humbled	uthobekile	sadness	0.273
confusion	ukudideka	sadness	0.273
soldier	isosha	sadness	0.273
throb	i-throb	sadness	0.273
gray	grey	sadness	0.269
obstacle	isithiyo	sadness	0.266
lax	lax	sadness	0.266
eternity	ukuphakade	sadness	0.266
leaving	ushiye	sadness	0.266
unrealistic	ayinangqondo	sadness	0.266
mixedemotions	ukuxuba	sadness	0.266
slur	slur	sadness	0.266
drifted	ikhuphukile	sadness	0.266
remiss	khipha	sadness	0.266
shack	shack	sadness	0.266
inconvenient	okungahambi kahle	sadness	0.263
restrict	ukukhawulela	sadness	0.259
misrepresentation	ukuphazamisa kabi	sadness	0.259
stagnant	omile	sadness	0.259
disservice	hlela	sadness	0.258
backwater	emuva kwamanzi	sadness	0.255
nosun	NO TRANSLATION	sadness	0.255
wilderness	ehlane	sadness	0.255
wasteful	ukuchitha	sadness	0.250
labored	wasebenza	sadness	0.250
uneducated	engafundiwe	sadness	0.250
incomplete	akuphelele	sadness	0.250
older	endala	sadness	0.250
speculation	ukucabangela	sadness	0.250
undying	ukuphazamisa	sadness	0.250
pine	iphayini	sadness	0.250
tempest	isiphepho	sadness	0.250
humbug	i-humbug	sadness	0.250
bang	bang	sadness	0.250
gullible	ukuhlukumezeka	sadness	0.250
unexplained	akuchaziwe	sadness	0.250
communism	ubukhomanisi	sadness	0.250
error	iphutha	sadness	0.250
anchorage	i-anchorage	sadness	0.250
rainyday	i-rainyday	sadness	0.242
demonstrative	ukubonisa	sadness	0.242
melodrama	melodrama	sadness	0.242
necessity	isidingo	sadness	0.236
boredom	isithukuthezi	sadness	0.235
misty	i-misty	sadness	0.234
warp	i-warp	sadness	0.234
trash	udoti	sadness	0.234
burke	burke	sadness	0.234
hollow	ezingenalutho	sadness	0.234
void	ayikho	sadness	0.234
healing	ukuphulukiswa	sadness	0.234
cloudy	ifufu	sadness	0.234
blockade	ukuvimbela	sadness	0.234
depart	shiya	sadness	0.234
uninteresting	engathandeki	sadness	0.234
cancel	khansela	sadness	0.234
sentence	isigwebo	sadness	0.234
foggy	foggy	sadness	0.234
pale	ephukile	sadness	0.234
case	icala	sadness	0.228
rainy	imvula	sadness	0.227
onerous	onerous	sadness	0.223
bottom	phansi	sadness	0.223
uninterested	engathandeki	sadness	0.223
fasting	ukuzila ukudla	sadness	0.220
indifference	ukunganakwa	sadness	0.219
boooo	NO TRANSLATION	sadness	0.219
coping	ukubhekana	sadness	0.219
discolored	i-discolored	sadness	0.219
blunder	iphutha	sadness	0.219
thirst	ukoma	sadness	0.219
dole	dole	sadness	0.219
pious	uthanda	sadness	0.219
cocaine	i-cocaine	sadness	0.218
tough	ezinzima	sadness	0.212
lower	ephansi	sadness	0.203
sprain	hlala	sadness	0.203
arid	evulekile	sadness	0.203
fat	amanoni	sadness	0.203
revolution	i-revolution	sadness	0.203
chilly	i-chilly	sadness	0.203
chargeable	ukukhokhiswa	sadness	0.203
sluggish	elula	sadness	0.203
yucky	yucky	sadness	0.203
hoary	i-hoary	sadness	0.203
wanting	befuna	sadness	0.202
progression	ukuqhubeka	sadness	0.201
closure	ukuvalwa	sadness	0.195
unbeaten	unbeaten	sadness	0.193
veal	inkonyana edliwayo	sadness	0.188
retirement	umhlalaphansi	sadness	0.188
oddity	okungavamile	sadness	0.188
heartfelt	ngokusuka enhliziyweni	sadness	0.188
meh	mina	sadness	0.188
invalid	ayivumelekile	sadness	0.188
tease	tease	sadness	0.188
splitting	ukuhlukaniswa	sadness	0.188
interrupted	iphazamisekile	sadness	0.188
rumor	amahemuhemu	sadness	0.188
cataract	i-cataract	sadness	0.188
rack	i-rack	sadness	0.188
halter	i-halter	sadness	0.188
cold	kubanda	sadness	0.188
concerned	othintekayo	sadness	0.184
sarcasm	ukucasula	sadness	0.181
strip	ukuhlukana	sadness	0.179
esteem	ukuhlonishwa	sadness	0.172
feeling	ukuzwa	sadness	0.172
overload	overload	sadness	0.172
divided	ihlukaniswe	sadness	0.172
memories	izinkumbulo	sadness	0.172
sap	sisha	sadness	0.172
eschew	eschew	sadness	0.172
cupping	ukupheka	sadness	0.172
destination	okuya khona	sadness	0.170
nosnow	i-nosnow	sadness	0.169
limited	kunqunyelwe	sadness	0.167
rain	imvula	sadness	0.163
willful	ngokuzithandela	sadness	0.160
untitled	okungenasisekelo	sadness	0.157
weeds	ukhula	sadness	0.156
stint	u-stint	sadness	0.156
cross	ukuwela	sadness	0.156
pare	NO TRANSLATION	sadness	0.155
snort	sishaya	sadness	0.154
inconsequential	okungapheli	sadness	0.152
procession	ukunyakaza	sadness	0.152
tax	intela	sadness	0.142
lesbian	abashadile	sadness	0.141
emo	emo	sadness	0.141
overpriced	inqwabelene	sadness	0.141
tolerate	ukubekezelela	sadness	0.141
mug	umgudu	sadness	0.141
weight	isisindo	sadness	0.141
touchy	ukuthinta	sadness	0.140
kennel	kennel	sadness	0.130
grounded	isisekelo	sadness	0.130
late	sekwephuzile	sadness	0.125
theocratic	okungokwasezulwini	sadness	0.125
clouds	amafu	sadness	0.125
terrific	kakhulu	sadness	0.125
commemorate	khumbula	sadness	0.125
meek	mnene	sadness	0.125
stillness	ukuthula	sadness	0.125
sisterhood	udadewabo	sadness	0.125
socialist	i-socialist	sadness	0.125
unpaid	engakhokhiwe	sadness	0.125
margin	umkhawulo	sadness	0.125
default	okuzenzakalelayo	sadness	0.121
lace	i-lace	sadness	0.118
unpublished	ayishicilelwe	sadness	0.116
interested	unentshisekelo	sadness	0.114
fortress	inqaba	sadness	0.110
fleece	uboya	sadness	0.109
rating	ukulinganisa	sadness	0.109
lush	lush	sadness	0.109
harry	hamba	sadness	0.109
priesthood	ubupristi	sadness	0.109
orchestra	i-orchestra	sadness	0.109
ultimate	ekugcineni	sadness	0.109
sanctify	ngcwelisa	sadness	0.108
income	imali	sadness	0.100
sonnet	sonnet	sadness	0.094
winning	ukunqoba	sadness	0.094
quiet	ethule	sadness	0.094
boo	boo	sadness	0.094
vainly	ngeze	sadness	0.091
wet	limanzi	sadness	0.078
hug	khumbulani	sadness	0.078
hut	indlu	sadness	0.078
ovation	ovation	sadness	0.078
humble	uthobekile	sadness	0.078
motivating	kushukumisa	sadness	0.078
opera	i-opera	sadness	0.078
treat	phatha	sadness	0.076
hymn	iculo	sadness	0.064
honest	uthembekile	sadness	0.062
relics	izintambo	sadness	0.061
couch	umbhede	sadness	0.060
waffle	i-waffle	sadness	0.047
shell	igobolondo	sadness	0.045
musical	umculo	sadness	0.045
savor	ukunambitheka	sadness	0.034
vote	uvote	sadness	0.031
napkin	i-napkin	sadness	0.031
sing	cula	sadness	0.017
music	umculo	sadness	0.016
mother	umama	sadness	0.016
nutritious	okunomsoco	sadness	0.015
lovely	lovely	sadness	0.009
art	ubuciko	sadness	0.000
romance	uthando	sadness	0.000
liquor	utshwala	sadness	0.000
sweetheart	othandekayo	sadness	0.000
surprise	ukumangala	surprise	0.930
flabbergast	i-flabbergast	surprise	0.906
explode	ukuqhuma	surprise	0.906
explosion	ukuqhuma	surprise	0.898
explosive	ukuqhuma	surprise	0.883
ambush	baqamekele	surprise	0.883
eruption	ukuqhuma	surprise	0.883
frighten	funa	surprise	0.875
startle	qalisa	surprise	0.875
surprisingly	ngokumangazayo	surprise	0.875
shockingly	ngokushaqeka	surprise	0.875
surprising	kumangalisa	surprise	0.867
frightened	wesaba	surprise	0.867
surprised	bamangala	surprise	0.867
thrilling	okujabulisayo	surprise	0.859
miracle	isimangaliso	surprise	0.859
outburst	ukuthukuthela	surprise	0.859
blast	ukuqhuma	surprise	0.852
alarm	i-alamu	surprise	0.852
astonishingly	NO TRANSLATION	surprise	0.852
jolt	jolt	surprise	0.844
thunderstruck	thunderstruck	surprise	0.844
shock	ukushaqeka	surprise	0.844
fright	ukwesaba	surprise	0.836
bang	bang	surprise	0.836
unexpectedly	ngokungalindelekile	surprise	0.836
catastrophe	inhlekelele	surprise	0.836
dazzle	bhanya	surprise	0.836
emergency	eziphuthumayo	surprise	0.828
bewilderment	ukuphazamiseka	surprise	0.828
suddenly	ngokuzumayo	surprise	0.828
startling	ukumangaza	surprise	0.828
astound	amazing	surprise	0.820
stunned	emangele	surprise	0.820
jackpot	jackpot	surprise	0.812
earthquake	ukuzamazama komhlaba	surprise	0.812
disaster	inhlekelele	surprise	0.812
astonish	mangala	surprise	0.805
astonishment	ukumangala	surprise	0.805
climax	umvuthwandaba	surprise	0.805
aghast	ukhululekile	surprise	0.805
scare	esabisa	surprise	0.797
awestruck	ukuhlukunyezwa	surprise	0.797
bomb	ibhomu	surprise	0.789
erupt	kuqhuma	surprise	0.789
exclaim	mema	surprise	0.789
amazement	ukumangala	surprise	0.781
detonate	ukuxosha	surprise	0.773
alarming	eshaqisayo	surprise	0.773
miraculous	isimangaliso	surprise	0.773
invade	bahlasele	surprise	0.773
raid	ukuhlasela	surprise	0.773
abduction	ukuthunjwa	surprise	0.773
kidnap	uthatha	surprise	0.766
stupefy	faka	surprise	0.758
overwhelming	ziqine	surprise	0.758
dumfound	ihlaselwe	surprise	0.758
unpredictable	ezingalindelekile	surprise	0.758
unimaginable	engacabangeki	surprise	0.750
erratic	okungaqondakali	surprise	0.750
accident	ingozi	surprise	0.750
outrageous	othukuthele	surprise	0.750
flinch	flinch	surprise	0.742
blitz	i-blitz	surprise	0.742
petrify	funa	surprise	0.742
slaughter	ukubulawa	surprise	0.742
horror	amahloni	surprise	0.742
amaze	mangaza	surprise	0.742
bewilder	ukudilika	surprise	0.742
wreck	kuphazamiseka	surprise	0.742
stupefaction	ukunyakaza	surprise	0.734
excitement	injabulo	surprise	0.734
frenetic	ukhululekile	surprise	0.734
frantic	iphoyisa	surprise	0.734
crash	ukuphahlazeka	surprise	0.734
sudden	ngokuzumayo	surprise	0.727
riotous	ehlekisayo	surprise	0.727
vanished	yaphela	surprise	0.727
moonstruck	moonstruck	surprise	0.727
outcry	ukukhala	surprise	0.727
bewildered	bajabule	surprise	0.719
awe	NO TRANSLATION	surprise	0.719
sabotage	isabatha	surprise	0.719
shriek	shriek	surprise	0.719
breathless	ukuphefumula	surprise	0.719
scream	khala	surprise	0.719
manslaughter	ukubulawa kwabantu	surprise	0.719
rupture	ukuphuka	surprise	0.719
unanticipated	okungalindelekile	surprise	0.719
amazedness	NO TRANSLATION	surprise	0.719
uncontrollable	angalawuleki	surprise	0.711
unexpected	okungalindelekile	surprise	0.711
electrify	ukukhipha amandla	surprise	0.711
stun	stun	surprise	0.711
shot	Kudutshulwe	surprise	0.711
avalanche	i-avalanche	surprise	0.711
gasp	ushiye	surprise	0.711
unforeseen	okungalindelekile	surprise	0.703
slam	slam	surprise	0.703
surge	ukuphakama	surprise	0.703
intruder	intruder	surprise	0.703
abrupt	ngokuphazamiseka	surprise	0.703
suspense	ukusola	surprise	0.703
devastation	ukubhujiswa	surprise	0.703
dumfounder	NO TRANSLATION	surprise	0.695
volatility	ukungazami	surprise	0.695
excite	ujabule	surprise	0.695
unprecedented	okungakaze kube khona	surprise	0.695
stab	ukugwaza	surprise	0.695
urgent	okuphuthumayo	surprise	0.695
yell	bhala	surprise	0.695
strike	isiteleka	surprise	0.695
disturbance	ukuphazamiseka	surprise	0.688
carnage	ukubulala	surprise	0.688
spectacular	okumangalisayo	surprise	0.688
incredible	amazing	surprise	0.688
recklessness	ukunganaki	surprise	0.680
slap	shaya	surprise	0.680
monstrous	unesabekayo	surprise	0.680
clamor	ukukloloda	surprise	0.680
thrill	ukujabula	surprise	0.680
accidentally	ngengozi	surprise	0.672
accidental	ngengozi	surprise	0.672
striking	okushaya	surprise	0.672
captivate	captivate	surprise	0.672
exhilaration	ukumemeza	surprise	0.672
terrorist	amaphekula	surprise	0.672
inexplicable	akucaci	surprise	0.672
exciting	okuthakazelisayo	surprise	0.672
topple	ukuphoqa	surprise	0.664
dire	NO TRANSLATION	surprise	0.664
volcano	i-volcano	surprise	0.664
revolution	i-revolution	surprise	0.664
freakish	i-freakish	surprise	0.664
incendiary	incendiary	surprise	0.656
revolt	ukuvukela	surprise	0.656
sneak	sneak	surprise	0.656
unspeakable	engabonakali	surprise	0.656
bloodshed	ukuchithwa kwegazi	surprise	0.656
cyclone	isiphepho	surprise	0.648
violent	enobudlova	surprise	0.648
disruption	ukuphazamiseka	surprise	0.648
spellbound	i-spellbound	surprise	0.648
unsuspecting	ukungaboni	surprise	0.648
mutiny	i-mutiny	surprise	0.648
attacking	ukuhlaselwa	surprise	0.648
unintended	engalindelekile	surprise	0.648
amazingly	ngokumangalisayo	surprise	0.648
epidemic	ubhubhane	surprise	0.648
shout	umemeza	surprise	0.641
screech	screech	surprise	0.641
wildfire	umlilo wesango	surprise	0.641
indescribable	okungaqondakali	surprise	0.641
enthusiasm	umdlandla	surprise	0.641
excitation	ukukhathazeka	surprise	0.641
tumult	ukuxokozela	surprise	0.641
improvisation	i-improvisation	surprise	0.641
anomaly	i-anomaly	surprise	0.633
apparition	ukubonakala	surprise	0.633
treachery	ukukhohlisa	surprise	0.633
presto	presto	surprise	0.633
gape	gape	surprise	0.633
agape	agape	surprise	0.633
uncertain	engaqinisekile	surprise	0.633
plunder	ukuphanga	surprise	0.633
tempest	isiphepho	surprise	0.625
trick	ukukhohlisa	surprise	0.625
slaughtering	ukuhlatshwa	surprise	0.625
wonderment	ukumangala	surprise	0.625
excited	ujabule	surprise	0.625
sorcery	ubulovu	surprise	0.625
murderous	ukubulala	surprise	0.625
urgency	ukuphuthuma	surprise	0.625
distress	ukucindezeleka	surprise	0.625
mystery	imfihlakalo	surprise	0.625
trickery	ukukhohlisa	surprise	0.617
intense	kakhulu	surprise	0.617
vanish	phuma	surprise	0.617
murder	ukubulala	surprise	0.617
quickness	ukushesha	surprise	0.617
intrusive	i-intrusive	surprise	0.617
inimaginable	NO TRANSLATION	surprise	0.617
prank	prank	surprise	0.617
blindfold	i-blindfold	surprise	0.609
coup	ukukhishwa	surprise	0.609
splash	sishaye	surprise	0.609
thief	isela	surprise	0.609
magical	imilingo	surprise	0.609
unstable	engazinzile	surprise	0.609
shatter	shatter	surprise	0.609
strangle	cindezela	surprise	0.609
defy	ukulahla	surprise	0.602
deluge	uzamcolo	surprise	0.602
inconceivable	okungenakwenzeka	surprise	0.602
jubilee	jubilee	surprise	0.602
stupor	i-stupor	surprise	0.602
tackle	ukubhekana	surprise	0.602
assail	ukushaya	surprise	0.602
betray	ukunikela	surprise	0.602
monstrosity	ukuthukuthela	surprise	0.594
alerts	izaziso	surprise	0.594
lightning	umbani	surprise	0.594
mishap	ukuhlukumezeka	surprise	0.594
shrill	shrill	surprise	0.594
stupendous	unomusa	surprise	0.594
mysterious	imfihlakalo	surprise	0.586
paralyzed	ekhubazekile	surprise	0.586
randomly	ngezikhathi ezithile	surprise	0.586
bonus	ibhonasi	surprise	0.586
deceit	ukukhohlisa	surprise	0.586
wild	zasendle	surprise	0.586
pitfall	i-pitfall	surprise	0.586
wondrous	amazing	surprise	0.586
uncanny	ukungavumeli	surprise	0.586
electric	ugesi	surprise	0.578
oddity	okungavamile	surprise	0.578
death	ukufa	surprise	0.578
jubilant	jubilant	surprise	0.578
godsend	godsend	surprise	0.578
stagger	ukuzamazama	surprise	0.578
raving	ukuhlukumeza	surprise	0.578
rejoicing	ukujabula	surprise	0.578
premature	ngaphambi kwesikhathi	surprise	0.578
fluke	i-fluke	surprise	0.578
bizarre	okungaqondakali	surprise	0.578
revenge	buyisela	surprise	0.570
dynamic	enamandla	surprise	0.570
dismay	ukuphazamiseka	surprise	0.570
ecstatic	ecstatic	surprise	0.562
fascinate	okuthakazelisayo	surprise	0.562
