word	Bengali-bn	emotion	emotion-intensity-score
meritorious	গুণী	trust	0.586
acclaim	জয়ধ্বনি	trust	0.586
diplomacy	কূটনীতি	trust	0.586
educational	শিক্ষাবিষয়ক	trust	0.586
husbandry	খেতি	trust	0.586
share	ভাগ	trust	0.586
enjoying	সেবন	trust	0.586
firmness	কাঠিন্য	trust	0.586
convince	সন্তুষ্ট	trust	0.586
designation	উপাধি	trust	0.586
tribe	উপজাতি	trust	0.586
victory	বিজয়	trust	0.586
magnificent	মহৎ	trust	0.586
lovely	সুদৃশ্য	trust	0.586
seniority	প্রবীনত্ব	trust	0.586
angelic	দেবদূতোপম	trust	0.586
ambition	উচ্চাকাঙ্ক্ষা	trust	0.586
father	পিতা	trust	0.586
mate	সঙ্গী	trust	0.586
sobriety	অপ্রমাদ	trust	0.586
revere	পূজা করা	trust	0.586
delegate	প্রতিনিধি	trust	0.586
navigator	নাবিক	trust	0.578
watchdog	রক্ষী কুকুর	trust	0.578
obey	মান্য	trust	0.578
cheerfulness	প্রফুল্লতা	trust	0.578
inviting	আমন্ত্রণ জানিয়ে	trust	0.578
judge	বিচারক	trust	0.578
irrefutable	অকাট্য	trust	0.578
philanthropist	বিশ্বপ্রেমিক	trust	0.578
careful	সাবধান	trust	0.578
communion	আলাপন	trust	0.578
coexisting	coexisting	trust	0.578
impartiality	ন্যায়	trust	0.578
unquestioned	অক্ষুণ্ণ	trust	0.578
upright	ন্যায়পরায়ণ	trust	0.578
authoritative	প্রামাণিক	trust	0.578
structural	কাঠামোগত	trust	0.578
convinced	প্রতীত	trust	0.578
smile	হাসি	trust	0.578
commandant	সেনানায়ক	trust	0.578
dutiful	কর্তব্যপরায়ণ	trust	0.578
shelter	আশ্রয়	trust	0.578
revival	রেনেসাঁ	trust	0.578
professor	অধ্যাপক	trust	0.578
adore	পূজা করা	trust	0.578
legalized	বৈধ	trust	0.578
punctual	সময়নিষ্ঠ	trust	0.570
counsellor	পরামর্শদাতা	trust	0.570
complement	পূরক	trust	0.570
corroboration	প্রতিপাদন	trust	0.570
immaculate	অনিন্দ্য	trust	0.570
relative	আপেক্ষিক	trust	0.570
apostle	দূত	trust	0.570
earned	NO TRANSLATION	trust	0.570
connective	সংযোজক	trust	0.570
insure	বিমা করা	trust	0.570
plausible	বিশ্বাসযোগ্য	trust	0.570
consult	পরামর্শ করা	trust	0.570
modest	বিনয়ী	trust	0.570
measured	মাপা	trust	0.570
pilot	চালক	trust	0.570
collaborator	সহযোগী	trust	0.570
advise	পরামর্শ	trust	0.570
cuddle	আলিঙ্গন করা	trust	0.570
ordinance	অধ্যাদেশ	trust	0.570
compass	কম্পাস	trust	0.570
guide	গাইড	trust	0.570
everlasting	অনন্ত	trust	0.570
adhering	লগ্ন	trust	0.570
determinate	নির্ধারিত	trust	0.570
heavenly	স্বর্গীয়	trust	0.570
principal	অধ্যক্ষ	trust	0.570
abundance	প্রাচুর্য	trust	0.570
matron	মাতৃকা	trust	0.570
unequivocal	দ্ব্যর্থহীন	trust	0.570
volunteers	স্বেচ্ছাসেবকদের	trust	0.570
pedigree	বংশতালিকা	trust	0.570
unquestionably	নিঃসন্দেহে	trust	0.570
pertinent	প্রাসঙ্গিক	trust	0.562
devout	ধর্মপ্রাণ	trust	0.562
curable	আরোগ্যসাধ্য	trust	0.562
insight	সূক্ষ্মদৃষ্টি	trust	0.562
congregation	ধর্মসভা	trust	0.562
admit	সত্য বলিয়া স্বীকার করা	trust	0.562
pleasant	মনোরম	trust	0.562
vigorous	সবল	trust	0.562
fort	দুর্গ	trust	0.562
remarkable	অসাধারণ	trust	0.562
content	সন্তুষ্ট	trust	0.562
spotless	নিষ্কলুষ	trust	0.562
uplift	উন্নয়ন	trust	0.562
compensate	ক্ষতিপূরণ করা	trust	0.562
lovemaking	প্রণয়জ্ঞাপন	trust	0.562
jury	জুরি	trust	0.562
jurist	আইনজ্ঞ	trust	0.562
soothing	শীতল	trust	0.562
ordination	অর্ডিনেশন	trust	0.562
cohesion	সংযোগ	trust	0.562
frankness	সরলতা	trust	0.562
strong	শক্তিশালী	trust	0.562
miracle	অলৌকিক ঘটনা	trust	0.562
concordance	নির্ঘণ্ট	trust	0.562
applaud	তারিফ করা	trust	0.562
prize	পুরস্কার	trust	0.562
apostolic	প্রচারের জন্য প্রেরিত ব্যক্তি-সম্বন্ধীয় ভাববাদিতুল্য	trust	0.562
succeeding	পদানুবর্তী	trust	0.562
vitality	জীবনীশক্তি	trust	0.562
treasurer	কোষাধ্যক্ষ	trust	0.562
save	রক্ষা	trust	0.562
earn	আয় করা	trust	0.562
midwife	ধাত্রী	trust	0.555
discretion	বিচক্ষণতা	trust	0.555
worship	পূজা	trust	0.555
constant	ধ্রুব	trust	0.555
foresight	দূরদর্শিতা	trust	0.555
vote	ভোট	trust	0.555
cultivate	চাষ করা	trust	0.555
impartial	নিরপেক্ষ	trust	0.555
illumination	আলো	trust	0.555
ambulance	অ্যাম্বুলেন্স	trust	0.555
privacy	গোপনীয়তা	trust	0.555
succeed	সফল	trust	0.555
providing	প্রদানের	trust	0.555
veteran	ঝানু	trust	0.555
patience	ধৈর্য	trust	0.555
prophet	নবী	trust	0.555
coach	কোচ	trust	0.555
intuition	স্বজ্ঞা	trust	0.555
reconciliation	পুনর্মিলন	trust	0.555
defender	প্রতিবাদী	trust	0.555
coalesce	একসঙ্গে জন্মান	trust	0.555
mediate	মধ্যস্থতা করা	trust	0.555
precedence	প্রাধান্য	trust	0.555
congruence	সঙ্গতি	trust	0.555
buddy	দোস্ত	trust	0.555
reunion	পুনর্মিলন	trust	0.555
restorative	বলকারক	trust	0.555
destined	পূর্বনির্দিষ্ট	trust	0.555
physicist	প্রকৃতিবিজ্ঞানী	trust	0.555
influential	প্রভাবশালী	trust	0.555
exalt	উল্লসিত করা	trust	0.555
greatness	মহিমা	trust	0.555
inclusion	অন্তর্ভুক্তি	trust	0.555
auditor	নিরীক্ষক	trust	0.555
meditate	ধ্যান করা	trust	0.555
betrothed	বাগদত্তা	trust	0.555
proud	গর্বিত	trust	0.547
provide	প্রদান	trust	0.547
conciliation	শান্তকরণ	trust	0.547
ancestral	পৈতৃক	trust	0.547
liberty	স্বাধীনতা	trust	0.547
durable	টেকসই	trust	0.547
impenetrable	অভেদ্য	trust	0.547
prudent	বিচক্ষণ	trust	0.547
invocation	আবাহন	trust	0.547
engaging	আকর্ষক	trust	0.547
statement	বিবৃতি	trust	0.547
rejoice	আনন্দ করা	trust	0.547
cheer	উল্লাস	trust	0.547
eyewitness	প্রত্যক্ষ সাক্ষী	trust	0.547
prevalent	প্রভাবশালী	trust	0.547
securities	সিকিউরিটিজ	trust	0.547
friendly	বন্ধুত্বপূর্ণ	trust	0.547
salvation	উদ্ধার	trust	0.547
independence	স্বাধীনতা	trust	0.547
govern	শাসন ​​করা	trust	0.547
forgive	ক্ষমা করা	trust	0.547
commanding	আদেশসূচক	trust	0.547
convent	বিহার	trust	0.547
reinforcement	শক্তিবৃদ্ধি	trust	0.547
law	আইন	trust	0.547
registry	রেজিস্ট্রি	trust	0.547
temperate	নাতিশীতোষ্ণ	trust	0.547
promises	NO TRANSLATION	trust	0.547
readiness	প্রস্তুতি	trust	0.547
heritage	ঐতিহ্য	trust	0.547
chronicle	ধারাবিবরণী	trust	0.539
uncensured	NO TRANSLATION	trust	0.539
ensemble	আঁসাঁব্ল	trust	0.539
institute	প্রতিষ্ঠান	trust	0.539
applause	সাধুবাদ	trust	0.539
architecture	স্থাপত্য	trust	0.539
obvious	সুস্পষ্ট	trust	0.539
recovery	আরোগ্য	trust	0.539
inimitable	অতুলন	trust	0.539
relevant	প্রাসঙ্গিক	trust	0.539
responsive	প্রতিক্রিয়াশীল	trust	0.539
choices	NO TRANSLATION	trust	0.539
instructions	নির্দেশাবলী	trust	0.539
define	নির্ধারণ করা	trust	0.539
delightful	আনন্দদায়ক	trust	0.539
antidote	প্রতিষেধক	trust	0.539
admitting	admitting	trust	0.539
psalms	সাম	trust	0.539
stamina	মনোবল	trust	0.539
majority	সংখ্যাগুরু	trust	0.539
inoculation	টিকা	trust	0.539
perfect	নির্ভুল	trust	0.539
obedience	আনুগত্য	trust	0.539
memorable	স্মরণীয়	trust	0.539
chastity	সতীত্ব	trust	0.539
proctor	নায়ের	trust	0.539
watchman	NO TRANSLATION	trust	0.539
regularity	নিয়মনিষ্ঠা	trust	0.539
forefathers	পূর্বপুরুষদের	trust	0.539
immovable	স্থাবর	trust	0.539
eager	আগ্রহী	trust	0.539
aspiring	উচ্চাকাঙ্ক্ষী	trust	0.539
obliging	উপকারেচ্ছু	trust	0.539
reinforcements	সৈন্য	trust	0.539
tantamount	সমপরিমাণ	trust	0.539
exalted	সমুচ্চ	trust	0.539
hospital	হাসপাতাল	trust	0.531
retirement	অবসর গ্রহণ	trust	0.531
strive	সংগ্রাম করা	trust	0.531
edification	শিক্ষাদীক্ষা	trust	0.531
candid	অকপট	trust	0.531
deed	দলিল	trust	0.531
school	স্কুল	trust	0.531
cradle	শৈশবাবস্থা	trust	0.531
transcript	প্রতিলিপি	trust	0.531
accompaniment	সঙ্গত	trust	0.531
doubtless	দ্বিধাহীন	trust	0.531
rescue	উদ্ধার	trust	0.531
seal	সীল	trust	0.531
expedient	সমীচীন	trust	0.531
ballot	ভোটপত্র	trust	0.531
deliverance	উদ্ধার	trust	0.531
heavens	নভোমন্ডল	trust	0.531
fraternal	ভ্রাতৃসংক্রান্ত	trust	0.531
dependent	নির্ভরশীল	trust	0.531
answerable	দায়ী	trust	0.531
center	কেন্দ্র	trust	0.531
analyst	বিশ্লেষক	trust	0.531
firstborn	প্রথমজাত	trust	0.531
bloom	পুষ্প	trust	0.531
inseparable	অবিচ্ছেদ্য	trust	0.531
bride	নববধূ	trust	0.531
evergreen	চিরহরিৎ	trust	0.531
princely	জমকাল	trust	0.531
immunization	টিকাদান	trust	0.531
refuge	অভিগমন	trust	0.531
verily	সত্যই	trust	0.531
omniscient	সর্বজ্ঞ	trust	0.531
terms	পদ	trust	0.531
sponsor	জামিন	trust	0.531
approbation	সম্মতি	trust	0.527
correctness	শুদ্ধি	trust	0.523
elevation	টিলা	trust	0.523
neighbor	প্রতিবেশী	trust	0.523
unbroken	আস্ত	trust	0.523
countenance	মুখাবয়ব	trust	0.523
hug	আলিঙ্গন	trust	0.523
nobility	আভিজাত্য	trust	0.523
paragon	সম্পূর্ণতার আদর্শ	trust	0.523
coronation	রাজ্যাভিষেক	trust	0.523
celebration	অনুষ্ঠান	trust	0.523
graduation	স্নাতকের	trust	0.523
commonwealth	রাষ্ট্রমণ্ডল	trust	0.523
dictionary	অভিধান	trust	0.523
powerful	ক্ষমতাশালী	trust	0.523
notable	স্মরণীয়	trust	0.523
account	হিসাব	trust	0.523
winning	জয়লাভ	trust	0.523
honeymoon	মধুযামিনী	trust	0.523
improvement	উন্নতি	trust	0.523
ourselves	NO TRANSLATION	trust	0.523
chaplain	কোন প্রতিষ্ঠানের যাজক	trust	0.523
ratify	অনুসমর্থন করা	trust	0.523
connoisseur	রসপণ্ডিত	trust	0.523
award	পুরস্কার	trust	0.523
taught	শেখানো	trust	0.523
adoration	উপাসনা	trust	0.523
salutary	উপকারী	trust	0.523
captivate	মাত করা	trust	0.523
liberate	মুক্ত করা	trust	0.523
unimpeached	unimpeached	trust	0.523
laureate	বিজয়ী	trust	0.523
benedictory	আশীর্বাদমূলক	trust	0.523
feeling	অনুভূতি	trust	0.518
freely	অবাধে	trust	0.516
compliment	NO TRANSLATION	trust	0.516
amen	তথাস্তু	trust	0.516
reverie	দিবাস্বপ্ন	trust	0.516
organization	সংগঠন	trust	0.516
framework	ফ্রেমওয়ার্ক	trust	0.516
sentinel	প্রহরী	trust	0.516
advent	আবির্ভাব	trust	0.516
inform	জানান	trust	0.516
committee	কমিটি	trust	0.516
passwords	NO TRANSLATION	trust	0.516
minded	দৃঢ়সঙ্কল্প	trust	0.516
obstetrician	ধাই	trust	0.516
enchanted	মায়াময়	trust	0.516
formative	গঠনমূলক	trust	0.516
tribunal	ট্রাইব্যুনাল	trust	0.516
association	সংঘ	trust	0.516
remedy	প্রতিকার	trust	0.516
credit	ধার	trust	0.516
nobleman	উমরা	trust	0.516
predominant	উদীয়মান	trust	0.516
measure	মাপ	trust	0.516
perpetuity	বিরামহীনতা	trust	0.516
fully	সম্পূর্ণরূপে	trust	0.516
deserve	প্রাপ্য	trust	0.516
tender	কোমল	trust	0.516
pray	প্রার্থনা করা	trust	0.516
confession	স্বীকারোক্তি	trust	0.516
management	ব্যবস্থাপনা	trust	0.516
volunteer	স্বেচ্ছাসেবক	trust	0.509
instruct	শিখান	trust	0.508
virgin	কুমারী	trust	0.508
constable	কনস্টবল	trust	0.508
reward	পুরস্কার	trust	0.508
amour	NO TRANSLATION	trust	0.508
priest	যাজক	trust	0.508
policy	নীতি	trust	0.508
confessional	পাপস্বীকারের অনুষ্ঠান	trust	0.508
savor	গন্ধ	trust	0.508
custodian	জিম্মাদার	trust	0.508
vouch	সাক্ষী হত্তয়া	trust	0.508
tolerance	সহ্য	trust	0.508
unsurpassed	অতুলনীয়	trust	0.508
venerable	প্রবীণ	trust	0.508
forgiving	মার্জনা	trust	0.508
intact	অক্ষত	trust	0.508
diversity	বৈচিত্র্য	trust	0.508
accolade	প্রশংসা	trust	0.508
philosopher	দার্শনিক	trust	0.508
lieutenant	বদলি	trust	0.508
shepherd	মেষপালক	trust	0.508
courtship	পূর্বরাগ	trust	0.508
sovereign	সার্বভৌম	trust	0.508
medical	শিক্ষক	trust	0.508
housewife	গৃহিনী	trust	0.508
automatic	স্বয়ংক্রিয়	trust	0.508
patronage	পৃষ্ঠপোষকতা	trust	0.508
enable	সক্ষম করা	trust	0.508
admissible	গ্রাহ্য	trust	0.508
beautification	সৌন্দর্যায়ন	trust	0.508
synchronize	সময়ের সামঁজস্যবিধান করা	trust	0.500
info	তথ্য	trust	0.500
pontiff	পোপ	trust	0.500
retain	রাখা	trust	0.500
warden	প্রহরী	trust	0.500
majesty	মহিমা	trust	0.500
infallibility	আপ্ততা	trust	0.500
guru	গুরু	trust	0.500
apologetic	কৈফিয়তমূলক	trust	0.500
darling	ধন	trust	0.500
doctrine	মতবাদ	trust	0.500
related	সংশ্লিষ্ট	trust	0.500
treasure	ধন	trust	0.500
infinity	অনন্ত	trust	0.500
romantic	রোমান্টিক	trust	0.500
optimist	আশাবাদী	trust	0.500
timing	সময়জ্ঞান	trust	0.500
undying	অক্ষয়	trust	0.500
personal	ব্যক্তিগত	trust	0.500
gateway	প্রবেশপথ	trust	0.500
instruction	নির্দেশ	trust	0.500
backer	সমর্থক	trust	0.500
watchful	বিনিদ্র	trust	0.500
badge	ব্যাজ	trust	0.500
birth	জন্ম	trust	0.500
religions	NO TRANSLATION	trust	0.500
pious	ধার্মিক	trust	0.500
indelible	অনপনেয়	trust	0.500
superman	অতিমানব	trust	0.500
guard	পাহারা	trust	0.500
vindication	নজির	trust	0.500
nerds	NO TRANSLATION	trust	0.500
alive	জীবিত	trust	0.500
constitute	গঠন করা	trust	0.492
jubilant	উল্লসিত	trust	0.492
endow	বুদ্ধি দ্বারা অলঙ্কৃত করা	trust	0.492
improve	উন্নত করা	trust	0.492
contributor	অংশদাতা	trust	0.492
formality	আনুষ্ঠানিকতা	trust	0.492
salute	অভিবাদন	trust	0.492
inevitable	অনিবার্য	trust	0.492
proverbs	NO TRANSLATION	trust	0.492
umpire	সালিস	trust	0.492
grow	হত্তয়া	trust	0.492
fellow	সহকর্মী	trust	0.492
popularity	জনপ্রিয়তা	trust	0.492
judgement	NO TRANSLATION	trust	0.492
spokesman	মুখপাত্র	trust	0.492
synonymous	সমার্থক	trust	0.492
hosannah	NO TRANSLATION	trust	0.492
church	গির্জা	trust	0.492
hardy	কষ্টসহিষ্ণু	trust	0.492
privy	পায়খানা	trust	0.492
psalm	স্তব	trust	0.492
efforts	NO TRANSLATION	trust	0.492
attraction	আকর্ষণ	trust	0.492
grandchildren	নাতি নাতনিদের	trust	0.492
elegance	কমনীয়তা	trust	0.492
laudatory	প্রশংসাপূর্ণ	trust	0.492
sheriff	শেরিফ	trust	0.492
radiance	ভা	trust	0.492
harbor	আশ্রয়	trust	0.492
aspire	আকুলভাবে কামনা করা	trust	0.492
musical	সুরেলা	trust	0.492
chairman	চেয়ারম্যান	trust	0.492
moderator	নিয়ামক	trust	0.492
laudation	শ্লাঘা	trust	0.484
clean	পরিষ্কার	trust	0.484
arbiter	সালিশ	trust	0.484
crowning	চরম	trust	0.484
depth	গভীরতা	trust	0.484
forecast	পূর্বাভাস	trust	0.484
colonel	সেনাপতি	trust	0.484
hire	ভাড়া	trust	0.484
found	পাওয়া	trust	0.484
armor	বর্ম	trust	0.484
approbate	NO TRANSLATION	trust	0.484
favorite	প্রিয়	trust	0.484
voucher	প্রামাণিক দলিল	trust	0.484
affection	স্নেহ	trust	0.484
path	পথ	trust	0.484
referee	বিচারক	trust	0.484
police	পুলিশ	trust	0.484
countryman	স্বদেশবাসী	trust	0.484
romance	রমন্যাস	trust	0.484
diagnosis	রোগ নির্ণয়	trust	0.484
concord	অন্বয়	trust	0.484
enjoy	উপভোগ	trust	0.484
ranger	বনরক্ষী	trust	0.484
confess	স্বীকার করা	trust	0.484
income	আয়	trust	0.484
assembly	সমাবেশ	trust	0.484
sweet	মিষ্টি	trust	0.484
like	মত	trust	0.484
apologize	ক্ষমাপ্রার্থী	trust	0.477
sermon	নৈতিক বক্তৃতা	trust	0.477
pastor	যাজক	trust	0.477
matter	ব্যাপার	trust	0.477
glory	গরিমা	trust	0.477
lamb	মেষশাবক	trust	0.477
lover	প্রেমিকা	trust	0.477
putative	অবৈধ	trust	0.477
expect	আশা করা	trust	0.477
purely	বিশুদ্ধরূপে	trust	0.477
follow	অনুসরণ করা	trust	0.477
parliament	সংসদ	trust	0.477
counted	NO TRANSLATION	trust	0.477
nursery	শিশুশালা	trust	0.477
episcopal	বিশপশাসিত	trust	0.477
veracity	সত্যবাদিতা	trust	0.477
mathematical	গাণিতিক	trust	0.477
frank	অকপট	trust	0.477
policeman	পুলিশ	trust	0.477
word	শব্দ	trust	0.477
consul	দূত	trust	0.477
landmark	বৈশিষ্ট্য	trust	0.477
calculator	গণক	trust	0.477
sterling	খাঁটি	trust	0.477
signature	স্বাক্ষর	trust	0.477
votive	ব্রত	trust	0.477
preponderance	অধিকতর ভারী	trust	0.477
sacrifice	বলিদান	trust	0.477
underwrite	স্বাক্ষর করা	trust	0.469
bridesmaid	নিতকনে	trust	0.469
commission	কমিশন	trust	0.469
passion	আবেগ	trust	0.469
prefer	পছন্দ করা	trust	0.469
recruits	সংগৃহীত সৈন্যগণ	trust	0.469
cashier	কোষাধ্যক্ষ	trust	0.469
judicious	বিচক্ষণ	trust	0.469
immerse	মগ্ন করা	trust	0.469
uncritical	সমালোচনাকর নহে এমন	trust	0.469
effective	কার্যকর	trust	0.469
dove	ঘুঘু	trust	0.469
tutelage	অভিভাবকত্ব	trust	0.469
associate	সহযোগী	trust	0.469
flagship	পোত-নায়কের জাহাজ	trust	0.469
religion	ধর্ম	trust	0.469
gain	লাভ করা	trust	0.469
instructor	উপাধ্যায়	trust	0.469
judgment	রায়	trust	0.469
title	খেতাব	trust	0.469
regal	রাজকীয়	trust	0.469
author	লেখক	trust	0.469
top	শীর্ষ	trust	0.469
tribune	ত্রিবিঊন	trust	0.469
eagerness	আগ্রহ	trust	0.469
marshal	সেনাপতি	trust	0.469
mighty	মহৎ	trust	0.469
intended	অভিপ্রেত	trust	0.469
capacity	ধারণক্ষমতা	trust	0.469
vicar	ভিকার	trust	0.469
partake	অংশগ্রহণ করা	trust	0.461
commerce	বাণিজ্য	trust	0.461
magnetic	চৌম্বক	trust	0.461
medal	পদক	trust	0.461
courier	দূত	trust	0.461
socially	NO TRANSLATION	trust	0.461
enroll	নথিভুক্ত করা	trust	0.461
necessarily	অগত্যা	trust	0.461
lesson	পাঠ	trust	0.461
custody	হেফাজত	trust	0.461
moorings	নঙ্গর করার স্থান	trust	0.461
fortress	দুর্গ	trust	0.461
aunt	মাসি	trust	0.461
bank	ব্যাংক	trust	0.461
theological	ব্রহ্মবিদ্যাগত	trust	0.461
manage	পরিচালনা করা	trust	0.461
eventually	NO TRANSLATION	trust	0.461
trade	বাণিজ্য	trust	0.461
lifestyle	জীবনধারা	trust	0.461
consecration	উত্সর্গ	trust	0.461
admitted	ভর্তি	trust	0.461
crucial	অত্যন্ত গুরুত্বপূর্ণ	trust	0.461
cautious	সাবধান	trust	0.461
contains	NO TRANSLATION	trust	0.461
priesthood	গুরুগিরি	trust	0.461
attendant	চেড়	trust	0.461
oblige	বাধ্য করা	trust	0.461
patriarchal	পিতৃশাসিত	trust	0.461
kitten	বিড়ালছানা	trust	0.461
cathedral	ক্যাথেড্রাল	trust	0.455
eagle	গল	trust	0.453
puppy	কুকুরছানা	trust	0.453
present	বর্তমান	trust	0.453
perceive	বোঝা	trust	0.453
foresee	দূরদর্শন করা	trust	0.453
governor	রাজ্যপাল	trust	0.453
synergistic	অতিক্রিয়া	trust	0.453
commonplace	প্রাকৃত	trust	0.453
exchange	বিনিময়	trust	0.453
journeyman	মজুর	trust	0.453
laud	প্রশংসা	trust	0.453
chairwoman	সভাপত্নী	trust	0.453
encomium	স্তোত্র	trust	0.453
strategist	সৈনাপত্যে দক্ষ ব্যক্তি	trust	0.453
dawn	ভোর	trust	0.453
excited	উত্তেজিত	trust	0.453
finally	পরিশেষে	trust	0.453
level	উচ্চতা	trust	0.453
chart	তালিকা	trust	0.453
oasis	মরুদ্যান	trust	0.453
insulation	অন্তরণ	trust	0.453
president	সভাপতি	trust	0.453
deputy	সহকারী	trust	0.453
orthodoxy	গোঁড়ামি	trust	0.445
sir	জনাব	trust	0.445
theorem	উপপাদ্য	trust	0.445
formula	সূত্র	trust	0.445
operation	অপারেশন	trust	0.445
bridegroom	বর	trust	0.445
lodging	বাসাবাড়ি	trust	0.445
matters	NO TRANSLATION	trust	0.445
handbook	হ্যান্ডবুকে	trust	0.445
impart	জ্ঞাপন করা	trust	0.445
dictum	NO TRANSLATION	trust	0.445
indemnity	ক্ষতিপূরণ	trust	0.445
negotiate	দরাদরি করা	trust	0.445
magnify	বিবর্ধিত করা	trust	0.445
chancellor	আচার্য	trust	0.445
crew	নাবিকদল	trust	0.445
sensual	কামুক	trust	0.445
tradesmen	NO TRANSLATION	trust	0.445
usual	চলিত	trust	0.445
asserting	দাবী	trust	0.445
chocolate	চকলেট	trust	0.445
statistical	পরিসংখ্যানসংক্রান্ত	trust	0.445
lord	প্রভু	trust	0.445
exaltation	উচ্চপদ	trust	0.445
employ	চাকরী	trust	0.445
orchestra	অর্কেস্ট্রা	trust	0.445
director	পরিচালক	trust	0.445
chemist	রসায়নবিৎ	trust	0.445
remains	দেহাবশেষ	trust	0.445
enliven	উদ্দীপ্ত করা	trust	0.445
sun	সূর্য	trust	0.438
imagination	কল্পনা	trust	0.438
comptroller	নিয়ামক	trust	0.438
digit	অঙ্ক	trust	0.438
cabinet	মন্ত্রিসভা	trust	0.438
emphasize	গুরুত্ব আরোপ করা	trust	0.438
atone	প্রায়শ্চিত্ত করা	trust	0.438
inauguration	উদ্বোধন	trust	0.438
encore	NO TRANSLATION	trust	0.438
elite	অভিজাত	trust	0.438
governess	শিক্ষয়িত্রী	trust	0.438
tandem	টমটম	trust	0.438
conveyancing	দাঁতের	trust	0.438
arbitrator	সালিস	trust	0.438
oracle	আকাশবাণী	trust	0.438
economy	অর্থনীতি	trust	0.438
elect	নির্বাচিত	trust	0.438
villager	গ্রামবাসী	trust	0.438
fate	ভাগ্য	trust	0.438
exhaustive	সম্পূর্ণ	trust	0.438
merci	NO TRANSLATION	trust	0.438
mlk	NO TRANSLATION	trust	0.438
abbot	মঠাধ্যক্ষ	trust	0.438
butler	খানসামা	trust	0.438
conformity	অনুসার	trust	0.438
grammar	ব্যাকরণ	trust	0.430
disclosed	প্রকাশিত	trust	0.430
persuade	পটান	trust	0.430
compact	নিবিড়	trust	0.430
rule	নিয়ম	trust	0.430
deacon	যাজক	trust	0.430
impressionable	অনুভূতিপ্রবণ	trust	0.430
cop	পুলিশ	trust	0.430
neutrality	নিরপেক্ষতা	trust	0.430
pay	বেতন	trust	0.430
bridal	দাম্পত্য	trust	0.430
wealth	ধন	trust	0.430
base	ভিত্তি	trust	0.430
errand	প্রেরিত বার্তা	trust	0.430
lesbians	NO TRANSLATION	trust	0.430
toughness	বলিষ্ঠতা	trust	0.430
estimable	শ্রদ্ধেয়	trust	0.430
lender	সুদখোর	trust	0.430
sentry	প্রহরী	trust	0.430
invite	আমন্ত্রণ করা	trust	0.430
circle	বৃত্ত	trust	0.430
grit	কঙ্কর	trust	0.430
elucidate	বিশদ করা	trust	0.430
repay	শুধা	trust	0.430
resources	সম্পদ	trust	0.430
blanket	কম্বল	trust	0.430
occupant	বাসিন্দা	trust	0.430
bequest	অর্পিত দায়িত্ব	trust	0.430
jeremiah	NO TRANSLATION	trust	0.430
count	গণনা	trust	0.430
hail	শিলাবৃষ্টি	trust	0.430
playful	কৌতুকপূর্ণ	trust	0.430
simplify	সহজতর করা	trust	0.430
differential	পার্থক্যমুলক	trust	0.430
utopian	আজগুবি	trust	0.430
parish	প্যারিশ	trust	0.422
sing	গাত্তয়া	trust	0.422
dominion	প্রভুত্ব	trust	0.422
dealings	লেনদেন	trust	0.422
theocratic	দিব্যতান্ত্রিক	trust	0.422
shopkeeper	দোকানদার	trust	0.422
accountant	হিসাবরক্ষক	trust	0.422
forum	ফোরাম	trust	0.422
fixed	স্থায়ী	trust	0.422
eulogize	স্তুতি করা	trust	0.422
diary	দিনলিপি	trust	0.422
intend	মনস্থ করা	trust	0.422
supplication	মিনতি	trust	0.422
wonderstruck	NO TRANSLATION	trust	0.422
apprentice	শিক্ষানবিশ	trust	0.422
continue	অবিরত	trust	0.422
antiseptic	বীজবারক	trust	0.422
perennial	বহুবর্ষজীবী	trust	0.422
primer	কার্তুজ	trust	0.422
enablement	সক্ষমতা	trust	0.422
respite	অবকাশ	trust	0.422
assignee	উকিল	trust	0.422
easiest	NO TRANSLATION	trust	0.422
trading	লেনদেন	trust	0.422
travel	ভ্রমণ	trust	0.422
probity	সাধুতা	trust	0.422
axiom	স্বত: সিদ্ধ সত্য	trust	0.422
maintenance	রক্ষণাবেক্ষণ	trust	0.422
reconsideration	পুনর্বিচার	trust	0.422
treat	আচরণ করা	trust	0.422
truss	আঁটি	trust	0.422
hymn	স্তবগান	trust	0.422
supremacy	আধিপত্য	trust	0.422
athlete	ক্রীড়াবিদ	trust	0.414
cogent	অকাট্য	trust	0.414
specialize	NO TRANSLATION	trust	0.414
serve	পরিবেশন করা	trust	0.414
incline	ঢলা	trust	0.414
trainer	শিক্ষক	trust	0.414
choir	গায়কদল	trust	0.414
preservative	সংরক্ষণকর	trust	0.414
kudos	খ্যাতি	trust	0.414
cash	নগদ	trust	0.414
gazette	গেজেট	trust	0.414
akin	সদৃশ	trust	0.414
amortization	ঘাত-শোষণ	trust	0.414
fellas	NO TRANSLATION	trust	0.414
reporter	সংবাদদাতা	trust	0.414
salary	বেতন	trust	0.414
offering	নৈবেদ্য	trust	0.414
leap	লাফ	trust	0.414
transaction	লেনদেন	trust	0.414
privilege	সুবিধা	trust	0.414
consort	সঙ্গী	trust	0.414
rapt	আবিষ্ট	trust	0.414
commodore	উচ্চপদস্থ নৌসেনাপতি	trust	0.414
conglomerate	পিণ্ডীভূত	trust	0.414
synod	সম্মেলন	trust	0.414
deference	সশ্রদ্ধ বাধ্যতা	trust	0.414
labor	শ্রম	trust	0.414
gate	গেট	trust	0.414
routine	দৈনন্দিন	trust	0.414
